id,ingredient,trade_name,applicant,strength,appl_type,appl_no,te_code,approval_date,rld,type,applicant_full_name,dose_form,route,product_no
666234,DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,HIKMA,EQ 200MCG BASE/2ML (EQ 100MCG BASE/ML),A,205046,AP,2017-04-26,0,RX,HIKMA PHARMACEUTICALS USA INC,INJECTABLE,INJECTION,001
667448,ARIPIPRAZOLE,ARIPIPRAZOLE,SCIEGEN PHARMS INC,15MG,A,206383,AB,2016-09-29,0,RX,SCIEGEN PHARMACEUTICALS INC,TABLET,ORAL,004
667871,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,EUGIA PHARMA,EQ 4MG PHOSPHATE/ML,A,206781,AP,2015-12-01,0,RX,EUGIA PHARMA SPECIALITIES LTD,INJECTABLE,INJECTION,001
663683,AMLODIPINE BESYLATE; VALSARTAN,AMLODIPINE BESYLATE AND VALSARTAN,ALEMBIC,EQ 5MG BASE;160MG,A,202713,AB,2015-04-03,0,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,001
669814,PROGESTERONE,PROGESTERONE,DR REDDYS,200MG,A,208801,AB,2017-02-28,0,RX,DR REDDYS LABORATORIES INC,CAPSULE,ORAL,002
659484,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,ACCORD HLTHCARE,250MG,A,090253,AB,2009-05-04,0,RX,ACCORD HEALTHCARE INC,CAPSULE,ORAL,001
654260,NAPHAZOLINE HYDROCHLORIDE,NAPHCON FORTE,ALCON,0.1%,A,080229,,,1,DISCN,ALCON LABORATORIES INC,SOLUTION/DROPS,OPHTHALMIC,001
662770,BUDESONIDE,BUDESONIDE,SANDOZ,1MG/2ML,A,201966,AN,2013-09-27,0,RX,SANDOZ INC,SUSPENSION,INHALATION,001
685085,ALISKIREN HEMIFUMARATE,TEKTURNA,NODEN PHARMA,EQ 300MG BASE,N,021985,AB,2007-03-05,1,RX,NODEN PHARMA DAC,TABLET,ORAL,002
653372,DIVALPROEX SODIUM,DIVALPROEX SODIUM,LUPIN,EQ 500MG VALPROIC ACID,A,078790,AB,2008-07-29,0,RX,LUPIN LTD,"TABLET, DELAYED RELEASE",ORAL,003
673290,MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,RUBICON,5MG,A,212543,AB,2019-08-19,0,RX,RUBICON RESEARCH PRIVATE LTD,TABLET,ORAL,002
683414,LEFLUNOMIDE,ARAVA,SANOFI AVENTIS US,100MG,N,020905,,1998-09-10,1,RX,SANOFI AVENTIS US LLC,TABLET,ORAL,003
648099,FLUVOXAMINE MALEATE,FLUVOXAMINE MALEATE,UPSHER SMITH LABS,50MG,A,075887,,2001-01-05,0,DISCN,UPSHER SMITH LABORATORIES LLC,TABLET,ORAL,002
681427,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND LACTATED RINGERS IN PLASTIC CONTAINER,ICU MEDICAL INC,20MG/100ML;5GM/100ML;104MG/100ML;600MG/100ML;310MG/100ML,N,019685,,1988-10-17,1,DISCN,ICU MEDICAL INC,INJECTABLE,INJECTION,001
667013,TOPIRAMATE,TOPIRAMATE,PAR PHARM,200MG,A,205976,AB1,2023-03-01,0,RX,PAR PHARMACEUTICAL INC,"CAPSULE, EXTENDED RELEASE",ORAL,001
657036,METHYLPREDNISOLONE ACETATE,M-PREDROL,BEL MAR,80MG/ML,A,087135,,,0,DISCN,BEL MAR LABORATORIES INC,INJECTABLE,INJECTION,001
645408,PIROXICAM,PIROXICAM,SUN PHARM INDUSTRIES,20MG,A,073536,,1993-03-12,0,DISCN,SUN PHARMACEUTICAL INDUSTRIES INC,CAPSULE,ORAL,001
658580,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,TEVA,25MG,A,089109,,1985-09-10,0,DISCN,TEVA PHARMACEUTICALS USA INC,TABLET,ORAL,001
640511,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",GRANULES,325MG;50MG;40MG,A,040864,AA,2008-12-01,0,RX,GRANULES PHARMACEUTICALS INC,TABLET,ORAL,001
668635,CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE,CANDESARTAN CILEXETIL AND HYDROCHLOROTHIAZIDE,PRINSTON INC,32MG;25MG,A,207455,AB,2018-04-11,0,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,003
656829,LIDOCAINE,LIDOCAINE,TARO,5%,A,086724,AT,,0,RX,TARO PHARMACEUTICALS USA INC,OINTMENT,TOPICAL,001
661264,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,APOTEX,EQ 10MG BASE;40MG,A,091431,AB,2013-12-30,0,RX,APOTEX INC,CAPSULE,ORAL,006
668000,AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL,AMLODIPINE AND OLMESARTAN MEDOXOMIL,AUROBINDO PHARMA,EQ 10MG BASE;40MG,A,206906,AB,2017-05-15,0,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,004
652128,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,LUPIN,EQ 10MG BASE,A,078043,AB,2007-07-12,0,RX,LUPIN LTD,TABLET,ORAL,003
688796,VERICIGUAT,VERQUVO,MERCK SHARP DOHME,2.5MG,N,214377,,2021-01-19,1,RX,MERCK SHARP AND DOHME CORP,TABLET,ORAL,001
676961,HYDROXYCHLOROQUINE SULFATE,PLAQUENIL,CONCORDIA,200MG,N,009768,AB,,1,RX,CONCORDIA PHARMACEUTICALS INC,TABLET,ORAL,001
676539,BETHANECHOL CHLORIDE,URECHOLINE,ODYSSEY PHARMS,5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,006536,,,1,DISCN,ODYSSEY PHARMACEUTICALS INC,INJECTABLE,INJECTION,001
640429,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,AMNEAL PHARM,50MG,A,040808,AB,2008-09-24,0,RX,AMNEAL PHARMACEUTICAL,TABLET,ORAL,003
669442,NYSTATIN; TRIAMCINOLONE ACETONIDE,NYSTATIN AND TRIAMCINOLONE ACETONIDE,PAI HOLDINGS PHARM,"100,000 UNITS/GM;0.1%",A,208287,AT,2016-12-30,0,RX,PAI HOLDINGS LLC DBA PHARMACEUTICAL ASSOCIATES INC,OINTMENT,TOPICAL,001
663699,MORPHINE SULFATE,MORPHINE SULFATE,TEVA PHARMS USA,70MG,A,202718,,2015-06-03,0,DISCN,TEVA PHARMACEUTICALS USA,"CAPSULE, EXTENDED RELEASE",ORAL,008
660862,ESZOPICLONE,ESZOPICLONE,CHARTWELL RX,1MG,A,091165,,2011-07-14,0,DISCN,CHARTWELL RX SCIENCES LLC,TABLET,ORAL,001
653114,BUPRENORPHINE HYDROCHLORIDE,BUPRENORPHINE HYDROCHLORIDE,HIKMA,EQ 2MG BASE,A,078633,AB,2009-10-08,0,RX,HIKMA PHARMACEUTICALS USA INC,TABLET,SUBLINGUAL,001
684866,ENTECAVIR,BARACLUDE,BRISTOL MYERS SQUIBB,0.05MG/ML,N,021798,,2005-03-29,1,RX,BRISTOL MYERS SQUIBB,SOLUTION,ORAL,001
643905,DIAZEPAM,DIAZEPAM,WATSON LABS,5MG/ML,A,070930,,1986-12-01,0,DISCN,WATSON LABORATORIES INC,INJECTABLE,INJECTION,001
664766,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",STRIDES PHARMA,325MG;50MG;40MG,A,203647,AA,2020-09-21,0,RX,STRIDES PHARMA GLOBAL PTE LTD,TABLET,ORAL,001
685798,GENTAMICIN SULFATE,GARAMYCIN,SCHERING,EQ 0.3% BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,050039,,,1,DISCN,SCHERING CORP SUB SCHERING PLOUGH CORP,SOLUTION/DROPS,OPHTHALMIC,002
686419,IVERMECTIN,STROMECTOL,MERCK SHARP DOHME,6MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,050742,,1996-11-22,1,DISCN,MERCK SHARP AND DOHME CORP,TABLET,ORAL,001
659464,AMLODIPINE BESYLATE; VALSARTAN,AMLODIPINE BESYLATE AND VALSARTAN,LUPIN,EQ 10MG BASE;160MG,A,090245,AB,2015-03-30,0,RX,LUPIN LTD,TABLET,ORAL,002
664712,SODIUM FLUORIDE F-18,SODIUM FLUORIDE F-18,SOFIE,10-200mCi/ML,A,203592,AP,2015-08-18,0,RX,SOFIE CO DBA SOFIE (FKA ZEVACOR PHARMA INC),INJECTABLE,INTRAVENOUS,001
653750,VALACYCLOVIR HYDROCHLORIDE,VALACYCLOVIR HYDROCHLORIDE,TIME-CAP LABS INC,EQ 1GM BASE,A,079012,AB,2010-05-24,0,RX,TIME-CAP LABORATORIES INC,TABLET,ORAL,002
644757,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,ANI PHARMS,25MG;40MG,A,072043,,1988-03-14,0,DISCN,ANI PHARMACEUTICALS INC,TABLET,ORAL,002
661498,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,ALEMBIC PHARMS LTD,12.5MG;100MG,A,091617,AB,2012-02-17,0,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,002
682838,OLANZAPINE,ZYPREXA,LILLY,5MG,N,020592,AB,1996-09-30,1,RX,ELI LILLY AND CO,TABLET,ORAL,002
680758,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,BAXTER HLTHCARE,5GM/100ML;224MG/100ML;900MG/100ML,N,019308,,1985-04-05,0,RX,BAXTER HEALTHCARE CORP,INJECTABLE,INJECTION,006
643778,MESTRANOL; NORETHINDRONE,NORETHINDRONE AND MESTRANOL,WATSON LABS,0.05MG;1MG,A,070759,,1988-07-01,0,DISCN,WATSON LABORATORIES INC,TABLET,ORAL-28,001
680360,ETODOLAC,LODINE,WYETH PHARMS INC,400MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,018922,,1993-07-29,1,DISCN,WYETH PHARMACEUTICALS INC,TABLET,ORAL,004
656543,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,WATSON LABS,50MG,A,086087,,,0,DISCN,WATSON LABORATORIES INC,TABLET,ORAL,001
667755,TRANEXAMIC ACID,TRANEXAMIC ACID,MICRO LABS,100MG/ML,A,206713,AP,2017-06-27,0,RX,MICRO LABS LTD,INJECTABLE,INJECTION,001
652460,TOPIRAMATE,TOPIRAMATE,ZYDUS PHARMS USA INC,50MG,A,078235,AB,2009-03-27,0,RX,ZYDUS PHARMACEUTICALS USA INC,TABLET,ORAL,002
661269,DOXERCALCIFEROL,DOXERCALCIFEROL,HIKMA,1MCG,A,091433,,2014-01-14,0,DISCN,HIKMA PHARMACEUTICALS USA INC,CAPSULE,ORAL,002
640693,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,IMPAX LABS,500MG,A,060469,,,0,DISCN,IMPAX LABORATORIES INC,CAPSULE,ORAL,003
639931,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,FOUGERA PHARMS,0.025%,A,040467,AT,2003-04-21,0,RX,FOUGERA PHARMACEUTICALS INC,LOTION,TOPICAL,001
656804,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE,INTL MEDICATION,0.08%,A,086651,,,0,DISCN,INTERNATIONAL MEDICATION SYSTEMS LTD,SOLUTION,INHALATION,002
657105,ERGOLOID MESYLATES,ERGOLOID MESYLATES,WATSON LABS,1MG,A,087244,,1982-08-16,0,DISCN,WATSON LABORATORIES INC,TABLET,ORAL,001
687723,BARIUM SULFATE,E-Z-PAQUE,BRACCO,96% (169GM/BOT),N,208036,,2017-04-07,1,RX,BRACCO DIAGNOSTICS INC,FOR SUSPENSION,ORAL,002
672672,TIZANIDINE HYDROCHLORIDE,TIZANIDINE HYDROCHLORIDE,ALKEM LABS LTD,EQ 2MG BASE,A,211798,AB,2019-01-25,0,RX,ALKEM LABORATORIES LTD,TABLET,ORAL,001
663993,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,CHABELINA FE,NOVAST LABS,"0.02MG,0.03MG,0.035MG;1MG,1MG,1MG",A,202962,AB,2020-04-15,0,RX,NOVAST LABORATORIES LTD,TABLET,ORAL-28,001
651139,GABAPENTIN,GABAPENTIN,SUN PHARM INDS LTD,600MG,A,077525,AB,2006-08-24,0,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,TABLET,ORAL,001
681347,MESALAMINE,ASACOL,APIL,400MG,N,019651,,1992-01-31,0,DISCN,ALLERGAN PHARMACEUTICALS INTERNATIONAL LTD,"TABLET, DELAYED RELEASE",ORAL,001
682793,ALENDRONATE SODIUM,FOSAMAX,ORGANON,EQ 40MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,020560,,1995-09-29,1,DISCN,ORGANON LLC A SUB OF ORGANON AND CO,TABLET,ORAL,002
673786,CHLORZOXAZONE,CHLORZOXAZONE,RISING,750MG,A,213126,AB,2022-04-05,0,RX,RISING PHARMA HOLDINGS INC,TABLET,ORAL,003
684793,ARIPIPRAZOLE,ABILIFY,OTSUKA,30MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,021729,,2006-06-07,1,DISCN,OTSUKA PHARMACEUTICAL CO LTD,"TABLET, ORALLY DISINTEGRATING",ORAL,005
677216,RESERPINE,RESERPINE,IVAX SUB TEVA PHARMS,0.1MG,N,011185,,,0,DISCN,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,TABLET,ORAL,001
687180,DICLOFENAC,ZORVOLEX,ZYLA,18MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,204592,,2013-10-18,1,DISCN,ZYLA LIFE SCIENCES US INC,CAPSULE,ORAL,001
640375,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,OXYCODONE AND ACETAMINOPHEN,AMNEAL PHARMS NY,325MG;7.5MG,A,040778,AA,2014-06-27,0,RX,AMNEAL PHARMACEUTICALS NY LLC,TABLET,ORAL,002
653615,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,ALEMBIC PHARMS LTD,EQ 50MG BASE,A,078932,AB,2010-12-14,0,RX,ALEMBIC PHARMACEUTICALS LTD,TABLET,ORAL,003
641048,ERYTHROMYCIN ESTOLATE,ILOSONE,LILLY,EQ 250MG BASE,A,061897,,,0,DISCN,ELI LILLY AND CO,CAPSULE,ORAL,002
668720,ALPRAZOLAM,ALPRAZOLAM,BRECKENRIDGE,2MG,A,207507,AB,2018-07-09,0,RX,BRECKENRIDGE PHARMACEUTICAL INC,TABLET,ORAL,004
688328,SUMATRIPTAN,TOSYMRA,TONIX MEDS,10MG/SPRAY,N,210884,,2019-01-25,1,RX,TONIX MEDICINES INC,SPRAY,NASAL,001
670771,METHOTREXATE SODIUM,METHOTREXATE SODIUM,LOTUS PHARM CO LTD,EQ 2.5MG BASE,A,209787,AB,2021-04-23,0,RX,LOTUS PHARMACEUTICAL CO LTD NANTOU PLANT,TABLET,ORAL,001
641129,AMOXICILLIN,TRIMOX,APOTHECON,250MG/5ML,A,062099,,,0,DISCN,APOTHECON SUB BRISTOL MYERS SQUIBB CO,FOR SUSPENSION,ORAL,002
664230,HYDROCHLOROTHIAZIDE; VALSARTAN,VALSARTAN AND HYDROCHLOROTHIAZIDE,MACLEODS PHARMS LTD,25MG;320MG,A,203145,AB,2013-04-19,0,RX,MACLEODS PHARMACEUTICALS LTD,TABLET,ORAL,005
679019,THIORIDAZINE,MELLARIL-S,NOVARTIS,EQ 100MG HYDROCHLORIDE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,017923,,,0,DISCN,NOVARTIS PHARMACEUTICALS CORP,SUSPENSION,ORAL,002
640731,HYDROCORTISONE ACETATE; NEOMYCIN SULFATE,NEO-CORTEF,PHARMACIA AND UPJOHN,0.5%;EQ 3.5MG BASE/GM,A,060610,,,0,DISCN,PHARMACIA AND UPJOHN CO,OINTMENT,OPHTHALMIC,001
653522,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,WOCKHARDT,EQ 75MG BASE,A,078884,,2008-07-31,0,DISCN,WOCKHARDT LTD,TABLET,ORAL,001
660454,ROPINIROLE HYDROCHLORIDE,ROPINIROLE HYDROCHLORIDE,ACTAVIS ELIZABETH,EQ 8MG BASE,A,090869,AB,2012-05-17,0,RX,ACTAVIS ELIZABETH LLC,"TABLET, EXTENDED RELEASE",ORAL,004
647805,ALENDRONATE SODIUM,ALENDRONATE SODIUM,IMPAX LABS INC,EQ 35MG BASE,A,075710,,2008-02-06,0,DISCN,IMPAX LABORATORIES INC,TABLET,ORAL,003
646293,CIMETIDINE HYDROCHLORIDE,CIMETIDINE HYDROCHLORIDE,ANI PHARMS,EQ 300MG BASE/5ML,A,074610,,1996-09-26,0,DISCN,ANI PHARMACEUTICALS INC,SOLUTION,ORAL,001
668254,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,NUVO PHARM,10MG,A,207119,AB,2016-04-12,0,RX,NUVO PHARMACEUTICAL INC,TABLET,ORAL,002
659489,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,INVAGEN PHARMS,50MG,A,090255,AA,2008-12-15,0,RX,INVAGEN PHARMACEUTICALS INC,TABLET,ORAL,003
660958,PREGABALIN,PREGABALIN,MYLAN,225MG,A,091228,,2019-09-20,0,DISCN,MYLAN PHARMACEUTICALS INC,CAPSULE,ORAL,007
684696,CALCIUM CHLORIDE; DEXTROSE; LACTIC ACID; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,PRISMASOL BGK 4/0 IN PLASTIC CONTAINER,BAXTER HLTHCARE CORP,N/A/1000ML;20GM/1000ML;5.4GM/1000ML;3.05GM/1000ML;0.314GM/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML),N,021703,,2006-10-25,0,DISCN,BAXTER HEALTHCARE CORP,INJECTABLE,INJECTION,005
662338,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,OXYCODONE AND ACETAMINOPHEN,RHODES PHARMS,325MG;7.5MG,A,201278,AA,2014-08-28,0,RX,RHODES PHARMACEUTICALS LP,TABLET,ORAL,002
676163,ACETAZOLAMIDE,ACETAZOLAMIDE,AARKISH PHARMS NJ,250MG,A,217197,AB,2023-05-09,0,RX,AARKISH PHARMACEUTICALS NJ INC,TABLET,ORAL,002
657001,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,MD-60,MALLINCKRODT,52%;8%,A,087074,,,0,DISCN,MALLINCKRODT MEDICAL INC,INJECTABLE,INJECTION,001
667672,DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,ZYDUS PHARMS,120MG,A,206641,AB4,2017-08-11,0,RX,ZYDUS PHARMACEUTICALS USA INC,"CAPSULE, EXTENDED RELEASE",ORAL,001
669055,ISOTRETINOIN,ISOTRETINOIN,AMNEAL PHARMS NY,10MG,A,207792,AB1,2017-09-29,0,RX,AMNEAL PHARMACEUTICALS OF NY LLC,CAPSULE,ORAL,001
657159,PREDNISONE,PREDNISONE,HIKMA,20MG,A,087342,AB,,1,RX,HIKMA PHARMACEUTICALS USA INC,TABLET,ORAL,001
677344,METHOTREXATE SODIUM,METHOTREXATE SODIUM,HOSPIRA,EQ 100MG BASE/VIAL,N,011719,,,1,DISCN,HOSPIRA INC,INJECTABLE,INJECTION,006
651070,RISPERIDONE,RISPERIDONE,PRINSTON INC,3MG,A,077493,AB,2011-11-29,0,RX,PRINSTON PHARMACEUTICAL INC,TABLET,ORAL,005
665503,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F18,MA GENERAL HOSP,20-300mCi/ML,A,204333,AP,2014-09-25,0,RX,MASSACHUSETTS GENERAL HOSP,INJECTABLE,INTRAVENOUS,001
685839,CHLORAMPHENICOL,CHLOROMYCETIN,PARKEDALE,1%,N,050156,,,0,DISCN,PARKEDALE PHARMACEUTICALS INC,OINTMENT,OPHTHALMIC,001
676120,DOXYLAMINE SUCCINATE; PYRIDOXINE HYDROCHLORIDE,DOXYLAMINE SUCCINATE AND PYRIDOXINE HYDROCHLORIDE,BIONPHARMA,10MG;10MG,A,217000,AB,2023-08-04,0,RX,BIONPHARMA INC,"TABLET, DELAYED RELEASE",ORAL,001
655578,PENTOBARBITAL SODIUM,SODIUM PENTOBARBITAL,PERRIGO,100MG,A,084560,,,0,DISCN,L PERRIGO CO,CAPSULE,ORAL,001
684248,IOPROMIDE,ULTRAVIST (PHARMACY BULK),BAYER HLTHCARE,62.3%,N,021425,,2002-09-20,1,RX,BAYER HEALTHCARE PHARMACEUTICALS INC,INJECTABLE,INJECTION,001
679023,PSEUDOEPHEDRINE HYDROCHLORIDE,SUDAFED 12 HOUR,GLAXOSMITHKLINE,120MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,017941,,,1,DISCN,GLAXOSMITHKLINE,"CAPSULE, EXTENDED RELEASE",ORAL,002
675338,CARMUSTINE,CARMUSTINE,MYLAN LABS LTD,100MG/VIAL,A,215368,,2023-03-03,0,DISCN,MYLAN LABORATORIES LTD,INJECTABLE,INJECTION,001
681808,"DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE",ISOLYTE P IN DEXTROSE 5% IN PLASTIC CONTAINER,B BRAUN,5GM/100ML;31MG/100ML;130MG/100ML;26MG/100ML;320MG/100ML,N,019873,,1993-06-10,0,RX,B BRAUN MEDICAL INC,INJECTABLE,INJECTION,001
658553,ACETAMINOPHEN; BUTALBITAL; CAFFEINE,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",GRAHAM DM,325MG;50MG;40MG,A,089067,,1985-04-19,0,DISCN,DM GRAHAM LABORATORIES INC,CAPSULE,ORAL,001
640483,GLYCOPYRROLATE,GLYCOPYRROLATE,DR REDDYS LABS LTD,1MG,A,040847,AA,2008-03-21,0,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,001
661077,ADAPALENE,ADAPALENE,GLENMARK GENERICS,0.1%,A,091314,,2010-07-01,0,OTC,GLENMARK GENERICS INC USA,GEL,TOPICAL,001
649079,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,CHARTWELL RX,5MG,A,076402,AB,2004-02-11,0,RX,CHARTWELL RX SCIENCES LLC,TABLET,ORAL,001
650243,FENTANYL,FENTANYL-25,MAYNE PHARMA,25MCG/HR,A,077062,,2007-08-20,0,DISCN,MAYNE PHARMA LLC,"FILM, EXTENDED RELEASE",TRANSDERMAL,001
670347,LENALIDOMIDE,LENALIDOMIDE,DR REDDYS,20MG,A,209348,AB,2021-10-14,0,RX,DR REDDYS LABORATORIES LTD,CAPSULE,ORAL,002
682014,NICOTINE POLACRILEX,NICORETTE,GLAXOSMITHKLINE,EQ 4MG BASE,N,020066,,1996-02-09,1,OTC,GLAXOSMITHKLINE,"GUM, CHEWING",BUCCAL,002
656097,PREDNISOLONE,PREDNISOLONE,WATSON LABS,5MG,A,085416,,,0,DISCN,WATSON LABORATORIES INC,TABLET,ORAL,001
659548,CLOZAPINE,CLOZAPINE,BARR LABS INC,100MG,A,090308,AB,2015-11-25,0,RX,BARR LABORATORIES INC,"TABLET, ORALLY DISINTEGRATING",ORAL,002
658105,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,"RESERPINE, HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",SUN PHARM INDUSTRIES,25MG;15MG;0.1MG,A,088570,,1984-04-10,0,DISCN,SUN PHARMACEUTICAL INDUSTRIES INC,TABLET,ORAL,001
688912,MOBOCERTINIB SUCCINATE,EXKIVITY,TAKEDA PHARMS USA,EQ 40MG BASE,N,215310,,2021-09-15,1,RX,TAKEDA PHARMACEUTICALS USA INC,CAPSULE,ORAL,001
676301,SODIUM CHLORIDE,SODIUM CHLORIDE 23.4%,FRESENIUS KABI USA,234MG/ML,A,217796,AP,2023-07-11,0,RX,FRESENIUS KABI USA LLC,INJECTABLE,INJECTION,001
686802,AVANAFIL,STENDRA,METUCHEN PHARMS,50MG,N,202276,,2012-04-27,1,RX,METUCHEN PHARMACEUTICALS LLC,TABLET,ORAL,001
645909,FLURBIPROFEN,FLURBIPROFEN,MYLAN,100MG,A,074358,,1994-06-20,0,DISCN,MYLAN PHARMACEUTICALS INC,TABLET,ORAL,002
682229,NILUTAMIDE,NILANDRON,CONCORDIA,50MG,N,020169,,1996-09-19,0,DISCN,CONCORDIA PHARMACEUTICALS INC,TABLET,ORAL,001
683156,AMINO ACIDS; DEXTROSE,CLINIMIX 5/35 SULFITE FREE IN DEXTROSE 35% IN PLASTIC CONTAINER,BAXTER HLTHCARE,5%;35GM/100ML,N,020734,,1997-09-29,0,RX,BAXTER HEALTHCARE CORP,INJECTABLE,INJECTION,018
673792,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,PRINSTON INC,0.05%,A,213139,,2021-02-08,0,DISCN,PRINSTON PHARMACEUTICAL INC,SOLUTION,TOPICAL,001
643158,METRONIDAZOLE,METRONIDAZOLE,WATSON LABS,250MG,A,070035,AB,1984-12-20,0,RX,WATSON LABORATORIES INC,TABLET,ORAL,001
677615,AMITRIPTYLINE HYDROCHLORIDE,ELAVIL,ASTRAZENECA,75MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,012703,,,1,DISCN,ASTRAZENECA PHARMACEUTICALS LP,TABLET,ORAL,005
664495,CARBIDOPA; ENTACAPONE; LEVODOPA,"CARBIDOPA, LEVODOPA AND ENTACAPONE",MYLAN,31.25MG;200MG;125MG,A,203424,,2020-08-13,0,DISCN,MYLAN PHARMACEUTICALS INC,TABLET,ORAL,004
645394,KETOPROFEN,KETOPROFEN,TEVA,25MG,A,073515,,1992-12-22,0,DISCN,TEVA PHARMACEUTICALS USA INC,CAPSULE,ORAL,001
671016,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,AMNEAL,5MG/10ML (0.5MG/ML),A,210051,AP,2018-06-15,0,RX,AMNEAL EU LTD,SOLUTION,INTRAVENOUS,001
660990,MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,ALKEM LABS LTD,500MG,A,091249,AB,2011-11-04,0,RX,ALKEM LABORATORIES LTD,TABLET,ORAL,001
660805,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,WATSON LABS,100MG,A,091129,AB,2010-10-06,0,RX,WATSON LABORATORIES INC,TABLET,ORAL,003
671447,PREDNISONE,PREDNISONE,GENEYORK PHARMS,10MG,A,210525,AB,2018-12-04,0,RX,GENEYORK PHARMACEUTICALS GROUP LLC,TABLET,ORAL,001
