id,ndc_product_code,form,generic_name,product_name,route,marketing_status,active_ingredient_count
3069932,63931-4374,LOTION,Zinc Oxide,WL-AAD-Z-W-763,TOPICAL,OTC monograph not final,1
3021796,43598-448,"PATCH, EXTENDED RELEASE",NICOTINE,NICOTINE TRANSDERMAL SYSTEM STEP 1,TRANSDERMAL,NDA,1
3039618,78911-300,CLOTH,hand saniztizers wipe,hand sanitizers,TOPICAL,OTC monograph not final,2
3025245,0924-5605,OINTMENT,"Bacitracin zinc, Polymyxin B Sulfate, Neomycin Sulfate",First Aid Only Triple Antibiotic,TOPICAL,OTC monograph final,3
3018885,72435-0001,GEL,Dimethicone,THE BANHAM Peony 365 plus Essence,TOPICAL,OTC monograph final,1
3061764,81522-613,"TABLET, COATED",Fexofenadine HCl,Allergy Relief,ORAL,ANDA,1
3025137,60637-111,GEL,ALCOHOL,Justice Cotton Candy Scent Anti-bacterial Hand Sanitizer,TOPICAL,OTC monograph not final,1
2994619,70710-1352,"TABLET, EXTENDED RELEASE",Venlafaxine,Venlafaxine,ORAL,ANDA,1
2960166,71335-1752,TABLET,buspirone hydrochloride,Buspirone Hydrochloride,ORAL,ANDA,1
3044802,68745-2125,LIQUID,OCTINOXATE and TITANIUM DIOXIDE,Ultra Le Teint Velvet Blurring Smooth-Effect Foundation Velvet Matte Finish Broad Spectrum SPF 15 Sunscreen B50,TOPICAL,OTC MONOGRAPH NOT FINAL,2
3031983,69804-076,GEL,lidocaine hcl,sore relief,TOPICAL,OTC monograph not final,1
3055764,79481-0002,SOAP,Benzalkonium chloride,Antibacterial Hand Wash,TOPICAL,OTC monograph not final,1
2939031,68083-136,INJECTION,Heparin Sodium,Heparin Sodium,INTRAVENOUS,ANDA,1
3065623,11822-6170,GEL,Benzocaine,3X Medicated Mouth Sore Gel,ORAL,OTC monograph not final,3
3062427,73054-107,LOTION,ZINC OXIDE,MINERAL DEFENSE SPORT ANTIOXIDANT FACE SUNSCREENSPF-50,TOPICAL,OTC monograph not final,1
3057266,49527-112,LOTION,"OCTISALATE, AVOBENZONE, and OCTOCRYLENE",CLINIQUE EVEN BETTER SKIN TONE CORRECTING BROAD SPECTRUM SPF 20,TOPICAL,OTC MONOGRAPH NOT FINAL,3
2955513,16729-238,"TABLET, FILM COATED",ropinirole,ropinirole,ORAL,ANDA,1
2999684,68071-3411,TABLET,Lisinopril,Lisinopril,ORAL,ANDA,1
2973703,16729-484,INJECTION,ATROPINE SULFATE,ATROPINE SULFATE,INTRAVENOUS,ANDA,1
2933605,44567-710,"INJECTION, POWDER, FOR SOLUTION",Cefuroxime,Cefuroxime,INTRAMUSCULAR,ANDA,1
3008767,14783-245,LIQUID,Octinoxate and Titanium Dioxide,LBEL NATURAL FINISH MOISTURIZING FOUNDATION SPF 25 (MEDIUM 5) - BROWN,TOPICAL,OTC MONOGRAPH FINAL,2
3007342,58194-001,GEL,Ethyl Alcohol,Modesa anti-bacterial hand gel,TOPICAL,OTC monograph not final,1
2964402,60505-3250,"TABLET, FILM COATED",Lamivudine,Lamivudine,ORAL,ANDA,1
3076017,82665-0002,LIQUID,"adenosine, niacinamide",RE CELL CURE AMPOULE,TOPICAL,unapproved drug other,2
2942675,71186-009,TABLET,HYOSCYAMINE SULFATE,Hyoscyamine Sulfate,SUBLINGUAL,UNAPPROVED DRUG OTHER,1
2941018,47335-586,"TABLET, FILM COATED",ESZOPICLONE,ESZOPICLONE,ORAL,ANDA,1
3009442,13537-075,LIPSTICK,Octinoxate and Oxybenzone,ESIKA HYDRACOLOR 2 IN 1 HIGHLY MOISTURIZING AND COLORING SPF 25 (ROSA DULZURA) - PINK,TOPICAL,OTC MONOGRAPH FINAL,2
2990151,55154-6933,"TABLET, FILM COATED",DAPAGLIFLOZIN,FARXIGA,ORAL,NDA,1
2932355,54868-5312,TABLET,LEVOTHYROXINE SODIUM,Levothroid,ORAL,NDA,1
3024182,69612-005,LIQUID,ZINC OXIDE,PSP GO Calamine,TOPICAL,OTC monograph final,1
3025789,62011-0096,CREAM,hydrocortisone,Health Mart Pharmacy Hydrocortisone Maximum Strength Plus 12 Moisturizers,TOPICAL,OTC MONOGRAPH NOT FINAL,1
2934968,53808-0877,CAPSULE,Tetracycline Hydrochloride,Tetracycline Hydrochloride,ORAL,ANDA,1
3041164,77892-0005,SWAB,Alcohol,Creamol Alcohol Wipes,TOPICAL,OTC monograph not final,3
3021438,59189-101,CREAM,ZINC OXIDE,RADIANCE CCSPF 30,TOPICAL,OTC monograph not final,1
3044795,68745-2118,LIQUID,OCTINOXATE and TITANIUM DIOXIDE,Ultra Le Teint Velvet Blurring Smooth-Effect Foundation Velvet Matte Finish Broad Spectrum SPF 15 Sunscreen BR12,TOPICAL,OTC MONOGRAPH NOT FINAL,2
2948378,61919-521,"TABLET, FILM COATED",AMOXICILLIN AND CLAVULANATE POTASSIUM,AMOXICILLIN AND CLAVULANATE POTASSIUM,ORAL,ANDA,2
3035037,75778-004,SOLUTION,Ethyl Alcohol,Sanitizer Wipes,TOPICAL,OTC monograph not final,1
3011006,67060-210,TABLET,ACETAMINOPHEN,NON-ASPIRIN,ORAL,OTC monograph not final,1
2996438,68071-2933,"TABLET, FILM COATED",Amoxicillin and Clavulanate Potassium,Amoxicillin and Clavulanate Potassium,ORAL,ANDA,2
2969847,68788-6407,TABLET,Lisinopril,LISINOPRIL,ORAL,ANDA,1
2960980,68180-447,TABLET,quetiapine fumarate,Quetiapine fumarate,ORAL,ANDA,1
2935302,64205-214,TABLET,Lisinopril,Lisinopril,ORAL,ANDA,1
2962062,0310-6780,"TABLET, FILM COATED",dapagliflozin and saxagliptin,QTERN,ORAL,NDA,2
3066963,67618-120,"TABLET, FILM COATED",standardized senna concentrate,Senokot,ORAL,OTC monograph not final,1
2978557,0024-5856,"TABLET, FILM COATED",irbesartan and hydrochlorothiazide,Avalide,ORAL,NDA,2
3049445,59726-853,"CAPSULE, LIQUID FILLED",DOCUSATE SODIUM,Stool Softener Laxative,ORAL,OTC MONOGRAPH NOT FINAL,1
2985148,50090-1912,SUSPENSION/ DROPS,prednisolone acetate,PREDNISOLONE ACETATE,OPHTHALMIC,NDA AUTHORIZED GENERIC,1
2983444,23155-796,CAPSULE,Doxepin Hydrochloride,Doxepin Hydrochloride,ORAL,ANDA,1
2957289,65162-514,TABLET,Spironolactone,Spironolactone,ORAL,ANDA,1
3080353,64796-321,"TABLET, CHEWABLE",Mint Toothpaste Tablets,Kindfill,DENTAL,OTC monograph final,1
2937830,50436-0226,CAPSULE,DOXYCYCLINE HYCLATE,Doxycycline Hyclate,ORAL,ANDA,1
3058585,71819-013,SOAP,Benzoyl Peroxide,Dermaharmony 5% Benzoyl PeroxideCleansing Bar,TOPICAL,OTC monograph final,1
3024910,69842-653,LIQUID,"Acetaminophen, Diphenhydramine HCl, Phenylephrine HCl","Flu, Cough and Sore Throat",ORAL,OTC MONOGRAPH FINAL,3
3042981,69733-201,CLOTH,ALCOHOL,HAND SANITIZING WIPES,TOPICAL,OTC monograph not final,1
2940967,71610-169,"TABLET, FILM COATED",ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ORAL,ANDA,1
2958957,75854-309,"CAPSULE, GELATIN COATED","ascorbic acid, cholecalciferol, .alpha.-tocopherol acetate, dl-, folic acid, pyridoxine hydrochloride, cyanocobalamin, biotin, calcium carbonate, ferrous fumarate, magnesium oxide, lactic acid and doconexent",PRENATE Enhance,ORAL,unapproved drug other,12
3063199,74088-001,CLOTH,Benzalkonium chloride,Because,TOPICAL,OTC monograph not final,1
3052684,63981-012,"GUM, CHEWING",Nicotine polacrilex,Kirkland Signature Quit 2,ORAL,ANDA,1
2959544,75834-204,TABLET,GLYBURIDE,GLYBURIDE,ORAL,ANDA,1
3035848,73741-101,GEL,Benzalkonium Chloride,Handvana HydroClean Hand Sanitizer,TOPICAL,OTC monograph not final,1
3002905,41163-415,SHAMPOO,PYRITHIONE ZINC,CLASSIC CLEAN 2 IN 1FOR NORMAL HAIR,TOPICAL,OTC monograph final,1
2977236,79739-7192,CAPSULE,"Butalbital, Aspirin, and Caffeine","Butalbital, Aspirin, and Caffeine",ORAL,ANDA,3
2954256,71335-0289,"TABLET, EXTENDED RELEASE",Potassium Chloride,Potassium Chloride,ORAL,ANDA,1
2970684,55154-6881,"TABLET, FILM COATED",Olanzapine,Olanzapine,ORAL,ANDA,1
3032874,73965-002,SPRAY,ALCOHOL,Hand Sanitizer,TOPICAL,OTC monograph not final,1
2993608,70121-1233,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",Pemetrexed,Pemetrexed disodium,INTRAVENOUS,ANDA,1
3034942,30142-384,SUSPENSION,dextromethorphan polistirex,Cough DM,ORAL,ANDA,1
2998348,50405-852,LOTION,Sodium Sulfacetamide and Sulfur,Sodium Sulfacetamide 9.8 % and Sulfur 4.8 % Cleanser,TOPICAL,unapproved drug other,2
3041364,77711-008,GEL,ALCOHOL,StayClean Scented Hand Gel Sanitizer Lemon Citrus 2 FL.OZ,TOPICAL,OTC monograph not final,1
2979558,27241-084,TABLET,Amlodipine besylate and Olmesartan medoxomil,Amlodipine besylate and Olmesartan medoxomil,ORAL,ANDA,2
3031397,69278-115,GEL,alcohol,Cellapy Cleantech Derma Sanitizer-alcohol-gel,TOPICAL,OTC monograph not final,1
2991829,0078-1021,TABLET,alpelisib,VIJOICE,ORAL,NDA,1
2962708,70166-486,SOLUTION,Ondansetron,Ondansetron,ORAL,ANDA,1
3034143,77729-200,GEL,ALCOHOL,LUNES Hand Sanitizer Gel,TOPICAL,OTC monograph not final,1
3076243,0067-3998,CREAM,TERBINAFINE HYDROCHLORIDE,LamisilAT,TOPICAL,NDA,1
3023716,51326-108,CREAM,Hydrocortisone,Aloe Cort,TOPICAL,OTC MONOGRAPH NOT FINAL,1
3017873,65923-393,CREAM,Hydrocortisone,UEC Medical Anti-Itch,TOPICAL,OTC monograph not final,1
3050117,71490-031,GEL,Ethyl alcohol,HiGeen Antiseptic Hand Sanitizer Gel with Vitamin Beads For Kids and Adults Dooh,TOPICAL,OTC monograph not final,1
3044411,80642-030,SPRAY,Ethanol,GREEN FRESH PLUS A,TOPICAL,OTC monograph not final,1
3038180,79606-001,GEL,ALCOHOL-BASED DISINFECTANT HAND SANITIZER,ALCOHOL-BASED DISINFECTANT HAND SANITIZER,TOPICAL,OTC monograph not final,1
3072716,81731-403,LIQUID,Benzalkonium Chloride,Bortek Foaming Hand Sanitizer,TOPICAL,OTC monograph not final,1
2987628,70518-1806,TABLET,ALLOPURINOL,Allopurinol,ORAL,ANDA,1
2969111,70518-1942,TABLET,Acyclovir,Acyclovir,ORAL,ANDA,1
3057323,73590-0075,GEL,NIACINAMIDE,THE SKINHOUSE ALOE SOOTHING VITAMIN,TOPICAL,unapproved drug other,1
3024549,61722-208,CREAM,OCTINOXATE,flormar REBORN FOUNDATION SUNSCREEN BROAD SPECTRUM SPF 20 SF24 Medium,TOPICAL,OTC monograph not final,1
2993057,43598-248,"TABLET, EXTENDED RELEASE",Fesoterodine fumarate,Fesoterodine fumarate,ORAL,ANDA,1
3050440,71662-001,PATCH,Lidocaine Patch 4%,Re-Lieved Lidocaine Patch,TOPICAL,OTC monograph not final,2
2954930,69097-152,TABLET,Lamotrigine,LAMOTRIGINE,ORAL,ANDA,1
2969923,51319-072,GAS,Oxygen,OxygenCompressed U.S.P,RESPIRATORY (INHALATION),unapproved medical gas,1
2951881,60760-626,"TABLET, FILM COATED",Doxycycline Hyclate,Doxycycline Hyclate,ORAL,ANDA,1
3024302,36800-778,"CAPSULE, LIQUID FILLED",DOCUSATE SODIUM,Stool Softener Laxative,ORAL,OTC MONOGRAPH NOT FINAL,1
3068168,70415-203,SOLUTION,ETHYL ALCOHOL,FRESH HAND FOAMING HAND SANITIZER ALCOHOL FOAM,TOPICAL,OTC monograph not final,1
3022197,16714-899,TABLET,Fexofenadine HCL,Fexofenadine HCL,ORAL,ANDA,1
2988303,17478-041,"INJECTION, SOLUTION",Naloxone Hydrochloride,Naloxone Hydrochloride,INTRAVENOUS,ANDA,1
3062614,73597-004,LIQUID,Salicylic Acid,Basic Essentials Astringent,TOPICAL,OTC monograph final,1
3011580,13537-581,LIPSTICK,OCTINOXATE,ESIKA PRO HD COLOR HIGH DEFINITION COLOR SPF 20 (HD ROJO GLAM) - RED,TOPICAL,OTC MONOGRAPH FINAL,1
2948297,72266-127,"INJECTION, SOLUTION",Dicyclomine Hydrochloride,DICYCLOMINE HYDROCHLORIDE,INTRAMUSCULAR,ANDA,1
3029795,0536-1287,LIQUID,Bismuth subsalicylate,Stomach ReliefUltra,ORAL,OTC MONOGRAPH FINAL,1
3075331,70010-199,"TABLET, EXTENDED RELEASE",GUAIFENESIN,GUAIFENESIN,ORAL,ANDA,1
2999276,76420-573,"POWDER, FOR SUSPENSION",Amoxicillin,Amoxicillin,ORAL,ANDA,1
2981951,0615-7799,TABLET,Diazepam,Diazepam,ORAL,ANDA,1
3039930,79337-166,GEL,Ethyl Alcohol,Hand Sanitizer,TOPICAL,OTC monograph not final,1
2990658,59651-002,"CAPSULE, DELAYED RELEASE",Omeprazole,Omeprazole,ORAL,ANDA,1
3004155,13537-367,LIPSTICK,OCTINOXATE and OXYBENZONE,ESIKA Core Sensations,TOPICAL,OTC MONOGRAPH NOT FINAL,2
3057441,69423-950,"PASTE, DENTIFRICE",Stannous Fluoride,Crest Pro-HealthGum Detoxify Advanced,DENTAL,OTC monograph final,1
2985327,68001-358,"TABLET, EXTENDED RELEASE",Metoprolol Succinate,Metoprolol Succinate,ORAL,ANDA,1
3021518,63148-568,LIQUID,"Eucalyptol, Menthol, Methyl Salicylate, Thymol",Giant Eagle Original Mouthwash,ORAL,OTC monograph not final,4
3063021,50390-237,CREAM,"OCTINOXATE, OXYBENZONE","Artistry Youth Xtend Lifting Smoothing Foundation Shade Cappuccino
L5W1",TOPICAL,OTC monograph not final,2
3054164,50804-328,TABLET,Acetaminophen 500 mg,Pain ReliefExtra Strength,ORAL,OTC monograph not final,1
2997701,72485-501,"INJECTION, SOLUTION",Milrinone Lactate,Milrinone Lactate,INTRAVENOUS,ANDA,1
3022368,41250-637,LOZENGE,Nicotine Polacrilex,mini nicotine,ORAL,ANDA,1
3063672,43405-100,OINTMENT,Camphor Menthol,Eagle Green Balm,TOPICAL,OTC monograph not final,2
3072702,63347-401,GEL,Menthol,Ortho-Nesic With Capsaicin,TOPICAL,OTC monograph final,2
3058148,62217-072,LOTION,"AVOBENZONE, OCTISALATE, OCTOCRYLENE",Fruit of the Earth Sun Town City Dark Tanning SPF 8 Sunscreen,TOPICAL,OTC monograph not final,3
3074494,58602-881,"TABLET, ORALLY DISINTEGRATING",Loratadine,Loratadine ODT,ORAL,ANDA,1
3077998,11822-6910,"TABLET, DELAYED RELEASE",Aspirin,AspirinRegular Strength,ORAL,OTC monograph not final,1
3010255,60717-001,LIQUID,ALCOHOL,HAND SANITIZER with ALOE VERA,TOPICAL,OTC MONOGRAPH NOT FINAL,1
3007124,51367-005,TABLET,"Caffeine, Chlorpheniramine Maleate, Acetaminophen",Cold Remedy Gan Mao Ling,ORAL,OTC monograph final,3
2954405,76282-334,TABLET,Warfarin,Warfarin Sodium,ORAL,ANDA,1
3031592,75032-175,LIQUID,Isopropyl Alcohol,Hand Sanitizer,TOPICAL,OTC monograph not final,1
2930931,0781-9324,INJECTION,Nicardipine Hydrochloride,Nicardipine Hydrochloride,INTRAVENOUS,ANDA,1
3018206,76176-054,GEL,ALCOHOL,ADRIANA 12OZ HAND SANITIZER -ALOE VERA,TOPICAL,OTC monograph not final,1
2983639,23359-105,"CAPSULE, GELATIN COATED","omega-3 fatty acids, icosapent, doconexent, thiamine mononitrate, riboflavin, pyridoxine hydrochloride, cyanocobalamin, folic acid, cholecalciferol, ascorbic acid, .alpha.-tocopherol, d-, cupric sulfate, zinc oxide, ferrous fumarate and magnesium oxide",C-Nate DHA,ORAL,unapproved drug other,13
3021416,61477-218,LOTION,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",ALOE UP SPORTSPF-50,TOPICAL,OTC monograph not final,4
2942148,65162-082,"TABLET, COATED",Lurasidone Hydrochloride,Lurasidone Hydrochloride,ORAL,ANDA,1
2960845,32909-167,SUSPENSION,Barium Sulfate,Liquid Polibar Plus,ORAL,Unapproved drug other,1
3003553,65365-001,GEL,ALCOHOL,HAND SANITIZING GREEN APPLE,TOPICAL,OTC MONOGRAPH NOT FINAL,1
2947044,43386-870,TABLET,dextroamphetamine sulfate,Dextroamphetamine Sulfate,ORAL,ANDA,1
2997220,51655-818,"TABLET, FILM COATED",cyclobenzaprine hydrochloride,CYCLOBENZAPRINE HYDROCHLORIDE,ORAL,ANDA,1
3071307,67385-026,GEL,Alcohol,clean n natural Hand Sanitizer Antimicrobial,TOPICAL,OTC MONOGRAPH NOT FINAL,1
2970975,71205-932,TABLET,Gabapentin,Gabapentin,ORAL,ANDA,1
2975975,0555-0211,TABLET,Norethindrone Acetate,Norethindrone Acetate,ORAL,ANDA,1
3072735,11090-129,CREAM,"Titanium Dioxide, Zinc Oxide",ITC Bye Bye Foundation Full Coverage Moisturizer Oil-Free Matte Light Medium,TOPICAL,OTC monograph final,2
2989082,0310-0281,"TABLET, EXTENDED RELEASE",quetiapine,SEROQUELXR,ORAL,NDA,1
3061646,53041-021,"TABLET, CHEWABLE",Bismuth subsalicylate,Guardian Pink Bismuth,ORAL,OTC MONOGRAPH FINAL,1
2996487,68788-8344,PATCH,Lidocaine,Lidocaine,TOPICAL,ANDA,1
3044187,56136-429,GEL,Alcohol,You Are A Magical Unicorn Antibacterial Hand Sanitizer Watermelon Scented,TOPICAL,OTC monograph not final,1
2979248,27241-042,"TABLET, FILM COATED",almotriptan,almotriptan,ORAL,ANDA,1
3024475,61722-091,CREAM,OCTINOXATE,flormar PERFECT COVERAGE FOUNDATION SUNSCREEN BROAD SPECTRUM SPF 15 119 Cocoa,TOPICAL,OTC monograph not final,1
3022586,71335-1090,TABLET,Cetirizine Hydrochloride,Cetirizine Hydrochloride,ORAL,ANDA,1
2998380,68071-2994,TABLET,"atorvastatin calcium, film coated",atorvastatin calcium,ORAL,ANDA,1
3048241,75596-0001,LIQUID,ALCOHOL,Res-Cleanse,TOPICAL,OTC monograph not final,1
2946693,63187-002,"TABLET, ORALLY DISINTEGRATING",Ondansetron,Ondansetron,ORAL,ANDA,1
2989216,68071-5263,TABLET,Alprazolam,Alprazolam,ORAL,ANDA,1
2943822,50436-9949,TABLET,Topiramate,Topiramate,ORAL,ANDA,1
3010550,98132-760,LIQUID,Titanium Dioxide,bareMinerals Complexion Rescue Broad Spectrum SPF 30 Sienna 10,TOPICAL,OTC MONOGRAPH NOT FINAL,1
3049885,53045-146,GEL,Benzocaine,Avant,DENTAL,OTC monograph not final,1
3053956,59726-755,TABLET,docusate sodium and sennosides,Stool Softener Laxative,ORAL,OTC monograph not final,2
3012712,69502-504,SPRAY,Touchless Care ZINC OXIDE PROTECTANT,Touchless Care ZINC OXIDE PROTECTANT,TOPICAL,OTC monograph final,2
2984655,71930-048,"TABLET, EXTENDED RELEASE",Potassium-cit,Potassium-cit,ORAL,ANDA,1
2995594,70518-3585,"TABLET, EXTENDED RELEASE",Isosorbide Mononitrate,Isosorbide Mononitrate,ORAL,ANDA,1
3027070,0283-0293,GEL,Benzocaine,HurriCaineTopical Anesthetic Gel,ORAL,OTC monograph not final,1
2947160,0046-1108,"TABLET, SUGAR COATED",conjugated estrogens and medroxyprogesterone acetate,Prempro,ORAL,NDA,2
3010618,63148-408,LIQUID,ETHYL ALCOHOL,AURORAANTIBACTERIAL SANITIZER SUMMER COTTON BREEZE,TOPICAL,OTC monograph not final,1
3071163,75056-003,GEL,ALCOHOL,Hand Sanitizer,TOPICAL,OTC monograph not final,1
2935506,64725-0136,TABLET,clonazepam,Clonazepam,ORAL,ANDA,1
3071686,70518-2761,"TABLET, EXTENDED RELEASE",Loratadine and pseudoephedrine sulfate,Claritin-D24 Hour,ORAL,NDA,2
3015824,14783-113,LIPSTICK,Octinoxate,ESIKA PRO PERFECT MATCH VOLUMEN SPF 20 PLUS LIP LINER FOR MAXIMUM FULLNESS - (CAFE PARISO) - BROWN,TOPICAL,OTC MONOGRAPH FINAL,1
3041325,56136-056,GEL,Alcohol,Sweet Heart Antibacterial Hand Sanitizer Cotton Candy Scented,TOPICAL,OTC monograph not final,1
3010101,98132-175,POWDER,Titanium Dioxide and Zinc Oxide,Ready Foundation Dark,TOPICAL,OTC MONOGRAPH FINAL,2
3028760,69039-610,STICK,"HOMOSALATE, OCTOCRYLENE, OCTISALATE, TITANIUM DIOXIDE, ZINC OXIDE",Signature SPF 50 Clear Face,TOPICAL,OTC monograph not final,5
3073278,70518-3396,CREAM,Clotrimazole,Clotrimazole,TOPICAL,OTC monograph final,1
2928651,53808-0214,"TABLET, FILM COATED",bupropion hydrochloride,Bupropion Hydrochloride,ORAL,ANDA,1
3033886,75163-100,PATCH,Disinfection wet wipes,75% Alcohol Wipes,TOPICAL,OTC monograph not final,1
3013174,68105-006,CREAM,"AVOBENZONE, OCTINOXATE, and OCTOCRYLENE",Jurlique SPF40 High Protection Sunscreen,TOPICAL,OTC MONOGRAPH FINAL,3
3025975,10237-814,"AEROSOL, SPRAY",Aluminum Chlorohydrate,ARRID EXTRA DRYRegular,TOPICAL,OTC monograph final,1
2986938,0143-9554,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",Leucovorin Calcium,Leucovorin Calcium,INTRAMUSCULAR,ANDA,1
3035910,78797-001,GEL,Alcohol,Hand Sanitizer,TOPICAL,OTC monograph not final,1
3002152,31190-300,SPRAY,ALCOHOL,INSTANT HAND SANITIZER WITH ALOE and VITAMIN E,TOPICAL,OTC monograph final,1
2959807,75854-320,CAPSULE,"ferrous asparto glycinate, ferrous fumarate, ascorbic acid, folic acid, cyanocobalamin, zinc, and intrinsic factor",Chromagen,ORAL,unapproved drug other,8
2971442,70518-2375,"TABLET, FILM COATED",Olanzapine,Olanzapine,ORAL,ANDA,1
2992304,68071-2704,"TABLET, EXTENDED RELEASE",Desvenlafaxine Succinate,Desvenlafaxine,ORAL,ANDA,1
3076762,51316-970,"TABLET, EXTENDED RELEASE",guaifenesin and pseudoephedrine hydrochloride,MAXIMUM STRENGTH Mucus D,ORAL,ANDA,2
3008228,51660-209,TABLET,Loratadine,Loratadine,ORAL,ANDA,1
2964765,78714-001,INJECTION,FLUDEOXYGLUCOSE F-18,FLUDEOXYGLUCOSE F-18,INTRAVENOUS,ANDA,1
2934100,66336-486,TABLET,Baclofen,Baclofen,ORAL,ANDA,1
2997703,72485-503,"INJECTION, SOLUTION",Milrinone Lactate,Milrinone Lactate,INTRAVENOUS,ANDA,1
2979886,72789-075,CAPSULE,Amoxicillin,Amoxicillin,ORAL,ANDA,1
2947626,54458-925,TABLET,Pravastatin Sodium,Pravastatin Sodium,ORAL,ANDA,1
2957131,63739-567,CAPSULE,Tamsulosin Hydrochloride,Tamsulosin Hydrochloride,ORAL,ANDA,1
3038370,77686-001,LIQUID,Benzalkonium chloride,NON-ALCOHOL HAND SANITIZER,TOPICAL,OTC monograph not final,1
3050039,69423-419,CREAM,Pyrithione Zinc,Head and Shoulders Texturizing Putty,TOPICAL,OTC monograph final,1
3047604,81231-007,LIQUID,Ethyl Alcohol,NANO MINI LAVANDER hand sanitizer,TOPICAL,OTC monograph not final,1
3023976,72036-100,TABLET,Acetaminophen,Acetaminophen,ORAL,OTC monograph not final,1
2987699,0093-5505,CAPSULE,Olanzapine and Fluoxetine,Olanzapine and Fluoxetine,ORAL,ANDA,2
3012128,70326-102,LIQUID,"NIACINAMIDE, ADENOSINE",Plalab Placenta Ample Essence,TOPICAL,unapproved drug other,2
2943295,67457-886,INJECTION,Hydroxyprogesterone Caproate,Hydroxyprogesterone Caproate,INTRAMUSCULAR,ANDA,1
3054605,53943-661,"CAPSULE, LIQUID FILLED",Dextromethorphan HBr,Tussin Cough Gels,ORAL,OTC monograph final,1
2972628,0527-2606,TABLET,Venlafaxine,Venlafaxine,ORAL,ANDA,1
2948509,71335-0569,"CAPSULE, DELAYED RELEASE",Omeprazole,Omeprazole,ORAL,ANDA,1
3061823,63941-292,LIQUID,Diphenhydramine HCl,Childrens Allergy,ORAL,OTC monograph final,1
3013718,71020-006,LIQUID,Triclosan,Antibacterial,TOPICAL,OTC monograph not final,1
3077189,51316-026,"AEROSOL, SPRAY","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",CVS HEALTH SPORT SPF 50 CLEAR SUNSCREEN,TOPICAL,OTC monograph not final,4
2939820,50090-2728,"TABLET, FILM COATED",spironolactone,Spironolactone,ORAL,ANDA,1
2949728,63187-461,TABLET,Naproxen,Naproxen,ORAL,ANDA,1
3043728,74553-002,CREAM,zinc oxide,BABY Diaper Rash,TOPICAL,OTC monograph final,1
3052523,71876-0760,CREAM,Titanium Dioxide and Zinc Oxide,Stay Ageless Tinted Mineral Sunscreen Broad Spectrum SPF 30,TOPICAL,OTC monograph not final,2
2959928,67296-1777,CAPSULE,Gabapentin,Gabapentin,ORAL,ANDA,1
2975270,44567-236,"INJECTION, POWDER, FOR SOLUTION",Ceftazidime,Ceftazidime,INTRAVENOUS,ANDA,1
3056038,70000-0573,SUPPOSITORY,Bisacodyl,Bisacodyl,RECTAL,OTC monograph not final,1
3019390,56062-057,SUSPENSION,ibuprofen,profen ibinfants,ORAL,ANDA,1
2947059,43386-543,"TABLET, FILM COATED, EXTENDED RELEASE",Morphine Sulfate,Morphine Sulfate,ORAL,ANDA,1
2942584,61919-734,TABLET,Pravastatin Sodium,Pravastatin Sodium,ORAL,ANDA,1
3079655,83299-009,CREAM,Genital Wart Remover Cream,Genital Wart Remover Ointment.,TOPICAL,OTC monograph final,2
2931840,21695-765,TABLET,prednisone,Prednisone,ORAL,ANDA,1
2940257,0615-8206,TABLET,Primidone,Primidone,ORAL,ANDA,1
2936797,0143-9651,"TABLET, CHEWABLE",MONTELUKAST,MONTELUKAST,ORAL,ANDA,1
2973364,0093-2274,"TABLET, FILM COATED",Amoxicillin and Clavulanate Potassium,Amoxicillin and Clavulanate Potassium,ORAL,ANDA,2
3001926,59886-330,SPRAY,"Avobenzone, Octinoxate, Oxybenzone",UltrasolSunscreenSunscreen Spray Lotion SPF 15,TOPICAL,OTC monograph not final,3
3062913,59726-737,"TABLET, DELAYED RELEASE",Omeprazole magnesium,Omeprazole,ORAL,ANDA,1
3006335,11673-165,"TABLET, FILM COATED, EXTENDED RELEASE",Loratadine and Pseudoephedrine Sulfate,Loratadine and Pseudoephedrine Sulfate,ORAL,ANDA,2
3046044,53746-144,TABLET,Ibuprofen,Ibuprofen(NSAID) Pain Releiver/ Fever Reducer,ORAL,ANDA,1
3074800,41250-679,OINTMENT,"Bacitracin, Neomycin, Polymyxin B, Pramoxine HCl",triple antibioticplus pain relief,TOPICAL,OTC monograph final,4
2990464,72789-203,"TABLET, EXTENDED RELEASE",potassium citrate,Potassium Citrate,ORAL,ANDA,1
3023124,52553-051,"PASTE, DENTIFRICE",Sodium Monofluorophosphate,Freshenup Fluoride Mint,DENTAL,OTC monograph not final,1
2934130,63304-540,TABLET,Allopurinol,Allopurinol,ORAL,ANDA,1
2991033,71335-0627,TABLET,"Dextroamphetamine Saccharate, Amphetamine Aspartate Monohydrate, Dextroamphetamine Sulfate and Amphetamine Sulfate","Dextroamphetamine Saccharate, Amphetamine Aspartate Monohydrate, Dextroamphetamine Sulfate and Amphetamine Sulfate",ORAL,ANDA,4
