id,category,title,effective_date,assigned_entity,pdf_url
6a7124d4-4789-47b2-b29d-8af8af90c515,HUMAN OTC DRUG LABEL,up and up hair regrowth treatment for women,2021-09-15,Target Corporation,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6a7124d4-4789-47b2-b29d-8af8af90c515
af6f0641-7030-4d25-aca2-bd50c3827643,HUMAN PRESCRIPTION DRUG LABEL,Hydroxyzine Pamoate,2010-05-25,State of Florida DOH Central Pharmacy,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=af6f0641-7030-4d25-aca2-bd50c3827643
26c6ddf6-e741-4dbe-ba89-b19698b85100,HUMAN OTC DRUG LABEL,Aloe Vesta Daily Moisturizer 59 ml,2016-08-06,Guest Packaging LLC.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=26c6ddf6-e741-4dbe-ba89-b19698b85100
63604fef-0b80-40ce-8dbf-3384f1aee395,HUMAN PRESCRIPTION DRUG LABEL,Modafinil,2022-02-24,Bionpharma Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=63604fef-0b80-40ce-8dbf-3384f1aee395
39d34c1a-d1a8-434c-9f89-eed52e764fa6,HUMAN PRESCRIPTION DRUG LABEL,Naproxen,2021-06-24,"Aphena Pharma Solutions - Tennessee, LLC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=39d34c1a-d1a8-434c-9f89-eed52e764fa6
bdc87649-740f-4fdd-88d6-d890ef7c3285,HUMAN OTC DRUG LABEL,Pure and Safe Hand Sanitizer Plus,2020-04-13,WHAIN COSMETIC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bdc87649-740f-4fdd-88d6-d890ef7c3285
0194dc3e-5293-415d-a6fb-1da7990cabcf,HUMAN OTC DRUG LABEL,Symmetry Foaming Hand Sanitizer-Unscented,2010-06-10,"Buckeye International, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0194dc3e-5293-415d-a6fb-1da7990cabcf
c9f0447e-de43-16a5-e053-2995a90a05c1,HUMAN OTC DRUG LABEL,Pain Relief Liquid Roller,2021-08-19,"Tommie Copper, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c9f0447e-de43-16a5-e053-2995a90a05c1
62edde3d-b41b-40fc-ac18-b749035de831,HUMAN PRESCRIPTION DRUG LABEL,Diphenhydramine Hydrochloride,2021-12-22,REMEDYREPACK INC.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=62edde3d-b41b-40fc-ac18-b749035de831
138022f9-a50a-48d7-940b-0b81ba88af13,HUMAN OTC DRUG LABEL,BRING GREEN Artemisia Calming Intensive Serum,2019-08-19,"CJ OliveNetworks Co., Ltd.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=138022f9-a50a-48d7-940b-0b81ba88af13
bfe631e8-ab7d-40d0-b42e-ed1102955c44,HUMAN PRESCRIPTION DRUG LABEL,Atenolol,2014-07-02,ReadyMeds,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bfe631e8-ab7d-40d0-b42e-ed1102955c44
7d0f777c-6115-4392-99c6-d2635d7db9ca,HUMAN OTC DRUG LABEL,Green Guard Advanced Sinus Relief,2021-10-12,Unifirst First Aid Corporation,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7d0f777c-6115-4392-99c6-d2635d7db9ca
188d4fc8-c9d1-43f4-8680-007f3e0ccbd9,HUMAN OTC DRUG LABEL,Surge Industrial Hand Sanitizer Gel,2021-03-29,"Premalux, LLC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=188d4fc8-c9d1-43f4-8680-007f3e0ccbd9
f94a0189-40d2-42e0-8d2b-c9dc433faad1,HUMAN PRESCRIPTION DRUG LABEL,Diphenoxylate Hydrochloride and Atropine Sulfate,2020-12-22,A-S Medication Solutions,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f94a0189-40d2-42e0-8d2b-c9dc433faad1
0d563d44-17fd-4976-9f2c-f1d509f29587,HUMAN PRESCRIPTION DRUG LABEL,Ultravate,2020-09-02,"Sun Pharmaceutical Industries, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0d563d44-17fd-4976-9f2c-f1d509f29587
d56b330a-4355-4636-9d26-c592f67cea56,HUMAN OTC DRUG LABEL,Nexium 24HR,2021-05-28,A-S Medication Solutions,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d56b330a-4355-4636-9d26-c592f67cea56
74a05c37-becd-4c93-96cb-79f69add5e4d,HUMAN OTC DRUG LABEL,Medt Pad,2020-10-29,Carelife (USA) Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=74a05c37-becd-4c93-96cb-79f69add5e4d
38ac6015-3823-48a2-a02c-433ccaeaf785,HUMAN PRESCRIPTION DRUG LABEL,Clotrimazole and Betamethasone Dipropionate,2017-07-01,Unit Dose Services,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=38ac6015-3823-48a2-a02c-433ccaeaf785
0a44a430-de51-47c6-9f73-32390e2a0629,HUMAN PRESCRIPTION DRUG LABEL,Cisatracurium Besylate,2021-06-28,Meitheal Pharmaceuticals Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0a44a430-de51-47c6-9f73-32390e2a0629
a301a5de-1e84-4ed3-a388-65983e1dd494,HUMAN OTC DRUG LABEL,Alcohol Antiseptic 80 Topical Hand Sanitizer Non sterile,2020-04-15,"Pepsi-Cola Sales and Distribution, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a301a5de-1e84-4ed3-a388-65983e1dd494
bd1c1648-4733-4233-8337-469fe11bd0cb,Human Prescription Drug Label,Clindamycin,2016-10-25,"Fresenius Kabi USA, LLC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bd1c1648-4733-4233-8337-469fe11bd0cb
68b7a793-f22b-4609-a640-94fdec703d93,HUMAN PRESCRIPTION DRUG LABEL,Rabeprazole Sodium,2020-03-01,Proficient Rx LP,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=68b7a793-f22b-4609-a640-94fdec703d93
903b77bf-6de1-2705-e053-2a95a90a0b93,HUMAN PRESCRIPTION DRUG LABEL,Diclofenac Sodium D/R,2019-08-16,Direct_Rx,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=903b77bf-6de1-2705-e053-2a95a90a0b93
bd0be5ab-0ee6-9015-e053-2995a90a0f87,HUMAN OTC DRUG LABEL,Hand Sanitizer,2021-03-08,HS HomeWorx LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bd0be5ab-0ee6-9015-e053-2995a90a0f87
d69c1533-56e8-4286-9436-b6549313aff0,HUMAN OTC DRUG LABEL,anti bacterial hand sanitizer,2018-12-28,Tri-Coastal Design Company Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d69c1533-56e8-4286-9436-b6549313aff0
c43349d1-18a4-42f8-e053-2a95a90af239,HUMAN PRESCRIPTION DRUG LABEL,Fluconazole,2021-06-07,"NuCare Pharmaceuticals,Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c43349d1-18a4-42f8-e053-2a95a90af239
fa64a861-2c70-4ba5-b302-a48a0de8c1da,HUMAN OTC DRUG LABEL,Burn ReliefLeader,2011-01-11,Cardinal Health,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=fa64a861-2c70-4ba5-b302-a48a0de8c1da
f40e0a24-b818-42d0-e053-2995a90a9193,HUMAN PRESCRIPTION DRUG LABEL,prednisone,2023-02-06,"Redpharm Drug, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f40e0a24-b818-42d0-e053-2995a90a9193
1f66fba7-4026-4504-918d-4c88f2835cc0,HUMAN PRESCRIPTION DRUG LABEL,Qualaquin,2013-04-23,AR Scientific Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1f66fba7-4026-4504-918d-4c88f2835cc0
61589d73-8e7e-4795-923b-347b125236e3,HUMAN OTC DRUG LABEL,P.O.V. Classic 2 in 1 Dandruff,2017-11-27,Apollo Health and Beauty Care Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=61589d73-8e7e-4795-923b-347b125236e3
80b85f90-d9cc-4eac-96a4-6bdd480f454b,HUMAN OTC DRUG LABEL,PurTect,2012-05-15,PurKlenz Formulations Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=80b85f90-d9cc-4eac-96a4-6bdd480f454b
c2eb2a77-761a-49c0-9eca-8eb57d8532d2,HUMAN PRESCRIPTION DRUG LABEL,metoprolol succinate,2021-06-15,REMEDYREPACK INC.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c2eb2a77-761a-49c0-9eca-8eb57d8532d2
c68d7ecd-9c1d-48e0-bcf8-cb24996c8a30,HUMAN PRESCRIPTION DRUG LABEL,Phenylephrine HCl,2015-01-12,Cantrell Drug Company,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c68d7ecd-9c1d-48e0-bcf8-cb24996c8a30
99006884-3bb6-4a51-8bfc-d826c2d66bec,HUMAN PRESCRIPTION DRUG LABEL,PHYSOSTIGMINE SALICYLATE,2021-11-19,"General Injectables and Vaccines, Inc.a",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=99006884-3bb6-4a51-8bfc-d826c2d66bec
89201032-f5be-411b-ba5e-24cafe78593e,HUMAN OTC DRUG LABEL,TINGCream,2013-03-15,ALL NATURAL DYNAMICS,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=89201032-f5be-411b-ba5e-24cafe78593e
3a171942-37af-430d-8b9d-bb678ca2be4b,HUMAN PRESCRIPTION DRUG LABEL,guanfacine,2020-01-31,"Actavis Pharma, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3a171942-37af-430d-8b9d-bb678ca2be4b
ea9e187e-3479-4f88-92d6-e5fb29daf961,HUMAN OTC DRUG LABEL,Hand Sanitizer Wipes with Aloe,2012-11-07,"AFFLABS, Affiliated Laboratories, A Division of AFFLINK",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ea9e187e-3479-4f88-92d6-e5fb29daf961
bf8d4359-a850-97b7-e053-2a95a90aa66a,HUMAN PRESCRIPTION DRUG LABEL,Ciprofloxacin,2021-04-09,"NuCare Pharmaceuticals,Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bf8d4359-a850-97b7-e053-2a95a90aa66a
cb9505b7-222d-3a24-e053-2a95a90a0b64,HUMAN OTC DRUG LABEL,Antibacterial Lidocaine Wound Gel,2021-09-09,ASO LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cb9505b7-222d-3a24-e053-2a95a90a0b64
712e8b44-c659-4344-8550-ce43f9422300,HUMAN PRESCRIPTION DRUG LABEL,metoprolol succinate,2021-03-02,A-S Medication Solutions,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=712e8b44-c659-4344-8550-ce43f9422300
5753679a-506c-4ac4-b8b2-b27c664d1d40,HUMAN PRESCRIPTION DRUG LABEL,Capecitabine,2021-09-30,"Teva Pharmaceuticals USA, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5753679a-506c-4ac4-b8b2-b27c664d1d40
d57345c9-19cf-4d12-a7b1-e0c5f78d5198,HUMAN PRESCRIPTION DRUG LABEL,Oxycodone Hydrochloride,2021-08-27,Mayne Pharma Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d57345c9-19cf-4d12-a7b1-e0c5f78d5198
48cfa2a7-34d2-464e-bad2-8d0869dc3cb5,HUMAN PRESCRIPTION DRUG LABEL,Oxygen,2010-06-16,"Jenco Medical and Mobility, Inc",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=48cfa2a7-34d2-464e-bad2-8d0869dc3cb5
f4f06c00-9024-4e04-a882-0da2b24d8ff7,HUMAN PRESCRIPTION DRUG LABEL,Atenolol,2021-12-03,"Golden State Medical Supply, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f4f06c00-9024-4e04-a882-0da2b24d8ff7
b5904d39-ba21-525b-e053-2a95a90a61f3,HUMAN OTC DRUG LABEL,Antifungal Cream,2020-12-03,BluePoint Laboratories,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b5904d39-ba21-525b-e053-2a95a90a61f3
53cd5182-c697-4833-a88e-b443c9f4b026,HUMAN OTC DRUG LABEL,Ear DryLeader,2018-08-08,Cardinal Health,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=53cd5182-c697-4833-a88e-b443c9f4b026
6ce3072e-985c-42db-b711-b290b9d0ab22,HUMAN OTC DRUG LABEL,LOVEA,2012-04-26,Laboratoires Biocos,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6ce3072e-985c-42db-b711-b290b9d0ab22
3f6265ed-1694-4d69-8e7b-0082bf77f98a,HUMAN OTC DRUG LABEL,Caring Hands,2023-03-16,"AXM Premium Cleaning Services, L.P.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3f6265ed-1694-4d69-8e7b-0082bf77f98a
24ddf1f5-3930-4368-bad1-3853431f1432,HUMAN OTC DRUG LABEL,BEST Age Spot Remover,2018-06-07,"M&M Beauty and Wellness, LLC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=24ddf1f5-3930-4368-bad1-3853431f1432
664dc461-4be0-49e0-bf2b-4a3ce0606cd8,HUMAN OTC DRUG LABEL,Lavender Hand Sanitizer Wipes,2018-06-07,"Whole Foods Market, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=664dc461-4be0-49e0-bf2b-4a3ce0606cd8
2ec68597-4174-4b57-e054-00144ff8d46c,HUMAN OTC DRUG LABEL,instant hand sanitizer,2016-03-24,"BB17, LLC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2ec68597-4174-4b57-e054-00144ff8d46c
8cb353e4-ee6b-42d6-beb8-2ed905bd7d6a,HUMAN PRESCRIPTION DRUG LABEL,Gabapentin,2021-01-21,Preferred Pharmaceuticals Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8cb353e4-ee6b-42d6-beb8-2ed905bd7d6a
e13e5624-dfd1-4694-8bc5-c721b4a512a0,Human OTC Drug Label,Fast Maximum Night Time Cold and Flu,2020-11-26,7-Eleven,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e13e5624-dfd1-4694-8bc5-c721b4a512a0
4f5ce040-eb19-1dd8-41cf-1f9438b1936c,HUMAN PRESCRIPTION DRUG LABEL,Nitrogen,2021-10-02,"Messer Gas Puerto Rico, Inc",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4f5ce040-eb19-1dd8-41cf-1f9438b1936c
bfa195d7-d87f-43b5-bbf1-7ec3a451de05,HUMAN OTC DRUG LABEL,Family Wellness,2019-12-19,"Zhejiang Jingwei Pharmaceutical Co., Ltd.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bfa195d7-d87f-43b5-bbf1-7ec3a451de05
237b845b-0f02-410d-9750-c95123e6142d,HUMAN OTC DRUG LABEL,Loperamide Hydrochloride,2019-05-29,Chain Drug Marketing Association Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=237b845b-0f02-410d-9750-c95123e6142d
308c690f-c2bd-4c32-8728-42ec95425f77,HUMAN PRESCRIPTION DRUG LABEL,Bumetanide,2021-10-18,"Civica, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=308c690f-c2bd-4c32-8728-42ec95425f77
71364892-b570-23c8-e053-2995a90ac0ef,HUMAN PRESCRIPTION DRUG LABEL,Glipizide,2022-02-07,"NuCare Pharmaceuticals,Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=71364892-b570-23c8-e053-2995a90ac0ef
be693c28-58d5-42ed-ab86-2a28af931051,HUMAN OTC DRUG LABEL,Nicotine,2022-10-18,AmerisourceBergen (Good Neighbor Pharmacy) 46122,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=be693c28-58d5-42ed-ab86-2a28af931051
9b41d15a-b0c3-4e97-9c43-6a445b88fe94,HUMAN OTC DRUG LABEL,KINeSYS EarthKind SPF 30 Sunscreen,2011-02-15,KINeSYS Pharmaceutical Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9b41d15a-b0c3-4e97-9c43-6a445b88fe94
b50870aa-8ef9-4399-bf43-782efc67bfba,HUMAN OTC DRUG LABEL,Winter Vanilla Hand SanitizerNone,2009-11-10,Unique Holding Group Inc,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b50870aa-8ef9-4399-bf43-782efc67bfba
b6e77d9b-a553-63e0-e053-2a95a90a18fe,HUMAN PRESCRIPTION DRUG LABEL,Ezetimibe,2022-03-30,"Orient Pharma Co., Ltd.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b6e77d9b-a553-63e0-e053-2a95a90a18fe
efba1aea-f468-4f63-e053-2995a90a545b,HUMAN OTC DRUG LABEL,Rapidol Stomach Relief,2023-02-07,Pharmadel LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=efba1aea-f468-4f63-e053-2995a90a545b
afdc56cd-fdd9-7a7c-e053-2a95a90a94e4,HUMAN OTC DRUG LABEL,CML,2021-07-09,"Primary Pharmaceuticals, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=afdc56cd-fdd9-7a7c-e053-2a95a90a94e4
cdef3a60-d3f9-4a45-92a4-9935f8e5482d,HUMAN OTC DRUG LABEL,Waterless Anti-Bacterial Hand Cleanser,2009-12-30,Tri-Coastal Design Company Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cdef3a60-d3f9-4a45-92a4-9935f8e5482d
a27d0815-ae6b-4a21-a8f5-564c01e83814,HUMAN PRESCRIPTION DRUG LABEL,Polocaine,2019-08-12,"Fresenius Kabi USA, LLC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a27d0815-ae6b-4a21-a8f5-564c01e83814
4e98dd9f-4ab9-4d95-95b0-799ce217da70,HUMAN OTC DRUG LABEL,Pseudoephedrine hydrochloride,2019-03-13,Ohm Laboratories Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4e98dd9f-4ab9-4d95-95b0-799ce217da70
75e149cc-b668-427e-bae7-a0d215e4fb7a,HUMAN PRESCRIPTION DRUG LABEL,Lincomycin,2023-03-20,Sagent Pharmaceuticals,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=75e149cc-b668-427e-bae7-a0d215e4fb7a
3ff4c4ea-7628-4d2b-a6e9-d994c25baef4,HUMAN OTC DRUG LABEL,Mucinex Fast-Max Severe Congestion and Cough,2022-01-12,RB Health (US) LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3ff4c4ea-7628-4d2b-a6e9-d994c25baef4
ab640d62-f470-4b50-818f-0c0a33904743,HUMAN PRESCRIPTION DRUG LABEL,CIPROHC,2022-07-19,A-S Medication Solutions,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ab640d62-f470-4b50-818f-0c0a33904743
c39f2131-27af-49db-8b17-e91abc361d80,HUMAN OTC DRUG LABEL,Pain ReliefRite Aid,2018-05-10,Rite Aid,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c39f2131-27af-49db-8b17-e91abc361d80
bdf8c8fc-567f-49c0-9203-03e60ef9f9c3,HUMAN OTC DRUG LABEL,Far AwayRoll-On Anti-Perspirant Deodorant,2019-06-17,New Avon LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bdf8c8fc-567f-49c0-9203-03e60ef9f9c3
abbc5ceb-54e5-495a-9095-abcc5061acac,HUMAN PRESCRIPTION DRUG LABEL,Albuterol Sulfate,2021-03-01,A-S Medication Solutions,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=abbc5ceb-54e5-495a-9095-abcc5061acac
e5960f4e-b103-477b-9d90-80a43595130e,HUMAN OTC DRUG LABEL,e-ko SKIN CARESPF 50,2020-02-21,E-Ko Beach Life Limited,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e5960f4e-b103-477b-9d90-80a43595130e
eee37f88-ec6a-4c30-b8aa-e2c71f93088c,HUMAN PRESCRIPTION DRUG LABEL,TYKERB,2021-02-17,Novartis Pharmaceuticals Corporation,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=eee37f88-ec6a-4c30-b8aa-e2c71f93088c
f79f878e-99fb-4757-8abb-931af1fa9e2b,HUMAN PRESCRIPTION DRUG LABEL,Citalopram,2021-08-20,REMEDYREPACK INC.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f79f878e-99fb-4757-8abb-931af1fa9e2b
79d5ffe7-7fc1-4ab0-bce9-f6554b06dc0c,HUMAN OTC DRUG LABEL,topcare nicotine,2021-04-20,Topco Associates LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=79d5ffe7-7fc1-4ab0-bce9-f6554b06dc0c
f81dfaeb-46d5-47ce-9ef6-19259f5ac61c,HUMAN PRESCRIPTION DRUG LABEL,ORLISTAT,2022-06-01,H2-Pharma LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f81dfaeb-46d5-47ce-9ef6-19259f5ac61c
0ab34dc7-0110-4fc3-ae53-234e7d7bca3c,HUMAN OTC DRUG LABEL,dg health aspirin,2022-01-17,"Dolgencorp, LLC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0ab34dc7-0110-4fc3-ae53-234e7d7bca3c
52baac91-4b00-40d4-9ca7-8b9405bd415c,HUMAN PRESCRIPTION DRUG LABEL,Liothyronine sodium,2021-07-13,A-S Medication Solutions,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=52baac91-4b00-40d4-9ca7-8b9405bd415c
d1000f00-8e4c-4040-a83a-adcd3bf0662a,HUMAN PRESCRIPTION DRUG LABEL,Benzonatate,2021-02-16,Bryant Ranch Prepack,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d1000f00-8e4c-4040-a83a-adcd3bf0662a
4b3dcc33-edfd-49ca-b617-d9af53a098fe,HUMAN OTC DRUG LABEL,good neighbor pharmacy arthritis pain,2019-11-25,Amerisource Bergen,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4b3dcc33-edfd-49ca-b617-d9af53a098fe
3ad98149-0239-4c2b-a3ca-02b26a6b5162,HUMAN OTC DRUG LABEL,All Day Pain Relief,2016-02-10,We Care Distributor Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3ad98149-0239-4c2b-a3ca-02b26a6b5162
4691abd1-4d1d-4ede-87b6-da6214a49683,HUMAN OTC DRUG LABEL,MATTE MOISTURE TINT SUNSCREEN BROAD SPECTRUM SPF 15Linen,2014-07-28,Jouer Cosmetics LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4691abd1-4d1d-4ede-87b6-da6214a49683
c8aa9325-4fad-ddf9-e053-2a95a90a6639,HUMAN OTC DRUG LABEL,Well People Lip Butter SPF 15 Sunscreen AFTERGLOW,2021-08-03,J.A. COSMETICS U.S. INC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c8aa9325-4fad-ddf9-e053-2a95a90a6639
f5ce4488-8294-414a-bced-d63be563ea38,HUMAN PRESCRIPTION DRUG LABEL,LOSARTAN POTASSIUM100 mg,2020-11-12,A-S Medication Solutions,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f5ce4488-8294-414a-bced-d63be563ea38
91be38d6-0830-5318-e053-2995a90ae5be,HUMAN OTC DRUG LABEL,SLMD UV Bounce shade 001,2019-07-15,Skin PS Brands,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=91be38d6-0830-5318-e053-2995a90ae5be
53f9ac10-f012-4290-bc17-b6919cd18323,Human Prescription Drug Label,Methotrexate,2021-04-08,A-S Medication Solutions,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=53f9ac10-f012-4290-bc17-b6919cd18323
b583d389-75c8-12f6-e053-2995a90ae860,HUMAN PRESCRIPTION DRUG LABEL,Pregabalin,2021-11-16,"Advanced Rx Pharmacy of Tennessee, LLC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b583d389-75c8-12f6-e053-2995a90ae860
f1bbe1bd-fa92-4fdd-88df-31ebcb200d37,HUMAN PRESCRIPTION DRUG LABEL,Exemestane,2022-02-17,Zydus Pharmaceuticals (USA) Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f1bbe1bd-fa92-4fdd-88df-31ebcb200d37
8640c92c-f5bd-ea4b-e053-2991aa0aedc6,HUMAN OTC DRUG LABEL,RD Food Service DBA Restaurant Depot,2020-07-31,RD Food Service DBA Restaurant Depot,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8640c92c-f5bd-ea4b-e053-2991aa0aedc6
3b45ebd7-ca36-b691-fea2-652858a5c590,HUMAN PRESCRIPTION DRUG LABEL,Comtan,2020-05-01,Almatica Pharma LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3b45ebd7-ca36-b691-fea2-652858a5c590
f19e0d94-84e3-b5c8-e053-2995a90a4047,HUMAN PRESCRIPTION DRUG LABEL,Ondansetron,2023-01-11,"NuCare Pharmaceuticals,Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f19e0d94-84e3-b5c8-e053-2995a90a4047
ea125240-342b-4cd0-953d-1991b1e54d71,Human Prescription Drug Label,Atenolol,2018-09-27,Unit Dose Services,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ea125240-342b-4cd0-953d-1991b1e54d71
b24f356a-7c1f-42ed-8cfc-9609830649bd,HUMAN PRESCRIPTION DRUG LABEL,Metformin Hydrochloride,2020-01-01,Proficient Rx LP,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b24f356a-7c1f-42ed-8cfc-9609830649bd
112ae40c-b612-405b-8f68-6d4bf09f9440,HUMAN PRESCRIPTION DRUG LABEL,Atorvastatin calcium,2023-02-21,Bryant Ranch Prepack,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=112ae40c-b612-405b-8f68-6d4bf09f9440
8059f489-f144-4de5-9454-ac6c1af35dd2,HUMAN OTC DRUG LABEL,Diaper Rash,2021-04-14,Target Corporation,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8059f489-f144-4de5-9454-ac6c1af35dd2
