id,drug_class1,drug_class2,ddi_ref_id,ddi_risk,description,source_id
797,clonidine,protriptyline,2,Significant,CLONIDINE/PROTRIPTYLINE [VA Drug Interaction],C23303588951947
6070,ciclosporin,sulfafurazole,2,Significant,CYCLOSPORINE/SULFISOXAZOLE [VA Drug Interaction],C23303455701213
1369,saquinavir,triazolam,2,Critical,SAQUINAVIR/TRIAZOLAM [VA Drug Interaction],C23305325613450
2709,methadone,sertraline,2,Significant,METHADONE/SERTRALINE [VA Drug Interaction],C56^3941^
2898,glimepiride,levofloxacin,2,Significant,GLIMEPIRIDE/LEVOFLOXACIN [VA Drug Interaction],C56^4283^
4610,enzalutamide,carbamazepine,2,Significant,CARBAMAZEPINE/ENZALUTAMIDE [VA Drug Interaction],C56^7059^
3373,oxycodone,saquinavir,2,Significant,OXYCODONE/SAQUINAVIR [VA Drug Interaction],C56^5028^
7047,ulipristal acetate,ethinylestradiol,2,Significant,ETHINYL ESTRADIOL/ULIPRISTAL ACETATE [VA Drug Interaction],C56^4992^
6682,eszopiclone,nelfinavir,2,Significant,ESZOPICLONE/NELFINAVIR MESYLATE [VA Drug Interaction],C23307877974994
5303,pramlintide,linaclotide,2,Critical,LINACLOTIDE/PRAMLINTIDE [VA Drug Interaction],C56^8770^
9,atomoxetine,fluoxetine,2,Significant,ATOMOXETINE HCL/FLUOXETINE [VA Drug Interaction],C23306697905739
6801,aliskiren,atorvastatin,2,Significant,ALISKIREN/ATORVASTATIN CALCIUM [VA Drug Interaction],C56^3710^
1019,amiloride,potassium iodide,2,Significant,AMILORIDE/POTASSIUM IODIDE [VA Drug Interaction],C23304190526170
3765,crizotinib,troleandomycin,2,Significant,CRIZOTINIB/TROLEANDOMYCIN [VA Drug Interaction],C56^5644^
3873,buprenorphine,morphine,2,Significant,BUPRENORPHINE/MORPHINE [VA Drug Interaction],C56^5794^
3300,ketorolac,mefenamic acid,2,Critical,KETOROLAC/MEFENAMIC ACID [VA Drug Interaction],C56^4909^
1698,cisapride,fosamprenavir,2,Critical,CISAPRIDE/FOSAMPRENAVIR [VA Drug Interaction],C23306720752777
3831,imatinib,phenobarbital,2,Significant,IMATINIB/PHENOBARBITAL [VA Drug Interaction],C56^5730^
545,epinephrine,sotalol,2,Significant,EPINEPHRINE/SOTALOL [VA Drug Interaction],C23303183563553
6532,citalopram,tramadol,2,Significant,CITALOPRAM/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23306207204546
3696,maprotiline,isocarboxazid,2,Critical,ISOCARBOXAZID/MAPROTILINE [VA Drug Interaction],C56^5542^
6763,nelfinavir,omeprazole,2,Critical,NELFINAVIR MESYLATE/OMEPRAZOLE [VA Drug Interaction],C56.3366
1254,cilostazol,erythromycin,2,Significant,CILOSTAZOL/ERYTHROMYCIN [VA Drug Interaction],C23304870425710
450,aluminum carbonate,ciprofloxacin,2,Significant,ALUMINUM CARBONATE/CIPROFLOXACIN [VA Drug Interaction],C23303052603892
89,methylergometrine,mibefradil,2,Critical,METHYLERGONOVINE/MIBEFRADIL DIHYDROCHLORIDE [VA Drug Interaction],C56^7006^
3430,propafenone,isradipine,2,Significant,ISRADIPINE/PROPAFENONE [VA Drug Interaction],C56^5089^
3921,crizotinib,alfentanil,2,Significant,ALFENTANIL/CRIZOTINIB [VA Drug Interaction],C56^5850^
6133,norgestimate,rifampicin,2,Critical,NORGESTIMATE/RIFAMPIN [VA Drug Interaction],C23303737549604
355,epinephrine,propranolol,2,Significant,EPINEPHRINE/PROPRANOLOL [VA Drug Interaction],C23302939445655
2016,risperidone,simvastatin,2,Significant,RISPERIDONE/SIMVASTATIN [VA Drug Interaction],C23308071005393
7142,toremifene,levomethadyl acetate,2,Significant,LEVOMETHADYL/TOREMIFENE CITRATE [VA Drug Interaction],C56^5390^
3525,vandetanib,probucol,2,Significant,PROBUCOL/VANDETANIB [VA Drug Interaction],C56^5203^
3605,metoclopramide,methdilazine,2,Critical,METHDILAZINE/METOCLOPRAMIDE [VA Drug Interaction],C56^5311^
6910,sibutramine,naratriptan,2,Critical,NARATRIPTAN HYDROCHLORIDE/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C56^4384^
132,cilostazol,oleandomycin,2,Significant,CILOSTAZOL/OLEANDOMYCIN (AS TROLEANDOMYCIN) [VA Drug Interaction],C23305743618253
3870,crizotinib,sparfloxacin,2,Significant,CRIZOTINIB/SPARFLOXACIN [VA Drug Interaction],C56^5791^
4294,tolvaptan,nefazodone,2,Critical,NEFAZODONE/TOLVAPTAN [VA Drug Interaction],C56^6518^
6075,fluvoxamine,terfenadine,2,Critical,FLUVOXAMINE MALEATE/TERFENADINE [VA Drug Interaction],C23303460276934
5139,flecainide,clarithromycin,2,Significant,CLARITHROMYCIN/FLECAINIDE [VA Drug Interaction],C56^7957^
5098,pasireotide,sparfloxacin,2,Critical,PASIREOTIDE/SPARFLOXACIN [VA Drug Interaction],C56^7892^
2317,procarbazine,trimipramine,2,Critical,PROCARBAZINE/TRIMIPRAMINE [VA Drug Interaction],C56.3438
3584,phenylephrine,Ioflupane I-123,2,Significant,IOFLUPANE I-123/PHENYLEPHRINE [VA Drug Interaction],C56^5288^
5488,clozapine,altretamine,2,Significant,ALTRETAMINE/CLOZAPINE [VA Drug Interaction],C56^9270^
6005,dicoumarol,piroxicam,2,Significant,DICUMAROL/PIROXICAM [VA Drug Interaction],C23303121944548
5595,dolutegravir,dofetilide,2,Critical,DOFETILIDE/DOLUTEGRAVIR [VA Drug Interaction],C56^9602^
5903,dronedarone,ciclosporin,2,Critical,CYCLOSPORINE/DRONEDARONE [VA Drug Interaction],C56^6439^
3262,diazepam,fluconazole,2,Significant,DIAZEPAM/FLUCONAZOLE [VA Drug Interaction],C56^4863^
4398,warfarin,gefitinib,2,Significant,GEFITINIB/WARFARIN [VA Drug Interaction],C56^6616^
1800,alfuzosin,amprenavir,2,Significant,ALFUZOSIN/AMPRENAVIR [VA Drug Interaction],C23307082467464
697,clozapine,temazepam,2,Significant,CLOZAPINE/TEMAZEPAM [VA Drug Interaction],C23303417549437
4466,amiodarone,chlorpromazine,2,Critical,AMIODARONE/CHLORPROMAZINE [VA Drug Interaction],C56^6865^
130,alprazolam,oleandomycin,2,Significant,ALPRAZOLAM/OLEANDOMYCIN (AS TROLEANDOMYCIN) [VA Drug Interaction],C23304836110176
6745,ketoconazole,zolpidem,2,Significant,KETOCONAZOLE/ZOLPIDEM TARTRATE [VA Drug Interaction],C56.3178
3940,methylprednisolone,telaprevir,2,Critical,METHYLPREDNISOLONE/TELAPREVIR [VA Drug Interaction],C56^5873^
3385,telithromycin,verapamil,2,Significant,TELITHROMYCIN/VERAPAMIL [VA Drug Interaction],C56^5041^
5877,acetylsalicylic acid,celecoxib,2,Significant,ASPIRIN/CELECOXIB [VA Drug Interaction],C56.3290
5249,bedaquiline,pimozide,2,Critical,BEDAQUILINE/PIMOZIDE [VA Drug Interaction],C56^8112^
2408,fentanyl,rasagiline,2,Critical,FENTANYL/RASAGILINE [VA Drug Interaction],C56.3547
7509,procarbazine,naratriptan,2,Critical,NARATRIPTAN HYDROCHLORIDE/PROCARBAZINE [VA Drug Interaction],C56^7364^
6295,gentamicin,suxamethonium,2,Significant,GENTAMICIN/SUCCINYLCHOLINE [VA Drug Interaction],C23304497959936
3973,trazodone,telaprevir,2,Significant,TELAPREVIR/TRAZODONE [VA Drug Interaction],C56^5919^
2458,linezolid,tranylcypromine,2,Critical,LINEZOLID/TRANYLCYPROMINE [VA Drug Interaction],C56.3613
44,ritonavir,estropipate,2,Critical,ESTROPIPATE/RITONAVIR [VA Drug Interaction],C56^4237^
284,dopamine,pargyline,2,Critical,DOPAMINE/PARGYLINE [VA Drug Interaction],C23302896044888
1141,fluoxetine,mesoridazine,2,Significant,FLUOXETINE/MESORIDAZINE [VA Drug Interaction],C23304579593775
2426,prednisone,ritonavir,2,Significant,PREDNISONE/RITONAVIR [VA Drug Interaction],C56.3570
5373,aripiprazole,telaprevir,2,Significant,ARIPIPRAZOLE/TELAPREVIR [VA Drug Interaction],C56^9077^
2927,exenatide,ofloxacin,2,Significant,EXENATIDE/OFLOXACIN [VA Drug Interaction],C56^4312^
7390,tolterodine,saquinavir,2,Significant,SAQUINAVIR/TOLTERODINE TARTRATE [VA Drug Interaction],C56^6502^
1159,buprenorphine,oxazepam,2,Significant,BUPRENORPHINE/OXAZEPAM [VA Drug Interaction],C23304625574758
5195,cortisone,aripiprazole,2,Significant,ARIPIPRAZOLE/CORTISONE [VA Drug Interaction],C56^8030^
1204,betamethasone,rifapentine,2,Significant,BETAMETHASONE/RIFAPENTINE [VA Drug Interaction],C23304758793924
5032,ticagrelor,conivaptan,2,Critical,CONIVAPTAN/TICAGRELOR [VA Drug Interaction],C56^7800^
1169,lamotrigine,norethynodrel,2,Significant,LAMOTRIGINE/NORETHYNODREL [VA Drug Interaction],C23304643115256
1912,gatifloxacin,glimepiride,2,Significant,GATIFLOXACIN/GLIMEPIRIDE [VA Drug Interaction],C23307581864175
4808,phenelzine,frovatriptan,2,Critical,FROVATRIPTAN/PHENELZINE [VA Drug Interaction],C56^7361^
4921,dofetilide,probucol,2,Significant,DOFETILIDE/PROBUCOL [VA Drug Interaction],C56^7527^
2252,amiodarone,ofloxacin,2,Critical,AMIODARONE/OFLOXACIN [VA Drug Interaction],C56.3329
4599,enzalutamide,astemizole,2,Significant,ASTEMIZOLE/ENZALUTAMIDE [VA Drug Interaction],C56^7046^
6193,dicoumarol,erythromycin,2,Critical,DICUMAROL/ERYTHROMYCIN [VA Drug Interaction],C23304042239446
13955,magnesium salicylate,phenprocoumon,2,Critical,MAGNESIUM SALICYLATE/PHENPROCOUMON [VA Drug Interaction],C23304079428810
7336,bortezomib,fosphenytoin,2,Significant,BORTEZOMIB/FOSPHENYTOIN SODIUM [VA Drug Interaction],C56^6311^
5906,bosutinib,ciclosporin,2,Significant,BOSUTINIB/CYCLOSPORINE [VA Drug Interaction],C56^7152^
5672,vortioxetine,frovatriptan,2,Significant,FROVATRIPTAN/VORTIOXETINE [VA Drug Interaction],C56^9892^
4790,mifepristone,triazolam,2,Critical,MIFEPRISTONE/TRIAZOLAM [VA Drug Interaction],C56^7333^
6679,norethisterone,topiramate,2,Significant,NORETHINDRONE/TOPIRAMATE [VA Drug Interaction],C23307746272780
535,betaxolol,verapamil,2,Critical,BETAXOLOL/VERAPAMIL [VA Drug Interaction],C23303171688301
4704,bosutinib,verapamil,2,Significant,BOSUTINIB/VERAPAMIL [VA Drug Interaction],C56^7173^
2498,hydrocortisone,levofloxacin,2,Significant,HYDROCORTISONE/LEVOFLOXACIN [VA Drug Interaction],C56.3667
3799,pazopanib,posaconazole,2,Significant,PAZOPANIB/POSACONAZOLE [VA Drug Interaction],C56^5690^
5387,aripiprazole,boceprevir,2,Significant,ARIPIPRAZOLE/BOCEPREVIR [VA Drug Interaction],C56^9055^
6602,duloxetine,tramadol,2,Significant,DULOXETINE/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23307181605204
4436,fosaprepitant,alfentanil,2,Significant,ALFENTANIL/FOSAPREPITANT [VA Drug Interaction],C56^6662^
2652,dofetilide,droperidol,2,Critical,DOFETILIDE/DROPERIDOL [VA Drug Interaction],C56^3872^
5568,clozapine,temsirolimus,2,Significant,CLOZAPINE/TEMSIROLIMUS [VA Drug Interaction],C56^9369^
858,prazepam,ritonavir,2,Significant,PRAZEPAM/RITONAVIR [VA Drug Interaction],C23303724320549
5758,simeprevir,posaconazole,2,Significant,POSACONAZOLE/SIMEPREVIR [VA Drug Interaction],C56^10030^
6435,nelfinavir,sildenafil,2,Significant,NELFINAVIR MESYLATE/SILDENAFIL CITRATE [VA Drug Interaction],C23305291297357
4426,posaconazole,oxycodone,2,Significant,OXYCODONE/POSACONAZOLE [VA Drug Interaction],C56^6652^
7654,omeprazole,escitalopram,2,Significant,ESCITALOPRAM OXALATE/OMEPRAZOLE [VA Drug Interaction],C56^9089^
7202,rivaroxaban,rifampicin,2,Significant,RIFAMPIN/RIVAROXABAN [VA Drug Interaction],C56^5521^
3746,citalopram,iloperidone,2,Significant,CITALOPRAM/ILOPERIDONE [VA Drug Interaction],C56^5621^
5538,clozapine,lomustine,2,Significant,CLOZAPINE/LOMUSTINE [VA Drug Interaction],C56^9331^
2291,ofloxacin,tizanidine,2,Critical,OFLOXACIN/TIZANIDINE [VA Drug Interaction],C56.3391
7176,toremifene,triflupromazine,2,Significant,TOREMIFENE CITRATE/TRIFLUPROMAZINE [VA Drug Interaction],C56^5424^
4427,telaprevir,fentanyl,2,Significant,FENTANYL/TELAPREVIR [VA Drug Interaction],C56^6653^
3556,telaprevir,etonogestrel,2,Significant,ETONOGESTREL/TELAPREVIR [VA Drug Interaction],C56^5245^
5023,pralatrexate,oxaprozin,2,Significant,OXAPROZIN/PRALATREXATE [VA Drug Interaction],C56^7791^
2509,methylprednisolone,ofloxacin,2,Significant,METHYLPREDNISOLONE/OFLOXACIN [VA Drug Interaction],C56.3679
1262,fluconazole,vincristine,2,Critical,FLUCONAZOLE/VINCRISTINE [VA Drug Interaction],C23304902328647
6373,rifampicin,prednisone,2,Significant,PREDNISONE/RIFAMPIN [VA Drug Interaction],C23304989714893
3512,vandetanib,dofetilide,2,Significant,DOFETILIDE/VANDETANIB [VA Drug Interaction],C56^5188^
6651,fosphenytoin,mexiletine,2,Significant,FOSPHENYTOIN SODIUM/MEXILETINE [VA Drug Interaction],C23307565135513
2653,dofetilide,ethacrynic acid,2,Critical,DOFETILIDE/ETHACRYNIC ACID [VA Drug Interaction],C56^3873^
2089,clarithromycin,eszopiclone,2,Significant,CLARITHROMYCIN/ESZOPICLONE [VA Drug Interaction],C56.3094
7237,crizotinib,rifampicin,2,Significant,CRIZOTINIB/RIFAMPIN [VA Drug Interaction],C56^5708^
7984,saquinavir,lithium,2,Significant,LITHIUM/SAQUINAVIR [VA Drug Interaction],C56^4527^
5578,clozapine,vinblastine,2,Significant,CLOZAPINE/VINBLASTINE [VA Drug Interaction],C56^9383^
3863,crizotinib,amiodarone,2,Significant,AMIODARONE/CRIZOTINIB [VA Drug Interaction],C56^5782^
2772,sufentanil,tranylcypromine,2,Critical,SUFENTANIL/TRANYLCYPROMINE [VA Drug Interaction],C56^4074^
4753,elvitegravir,darunavir,2,Critical,DARUNAVIR/ELVITEGRAVIR [VA Drug Interaction],C56^7281^
3980,clobazam,diethylstilbestrol,2,Significant,CLOBAZAM/DIETHYLSTILBESTROL [VA Drug Interaction],C56^5928^
1473,probenecid,zidovudine,2,Significant,PROBENECID/ZIDOVUDINE [VA Drug Interaction],C23305717732281
4344,morphine,butorphanol,2,Significant,BUTORPHANOL/MORPHINE [VA Drug Interaction],C56^6585^
1364,nefazodone,ritonavir,2,Critical,NEFAZODONE/RITONAVIR [VA Drug Interaction],C23305288719096
979,carbamazepine,phenprocoumon,2,Critical,CARBAMAZEPINE/PHENPROCOUMON [VA Drug Interaction],C23304012150147
3191,nilotinib,esomeprazole,2,Critical,ESOMEPRAZOLE/NILOTINIB [VA Drug Interaction],C56^4722^
907,fluoxymesterone,warfarin,2,Significant,FLUOXYMESTERONE/WARFARIN [VA Drug Interaction],C23303847909999
4464,amiodarone,azithromycin,2,Critical,AMIODARONE/AZITHROMYCIN [VA Drug Interaction],C56^6863^
1555,eprosartan,indomethacin,2,Significant,EPROSARTAN/INDOMETHACIN [VA Drug Interaction],C23306057034064
1209,doxepin,rifapentine,2,Significant,DOXEPIN/RIFAPENTINE [VA Drug Interaction],C23304767832783
1110,amikacin,mivacurium,2,Significant,AMIKACIN/MIVACURIUM [VA Drug Interaction],C23304465517824
4501,celecoxib,voriconazole,2,Significant,CELECOXIB/VORICONAZOLE [VA Drug Interaction],C56^6923^
2238,etodolac,rofecoxib,2,Significant,ETODOLAC/ROFECOXIB [VA Drug Interaction],C56.3303
7586,sulfadimidine,pralatrexate,2,Critical,PRALATREXATE/SULFAMETHAZINE [VA Drug Interaction],C56^7933^
752,amoxapine,pargyline,2,Critical,AMOXAPINE/PARGYLINE [VA Drug Interaction],C23303543240830
354,cimetidine,metoprolol,2,Significant,CIMETIDINE/METOPROLOL [VA Drug Interaction],C23302938959839
7419,indinavir,alfentanil,2,Critical,ALFENTANIL/INDINAVIR SULFATE [VA Drug Interaction],C56^6630^
4326,rifabutin,glipizide,2,Significant,GLIPIZIDE/RIFABUTIN [VA Drug Interaction],C56^6555^
7326,ibutilide,nalidixic acid,2,Critical,IBUTILIDE FUMARATE/NALIDIXIC ACID [VA Drug Interaction],C56^6284^
801,desflurane,labetalol,2,Significant,DESFLURANE/LABETALOL [VA Drug Interaction],C23303594509358
1444,paroxetine,thioridazine,2,Critical,PAROXETINE/THIORIDAZINE [VA Drug Interaction],C23305580685534
474,diflunisal,warfarin,2,Significant,DIFLUNISAL/WARFARIN [VA Drug Interaction],C23303089389293
5055,ponatinib,boceprevir,2,Significant,BOCEPREVIR/PONATINIB [VA Drug Interaction],C56^7708^
4956,levonorgestrel,fosamprenavir,2,Significant,FOSAMPRENAVIR/LEVONORGESTREL [VA Drug Interaction],C56^7633^
5881,ciclosporin,somatropin,2,Critical,CYCLOSPORINE/SOMATROPIN [VA Drug Interaction],C56.3397
7663,desflurane,levosalbutamol,2,Significant,DESFLURANE/LEVALBUTEROL [VA Drug Interaction],C56^9117^
1537,repaglinide,rifabutin,2,Significant,REPAGLINIDE/RIFABUTIN [VA Drug Interaction],C23305925686085
5291,dofetilide,nilotinib,2,Significant,DOFETILIDE/NILOTINIB [VA Drug Interaction],C56^8189^
3269,estazolam,voriconazole,2,Significant,ESTAZOLAM/VORICONAZOLE [VA Drug Interaction],C56^4870^
6052,bisoprolol,sulindac,2,Significant,BISOPROLOL FUMARATE/SULINDAC [VA Drug Interaction],C23303390604951
2679,lopinavir,simvastatin,2,Critical,LOPINAVIR/SIMVASTATIN [VA Drug Interaction],C56^3905^
1756,chlorpromazine,cisapride,2,Critical,CHLORPROMAZINE/CISAPRIDE [VA Drug Interaction],C23306947164793
6228,ambenonium,desoxycortone,2,Significant,AMBENONIUM CHLORIDE/DESOXYCORTICOSTERONE [VA Drug Interaction],C23304173718726
5783,cisapride,telaprevir,2,Critical,CISAPRIDE/TELAPREVIR [VA Drug Interaction],C56^10059^
7461,bosutinib,fosphenytoin,2,Significant,BOSUTINIB/FOSPHENYTOIN SODIUM [VA Drug Interaction],C56^7188^
261,amikacin,bumetanide,2,Significant,AMIKACIN/BUMETANIDE [VA Drug Interaction],C23302855227968
4198,olanzapine,cabergoline,2,Significant,CABERGOLINE/OLANZAPINE [VA Drug Interaction],C56^6363^
5401,desflurane,benzphetamine,2,Significant,BENZPHETAMINE/DESFLURANE [VA Drug Interaction],C56^9106^
2281,ritonavir,sunitinib,2,Significant,RITONAVIR/SUNITINIB [VA Drug Interaction],C56.3380
4117,eplerenone,voriconazole,2,Critical,EPLERENONE/VORICONAZOLE [VA Drug Interaction],C56^6172^
5788,sofosbuvir,carbamazepine,2,Critical,CARBAMAZEPINE/SOFOSBUVIR [VA Drug Interaction],C56^10064^
318,tobramycin,tubocurarine,2,Significant,TOBRAMYCIN/TUBOCURARINE [VA Drug Interaction],C23302918924611
2775,tipranavir,flecainide,2,Critical,FLECAINIDE/TIPRANAVIR [VA Drug Interaction],C56^4078^
1785,clarithromycin,efavirenz,2,Significant,CLARITHROMYCIN/EFAVIRENZ [VA Drug Interaction],C23307016997970
4673,buprenorphine,dofetilide,2,Significant,BUPRENORPHINE/DOFETILIDE [VA Drug Interaction],C56^7136^
5936,ciprofloxacin,theophylline,2,Critical,CIPROFLOXACIN/THEOPHYLLINE [VA Drug Interaction],C23302847040336
4795,mirabegron,propafenone,2,Significant,MIRABEGRON/PROPAFENONE [VA Drug Interaction],C56^7338^
3223,zoledronic acid,polythiazide,2,Significant,POLYTHIAZIDE/ZOLEDRONIC ACID [VA Drug Interaction],C56^4759^
5453,isoflurane,metaraminol,2,Significant,ISOFLURANE/METARAMINOL [VA Drug Interaction],C56^9218^
1380,bepridil,bumetanide,2,Critical,BEPRIDIL/BUMETANIDE [VA Drug Interaction],C23305368699653
4349,mifepristone,clarithromycin,2,Significant,CLARITHROMYCIN/MIFEPRISTONE [VA Drug Interaction],C56^6228^
6852,rasagiline,remifentanil,2,Critical,RASAGILINE/REMIFENTANIL HYDROCHLORIDE [VA Drug Interaction],C56^4069^
1495,clonidine,mirtazapine,2,Significant,CLONIDINE/MIRTAZAPINE [VA Drug Interaction],C23305772076618
7362,darifenacin,indinavir,2,Significant,DARIFENACIN/INDINAVIR SULFATE [VA Drug Interaction],C56^6455^
6414,atorvastatin,saquinavir,2,Critical,ATORVASTATIN CALCIUM/SAQUINAVIR [VA Drug Interaction],C23305172500415
1943,norelgestromin,secobarbital,2,Significant,NORELGESTROMIN/SECOBARBITAL [VA Drug Interaction],C23307719055913
3599,metoclopramide,droperidol,2,Critical,DROPERIDOL/METOCLOPRAMIDE [VA Drug Interaction],C56^5303^
3075,saquinavir,dronedarone,2,Critical,DRONEDARONE/SAQUINAVIR [VA Drug Interaction],C56^4549^
5567,clozapine,temozolomide,2,Significant,CLOZAPINE/TEMOZOLOMIDE [VA Drug Interaction],C56^9368^
7246,nilotinib,rifampicin,2,Significant,NILOTINIB/RIFAMPIN [VA Drug Interaction],C56^5747^
3147,fluoxetine,halazepam,2,Significant,FLUOXETINE/HALAZEPAM [VA Drug Interaction],C56^4659^
2327,carbamazepine,maraviroc,2,Significant,CARBAMAZEPINE/MARAVIROC [VA Drug Interaction],C56.3454
171,atazanavir,simvastatin,2,Critical,ATAZANAVIR SO4/SIMVASTATIN [VA Drug Interaction],C56.3582
5033,ticagrelor,posaconazole,2,Critical,POSACONAZOLE/TICAGRELOR [VA Drug Interaction],C56^7802^
3149,pitavastatin,gemfibrozil,2,Significant,GEMFIBROZIL/PITAVASTATIN [VA Drug Interaction],C56^4662^
140,atazanavir,tadalafil,2,Significant,ATAZANAVIR SO4/TADALAFIL [VA Drug Interaction],C23304710162045
3304,ketorolac,naproxen,2,Critical,KETOROLAC/NAPROXEN [VA Drug Interaction],C56^4913^
6526,efavirenz,levomethadyl acetate,2,Critical,EFAVIRENZ/LEVOMETHADYL [VA Drug Interaction],C23306143752627
249,cimetidine,warfarin,2,Critical,CIMETIDINE/WARFARIN [VA Drug Interaction],C23302844919675
6270,chlorotrianisene,fosphenytoin,2,Critical,CHLOROTRIANISENE/FOSPHENYTOIN SODIUM [VA Drug Interaction],C23304356843397
6112,cimetidine,fosphenytoin,2,Critical,CIMETIDINE/FOSPHENYTOIN SODIUM [VA Drug Interaction],C23303692139922
7405,posaconazole,tamsulosin,2,Critical,POSACONAZOLE/TAMSULOSIN HYDROCHLORIDE [VA Drug Interaction],C56^6569^
2198,dexamethasone,thalidomide,2,Critical,DEXAMETHASONE/THALIDOMIDE [VA Drug Interaction],C56.3248
6571,delavirdine,lovastatin,2,Critical,DELAVIRDINE MESYLATE/LOVASTATIN [VA Drug Interaction],C23306637544157
6314,cisapride,fluvoxamine,2,Critical,CISAPRIDE/FLUVOXAMINE MALEATE [VA Drug Interaction],C23304569705088
2321,amiodarone,ketoconazole,2,Critical,AMIODARONE/KETOCONAZOLE [VA Drug Interaction],C56.3443
2316,procarbazine,protriptyline,2,Critical,PROCARBAZINE/PROTRIPTYLINE [VA Drug Interaction],C56.3437
2999,romidepsin,voriconazole,2,Significant,ROMIDEPSIN/VORICONAZOLE [VA Drug Interaction],C56^4448^
7387,tolterodine,nelfinavir,2,Significant,NELFINAVIR MESYLATE/TOLTERODINE TARTRATE [VA Drug Interaction],C56^6499^
2839,phenoxybenzamine,tadalafil,2,Significant,PHENOXYBENZAMINE/TADALAFIL [VA Drug Interaction],C56^4191^
5592,phenobarbital,apixaban,2,Significant,APIXABAN/PHENOBARBITAL [VA Drug Interaction],C56^9598^
1971,duloxetine,linezolid,2,Critical,DULOXETINE/LINEZOLID [VA Drug Interaction],C23307848835256
6474,atorvastatin,nefazodone,2,Critical,ATORVASTATIN CALCIUM/NEFAZODONE [VA Drug Interaction],C23305601390679
6348,clopidogrel,warfarin,2,Significant,CLOPIDOGREL BISULFATE/WARFARIN [VA Drug Interaction],C23304737669731
1417,itraconazole,saquinavir,2,Significant,ITRACONAZOLE/SAQUINAVIR [VA Drug Interaction],C23305495407097
2357,carbamazepine,lapatinib,2,Significant,CARBAMAZEPINE/LAPATINIB [VA Drug Interaction],C56.3488
7562,lomitapide,nelfinavir,2,Critical,LOMITAPIDE/NELFINAVIR MESYLATE [VA Drug Interaction],C56^7754^
4357,mifepristone,telithromycin,2,Significant,MIFEPRISTONE/TELITHROMYCIN [VA Drug Interaction],C56^6239^
5076,lomitapide,cobicistat,2,Critical,COBICISTAT/LOMITAPIDE [VA Drug Interaction],C56^7744^
4181,fluphenazine,pergolide,2,Significant,FLUPHENAZINE/PERGOLIDE [VA Drug Interaction],C56^6342^
1655,phenelzine,zolmitriptan,2,Critical,PHENELZINE/ZOLMITRIPTAN [VA Drug Interaction],C23306460032490
6841,indinavir,delavirdine,2,Significant,DELAVIRDINE MESYLATE/INDINAVIR SULFATE [VA Drug Interaction],C56^4002^
1957,clarithromycin,erlotinib,2,Significant,CLARITHROMYCIN/ERLOTINIB [VA Drug Interaction],C23307804582705
1931,mestranol,secobarbital,2,Significant,MESTRANOL/SECOBARBITAL [VA Drug Interaction],C23307670169253
4678,eplerenone,potassium iodide,2,Significant,EPLERENONE/POTASSIUM IODIDE [VA Drug Interaction],C56^7143^
748,amitriptyline,selegiline,2,Critical,AMITRIPTYLINE/SELEGILINE [VA Drug Interaction],C23303539149808
3247,potassium chloride,atropine,2,Significant,ATROPINE/POTASSIUM CHLORIDE [VA Drug Interaction],C56^4843^
2667,dofetilide,troleandomycin,2,Critical,DOFETILIDE/TROLEANDOMYCIN [VA Drug Interaction],C56^3890^
6612,aciclovir,fosphenytoin,2,Significant,ACYCLOVIR/FOSPHENYTOIN SODIUM [VA Drug Interaction],C23307265811716
2770,rasagiline,sufentanil,2,Critical,RASAGILINE/SUFENTANIL [VA Drug Interaction],C56^4070^
7568,methotrexate,meclofenamic acid,2,Significant,MECLOFENAMATE/METHOTREXATE [VA Drug Interaction],C56^7784^
5716,ibrutinib,carbamazepine,2,Significant,CARBAMAZEPINE/IBRUTINIB [VA Drug Interaction],C56^9978^
6364,ciclosporin,fluvoxamine,2,Significant,CYCLOSPORINE/FLUVOXAMINE MALEATE [VA Drug Interaction],C23304887440722
7623,canagliflozin,rifampicin,2,Significant,CANAGLIFLOZIN/RIFAMPIN [VA Drug Interaction],C56^8085^
5828,clarithromycin,ciclosporin,2,Critical,CLARITHROMYCIN/CYCLOSPORINE [VA Drug Interaction],C23303473226066
1791,pimozide,zafirlukast,2,Significant,PIMOZIDE/ZAFIRLUKAST [VA Drug Interaction],C23307059106953
1832,erythromycin,gemifloxacin,2,Significant,ERYTHROMYCIN/GEMIFLOXACIN [VA Drug Interaction],C23307185917763
4307,tolvaptan,fosamprenavir,2,Significant,FOSAMPRENAVIR/TOLVAPTAN [VA Drug Interaction],C56^6532^
3688,rivaroxaban,voriconazole,2,Critical,RIVAROXABAN/VORICONAZOLE [VA Drug Interaction],C56^5529^
2101,alfuzosin,nefazodone,2,Significant,ALFUZOSIN/NEFAZODONE [VA Drug Interaction],C56.3113
384,sulindac,timolol,2,Significant,SULINDAC/TIMOLOL [VA Drug Interaction],C23302964240427
1215,itraconazole,rifapentine,2,Critical,ITRACONAZOLE/RIFAPENTINE [VA Drug Interaction],C23304780258943
1127,neomycin,pancuronium,2,Significant,NEOMYCIN/PANCURONIUM [VA Drug Interaction],C23304508264597
