id,struct_id,meddra_name,meddra_code,level,llr,llr_threshold,drug_ae,drug_no_ae,no_drug_ae,no_drug_no_ae
13411404,1859,Nervousness,10029216,PT,72.183,9.997,20,304312,47356,110961539
13579757,2609,Hospice care,10067973,PT,54.259,29.705,25,7624,15961,111289617
13395146,2001,Lymphopenia,10025327,PT,15.386,13.776,41,39980,41439,111231767
13307130,3395,Colitis,10009887,PT,22.361,13.444,47,17131,95201,111200848
13400255,463,Methaemoglobinaemia,10027496,PT,16.582,9.732,78,595280,6941,110710928
13585755,546,Inflammatory marker increased,10069826,PT,33.033,22.624,21,14497,13336,111285373
13329521,4718,Duodenal polyp,10013833,PT,100.394,21.188,21,14209,488,111298509
13303216,2377,Chest pain,10008479,PT,19.585,13.433,88,48245,369119,110895775
13373872,1258,Hypotension,10021097,PT,2005.047,10.382,9559,942439,532724,109828505
13515885,1540,Clonic convulsion,10053398,PT,12.133,10.197,16,227759,1652,111083800
13612835,5158,Loss of personal independence in daily activities,10079487,PT,32.842,13.895,29,72324,148819,111092055
13513193,1615,Small intestinal haemorrhage,10052535,PT,17.353,15.827,12,25651,4949,111282615
13478459,2391,Urinary retention,10046555,PT,23.88,12.154,12,83147,72130,111157938
13525902,254,Facial wasting,10056866,PT,21.507,16.7,6,30613,219,111282389
13547737,180,Thymus disorder,10061381,PT,18.176,9.573,10,209076,329,111103812
13379002,4909,Injection site erythema,10022061,PT,30.958,12.488,16,74884,105078,111133249
13314655,581,Cystitis,10011781,PT,30.84,10.048,183,472344,73004,110767696
13558481,2514,Sinus disorder,10062244,PT,19.472,11.095,9,139441,33853,111139924
13542121,2389,Drug abuser,10061111,PT,21.297,11.103,48,225463,7713,111080003
13510419,1231,Haemodynamic instability,10052076,PT,28.177,9.988,74,856064,20543,110436546
13375153,701,Hypovolaemic shock,10021138,PT,18.947,14.888,19,22771,14753,111275684
13293174,2303,Bradypnoea,10006102,PT,22.012,9.899,34,134449,6899,111171845
13284113,1992,Blister,10005191,PT,91.566,10.054,306,386512,174392,110752017
13356082,826,Haemoglobin decreased,10018884,PT,32.855,26.075,77,9972,287223,111015955
13323481,1513,Disseminated intravascular coagulation,10013442,PT,73.762,13.415,77,32078,44419,111236653
13378150,5368,Influenza like illness,10022004,PT,308.055,19.223,447,113531,101496,111097753
13340127,1854,Eye infection staphylococcal,10015937,PT,18.92,11.623,7,69370,277,111243573
13327237,2609,Drug ineffective,10013709,PT,41.893,29.705,228,7421,1703095,109602483
13447981,66,Respiratory distress,10038687,PT,33.184,11.932,69,31523,75382,111206253
13324559,2233,Dizziness,10013573,PT,52.607,11.045,630,62935,712218,110537444
13300544,2847,Catarrh,10007774,PT,29.138,9.7,43,401325,2780,110909079
13491265,2352,Cerebral ventricle dilatation,10048824,PT,29.877,14.975,16,37195,2875,111273141
13569925,842,Infusion site discolouration,10065460,PT,16.565,10.094,30,825422,1104,110486671
13502959,4879,Heparin-induced thrombocytopenia test,10050829,PT,43.258,9.64,15,212583,150,111100479
13519777,2475,Hospitalisation,10054112,PT,13.503,9.684,568,321911,155820,110834928
13614505,1709,Illness,10080284,PT,41.167,13.998,4,88387,70122,111154714
13441348,758,Pulmonary veno-occlusive disease,10037458,PT,61.069,11.407,56,456647,1890,110854634
13414174,1547,Nightmare,10029412,PT,30.307,9.316,226,381468,37174,110894359
13364375,621,Hiccups,10020039,PT,26.589,15.666,22,22477,13525,111277203
13568544,2391,Plasmablastic lymphoma,10065039,PT,22.868,12.154,11,83148,700,111229368
13464642,4974,Subarachnoid haemorrhage,10042316,PT,145.537,11.681,33,915848,29697,110367649
13362081,4805,Hepatitis A,10019719,PT,62.489,17.151,20,27041,1333,111284833
13512488,2255,Wound,10052428,PT,190.091,9.545,441,516478,211743,110584565
13618614,464,Plasma cell myeloma refractory,10081847,PT,60.401,23.067,13,3648,1390,111308176
13607684,4298,Dust allergy,10077439,PT,51.051,10.526,43,292360,2044,111018780
13463355,3017,Stevens-Johnson syndrome,10042033,PT,12.413,9.49,33,161438,48515,111103241
13424240,4904,Panic reaction,10033670,PT,19.23,10.936,14,917527,6228,110389458
13359226,2066,Headache,10019211,PT,26.114,21.225,64,16914,918298,110377951
13512911,2158,Wound,10052428,PT,4492.497,608.995,3108,153782,209076,110947261
13613808,2552,Cryptitis,10079893,PT,18.161,10.014,12,349682,326,110963207
13282183,4879,Bacteriuria,10004056,PT,9.77,9.64,14,212584,1676,111098953
13318919,1407,Dermatitis acneiform,10012432,PT,13.836,9.869,30,599386,12725,110701086
13411347,5089,Nervous system disorder,10029202,PT,29.133,18.95,88,515649,38804,110758686
13313908,56,CSF pressure increased,10011570,PT,19.591,14.617,5,14284,282,111298656
13288486,824,Blood potassium increased,10005725,PT,33.939,10.056,127,709273,38113,110565714
13298071,2583,Cardiac failure chronic,10007558,PT,16.678,9.918,34,84325,13689,111215179
13614635,4918,Illness,10080284,PT,39.702,31.082,34,7017,70092,111236084
13365514,1601,Hydrocephalus,10020508,PT,47.16,16.622,30,22166,12464,111278567
13383568,5139,Intestinal gangrene,10022651,PT,14.381,11.528,5,157123,70,111156029
13317176,4933,Delusion,10012239,PT,99.324,13.702,12,583846,26844,110702525
13378064,2755,Influenza,10022000,PT,31.686,10.069,63,94924,174299,111043941
13597783,124,Autoimmune haemolytic anaemia,10073785,PT,34.341,9.74,100,383859,10992,110918276
13357347,112,Haemorrhoids,10019022,PT,125.515,10.54,459,524765,41419,110746584
13494126,2834,Emotional distress,10049119,PT,46.972,9.944,193,807972,49473,110455589
13427080,4957,Pericardial effusion,10034474,PT,19.908,18.293,74,60225,59200,111193728
13292355,2356,Bone pain,10006002,PT,14.301,9.565,220,415246,82595,110815166
13587228,1859,Polyomavirus test positive,10070342,PT,102.523,9.997,36,304296,251,111008644
13509256,4816,Infusion related reaction,10051792,PT,44.368,23.017,9,21893,365874,110925451
13574583,1725,Treatment failure,10066901,PT,677.375,9.685,563,730277,293973,110288414
13343464,819,Febrile neutropenia,10016288,PT,540.462,54.157,14,231386,291720,110790107
13367789,1277,Hyperlactacidaemia,10020660,PT,21.114,18.612,17,34040,6639,111272531
13359163,399,Headache,10019211,PT,33.163,14.773,145,32074,918217,110362791
13589553,260,Viral uveitis,10071005,PT,17.799,11.454,5,41445,137,111271640
13298453,4265,Cardiac failure congestive,10007559,PT,14.816,11.825,35,46851,184475,111081866
13547768,1076,Toxicologic test abnormal,10061382,PT,68.553,15.246,32,97578,1617,111214000
13591246,124,Maternal exposure during pregnancy,10071408,PT,664.032,9.74,67,383892,262155,110667113
13516137,1225,Injection site swelling,10053425,PT,18.764,9.531,214,240494,62888,111009631
13548836,5471,Decreased appetite,10061428,PT,47.743,41.92,39,1131,460195,110851862
13428121,960,Peripheral sensory neuropathy,10034620,PT,418.241,11.844,339,248590,17998,111046300
13412685,4855,Neurotoxicity,10029350,PT,22.575,11.083,3,85112,42814,111185298
13518281,5326,Off label use,10053762,PT,38.173,27.787,21,7364,1345036,109960806
13466623,4975,Swelling,10042674,PT,1148.326,11.088,5636,837858,359147,110110586
13352977,1751,Glottis carcinoma,10018395,PT,17.063,11.642,8,1504786,19,109808414
13315332,4904,Deafness,10011878,PT,19.454,10.936,376,917165,32097,110363589
13416130,5000,Oedema peripheral,10030124,PT,228.113,24.516,76,146462,331517,110835172
13370503,112,Hyperventilation,10020910,PT,12.443,10.54,17,525207,9854,110778149
13573814,1529,Mesangioproliferative glomerulonephritis,10066453,PT,33.36,12.376,8,28922,168,111284129
13471794,1170,Throat tightness,10043528,PT,42.544,10.625,70,54762,36860,111221535
13304910,882,Choroidal haemorrhage,10008786,PT,11.387,10.342,6,177484,214,111135523
13582679,1980,Carcinoid heart disease,10069010,PT,119.532,13.248,25,110383,53,111202766
13518899,916,Red cell distribution width increased,10053920,PT,51.376,10.328,353,1123782,18972,110170120
13343764,435,Feeling abnormal,10016322,PT,160.006,9.808,915,232041,226205,110854066
13289968,2836,Blood pressure increased,10005750,PT,41.038,9.799,2739,841461,299532,110169495
13621843,380,Pyroglutamic acidosis,10083814,PT,17.909,9.758,22,421593,1133,110890479
13494129,3017,Emotional distress,10049119,PT,54.176,9.49,177,161294,49489,111102267
13621676,256,Attention deficit hyperactivity disorder,10083622,PT,158.091,15.833,62,30161,6702,111276302
13568912,1860,Epstein-Barr viraemia,10065110,PT,145.582,10.959,63,88256,2947,111221961
13610056,4133,Contraindicated product administered,10078504,PT,548.487,11.675,32,257324,292942,110762929
13496128,4239,Sudden cardiac death,10049418,PT,27.553,11.319,193,1718419,6761,109587854
13308012,1678,Coma,10010071,PT,20.385,15.413,31,72728,124242,111116226
13427299,4382,Pericarditis,10034484,PT,28.678,12.156,9,34874,171446,111106898
13357470,2646,Hair colour changes,10019030,PT,18.014,10.11,97,990733,5434,110316963
13291458,4986,Blood urea increased,10005851,PT,36.115,17.403,19,153171,60400,111099637
13369194,4820,Hypersomnia,10020765,PT,68.065,45.871,31,4436,33085,111275675
13358115,2068,"Hallucination, visual",10019075,PT,67.077,9.679,176,176612,39764,111096675
13267194,434,Alcohol interaction,10001597,PT,20.025,11.548,23,80835,5848,111226521
13340624,939,Eye swelling,10015967,PT,21.513,12.944,13,158962,36891,111117361
13450156,2811,Rhabdomyolysis,10039020,PT,42.098,28.525,40,5445,121341,111186401
13398266,2073,Meningitis herpes,10027242,PT,19.839,16.266,7,58981,285,111253954
13345983,4293,Folliculitis,10016936,PT,264.266,10.032,1372,845219,88959,110377677
13411744,5223,Neurogenic bladder,10029279,PT,48.248,15.853,31,51863,5584,111255749
13474933,1048,Toxic epidermal necrolysis,10044223,PT,96.763,11.37,108,41129,52350,111219640
13573736,1771,Staphylococcal mediastinitis,10066410,PT,23.256,9.675,9,493438,49,110819731
13585440,2873,Coma scale abnormal,10069709,PT,27.185,10.611,56,183742,10394,111119035
13389199,4293,Laryngospasm,10023891,PT,21.294,10.032,7,846584,5331,110461305
13286472,1878,Blood ethanol,10005513,PT,34.661,13.619,8,19920,209,111293090
13488353,2616,Fibromyalgia,10048439,PT,46.855,12.773,6,77346,96898,111138977
13564438,581,Gastrointestinal inflammation,10064147,PT,16.451,10.048,13,472514,10783,110829917
13267870,4994,Alopecia,10001760,PT,21.889,21.499,3,8443,420872,110883909
13489725,882,Concomitant disease progression,10048659,PT,42.189,10.342,47,177443,5241,111130496
13445316,1768,Red blood cells urine positive,10038182,PT,168.889,9.399,148,388859,5546,110918674
13402674,2840,Mucosal inflammation,10028116,PT,68.17,10.66,790,1288791,99766,109923880
13475104,2446,Toxoplasmosis,10044272,PT,31.945,13.489,19,46125,3360,111263723
13543265,4941,Foot deformity,10061159,PT,35.309,17.786,4,148409,37012,111127802
13379532,4196,Injection site irritation,10022079,PT,11.07,10.11,102,994668,6786,110311671
13548133,2870,Abnormal behaviour,10061422,PT,208.611,9.351,394,250420,50230,111012183
13339033,2847,Euphoric mood,10015535,PT,17.375,9.7,11,401357,12052,110899807
13587207,1552,Mycobacterium tuberculosis complex test positive,10070325,PT,58.332,13.313,87,583247,3880,110726013
13621306,85,Bronchiolitis obliterans syndrome,10083303,PT,29.312,9.775,17,311895,410,111000905
13322882,1076,Disinhibition,10013142,PT,16.69,15.246,21,97589,4858,111210759
13310137,4512,Confusional state,10010305,PT,242.76,12.861,837,92911,415836,110803643
13267150,1076,Alcohol abuse,10001584,PT,1015.46,15.246,343,97267,7269,111208348
13484788,3531,Weight decreased,10047895,PT,115.017,23.588,173,9048,506166,110797840
13548124,4554,Crystal arthropathy,10061419,PT,35.223,16.07,10,30563,390,111282264
13290926,282,Blood sodium increased,10005803,PT,14.918,10.16,32,178671,6284,111128240
13519776,4971,Hospitalisation,10054112,PT,29.219,22.356,6,33891,156382,111122948
13475131,1529,Tracheal deviation,10044287,PT,47.848,12.376,11,28919,191,111284106
13596798,1068,Exposure during pregnancy,10073513,PT,16.317,11.838,14,26766,196834,111089613
13424120,2825,Panic attack,10033664,PT,43.99,12.947,6,206690,34570,111071961
13279015,1285,Asthenia,10003549,PT,25.694,12.316,274,27808,682018,110603127
13537159,2245,Urine output decreased,10059895,PT,14.697,9.696,164,500243,22972,110789848
13595603,5017,Clear cell renal cell carcinoma,10073251,PT,44.997,19.99,23,47543,2935,111262726
13485351,1209,Wheezing,10047924,PT,14.504,9.573,236,236195,154478,110922318
13436686,1859,Productive cough,10036790,PT,19.421,9.997,206,304126,112737,110896158
13455997,1353,Sexual abuse,10040461,PT,15.256,13.09,8,103939,488,111208792
13390543,1152,Lichen nitidus,10024428,PT,32.961,10.031,9,87626,100,111225492
13575098,2832,Human anti-human antibody test,10066932,PT,12.58,10.184,16,833438,424,110479349
13294277,1569,Bronchiectasis,10006445,PT,17.17,9.862,94,188193,28291,111096649
13372920,489,Hypomania,10021030,PT,16.211,10.189,40,162017,9497,111141673
13379594,1433,Injection site mass,10022081,PT,13.027,11.777,33,48281,26792,111238121
13429054,2356,Pharyngeal oedema,10034829,PT,33.785,9.565,164,415302,21257,110876504
13381741,4802,Insomnia,10022437,PT,43.569,17.006,36,38800,355349,110919042
13532873,2302,Acquired macroglossia,10058835,PT,22.013,14.136,8,88496,234,111224489
13553443,4966,Disease recurrence,10061819,PT,23.579,14.316,54,227622,59225,111026326
13604171,1860,Product use issue,10076309,PT,17.041,10.959,181,88138,341566,110883342
13267253,1336,Alcohol poisoning,10001605,PT,11.162,9.798,5,429743,6213,110877266
13405469,1540,Myalgia,10028411,PT,31.999,10.197,351,227424,255106,110830346
13491347,2840,Cytomegalovirus chorioretinitis,10048843,PT,44.977,10.66,15,1289566,7426,110016220
13552159,581,Autoimmune disorder,10061664,PT,96.243,10.048,268,472259,23287,110817413
13469252,1414,T-cell type acute leukaemia,10042987,PT,30.668,28.37,7,14467,242,111298511
13486352,1082,Withdrawal bleed,10047998,PT,74.677,18.665,12,14127,57,111299031
13302225,1393,Cerebrovascular accident,10008190,PT,24.981,10.001,242,196821,208240,110907924
13562109,192,Loefgren syndrome,10063420,PT,10.295,9.388,5,189264,140,111123818
13418041,4248,Oral pain,10031009,PT,21.131,12.393,42,33121,42321,111237743
13318248,2813,Depressed mood,10012374,PT,298.38,9.727,583,297338,64085,110951221
13265726,1283,Agitation,10001497,PT,17.52,14.608,50,90402,128225,111094550
13338532,5237,Erythema,10015150,PT,89.831,50.581,66,92639,289548,110930974
13560073,1300,Grip strength decreased,10062556,PT,15.865,10.41,3,95623,29393,111188208
13408797,946,Nasopharyngitis,10028810,PT,63.041,13.272,77,66612,368984,110877554
13366438,4290,Hypercapnia,10020591,PT,17.597,9.532,36,114930,10652,111187609
13572045,1422,Transfusion,10066152,PT,190.024,19.305,104,28302,25628,111259193
13316414,4654,Dehydration,10012174,PT,137.152,22.234,288,30859,322113,110959967
13395234,522,Macroglossia,10025391,PT,11.594,9.74,14,225368,1337,111086508
13621268,663,Placental cyst,10083196,PT,16.854,9.447,6,315580,42,110997599
13491761,5218,Radiation oesophagitis,10048899,PT,22.863,18.725,10,45306,945,111266966
13288135,52,Blood parathyroid hormone decreased,10005702,PT,100.465,10.952,33,1607012,13230,109692952
13533367,1264,Pseudomonal sepsis,10058877,PT,12.672,9.625,18,622860,8653,110681696
13350473,5139,Gastrointestinal disorder,10017944,PT,17.485,11.528,182,156946,193753,110962346
13378776,1547,Injection site erythema,10022061,PT,50.732,9.316,187,381507,104907,110826626
13308813,2255,Complication of device removal,10010151,PT,16.453,9.545,3,516916,5579,110790729
13333338,103,Echinococciasis,10014096,PT,41.797,30.424,6,5652,35,111307534
13266576,852,Akinesia,10001541,PT,12.173,9.659,30,277050,4150,111031997
13432384,1709,Pneumonia klebsiella,10035717,PT,33.584,13.998,33,88358,6422,111218414
13588224,1883,Limb asymmetry,10070670,PT,15.497,9.97,19,352694,1171,110959343
13531570,1433,Lung neoplasm malignant,10058467,PT,13.375,11.777,44,48270,41364,111223549
13419845,1982,Ovarian cyst,10033132,PT,14.396,11.266,9,234161,17022,111062035
13624153,475,Chronic coronary syndrome,10085242,PT,15.813,9.609,7,162301,185,111150734
13569764,4210,Pelvic fluid collection,10065388,PT,35.924,14.434,24,186458,1267,111125478
13316820,1751,Delayed recovery from anaesthesia,10012206,PT,14.739,11.642,4,1504790,1939,109806494
13486383,2146,Withdrawal syndrome,10048010,PT,23.096,10.478,262,1190037,36013,110086915
13296090,819,C-reactive protein,10006824,PT,78.355,54.157,82,231318,6516,111075311
13583575,5141,Product container issue,10069293,PT,56.418,20.149,24,29085,3314,111280804
13350363,4175,Gastrointestinal disorder,10017944,PT,14.289,13.449,35,44019,193900,111075273
13623251,4600,Product dose omission issue,10084406,PT,18.587,15.269,14,14709,381813,110916691
13583385,571,Product odour abnormal,10069226,PT,18.503,10.481,14,62431,2718,111248064
13548959,659,Colorectal cancer,10061451,PT,10.492,9.369,4,249190,9445,111054588
13363456,4972,Hepatotoxicity,10019851,PT,80.127,14.771,7,166836,70799,111075585
13369342,192,Hypertension,10020772,PT,46.819,9.388,538,188731,466518,110657440
13456595,1258,Sinoatrial block,10040736,PT,11.147,10.382,35,951963,1596,110359633
13563286,5682,Cataract operation,10063797,PT,16.262,9.276,52,296891,7792,111008492
13592598,4392,EGFR gene mutation,10071975,PT,31.577,12.548,16,175346,532,111137333
13373027,74,Hyponatraemia,10021036,PT,62.481,11.3,4273,1861400,209561,109237993
13431357,1845,Pleuritic pain,10035623,PT,10.442,9.452,79,391453,12722,110908973
13273415,2044,Aortic embolus,10002897,PT,20.875,11.868,8,242984,94,111070141
13432751,5368,Pneumonitis,10035742,PT,66.145,19.223,3,113975,77081,111122168
13306039,2552,Cleft lip and palate,10009260,PT,13.067,10.014,30,349664,3136,110960397
13462299,4965,Splenomegaly,10041660,PT,32.074,11.141,20,287913,30801,110994493
13297881,2706,Cardiac failure,10007554,PT,124.982,10.085,65,161027,197679,110954456
13476792,1399,Tumour lysis syndrome,10045170,PT,167.34,11.876,118,42653,30104,111240352
13271814,2872,Angle closure glaucoma,10002500,PT,34.177,14.566,17,26532,3683,111282995
13509620,770,Coronavirus infection,10051905,PT,70.589,14.949,84,161618,11047,111140478
13585505,1539,Rectosigmoid cancer metastatic,10069728,PT,13.93,12.303,4,97900,48,111215275
13432074,4600,Pneumonia aspiration,10035669,PT,36.269,15.269,50,14673,84167,111214337
13550695,568,Mass excision,10061560,PT,21.165,9.811,15,314468,511,110998233
13359619,5139,Heart rate decreased,10019301,PT,12.338,11.528,89,157039,102207,111053892
13470230,192,Tendon disorder,10043239,PT,10.679,9.388,39,189230,9827,111114131
13609468,4163,Insurance issue,10078156,PT,17.28,14.792,22,56149,8965,111248091
13620844,1768,Cutaneous mucormycosis,10082722,PT,38.688,9.399,18,388989,213,110924007
13452121,4966,Rotator cuff syndrome,10039227,PT,15.345,14.316,12,227664,20779,111064772
13544762,1225,Limb injury,10061225,PT,22.759,9.531,162,240546,41733,111030786
13401494,2475,Mixed hepatocellular cholangiocarcinoma,10027761,PT,18.151,9.684,5,322474,12,110990736
13492902,5141,Brain oedema,10048962,PT,272.646,20.149,141,28968,30275,111253843
13570173,5157,Blood product transfusion dependent,10065535,PT,36.217,11.867,17,100649,843,111211718
13291047,1859,Blood thyroid stimulating hormone increased,10005833,PT,20.134,9.997,5,304327,12738,110996157
13417715,5368,Oral candidiasis,10030963,PT,19.994,19.223,7,113971,38097,111161152
13535700,564,Candida endophthalmitis,10059449,PT,11.051,10.734,5,112613,203,111200406
13478387,2372,Urinary incontinence,10046543,PT,21.695,10.024,245,736708,54587,110521687
13447324,1906,Respiratory arrest,10038669,PT,201.723,10.026,112,809269,65297,110438549
13535505,1255,Breast injury,10059391,PT,16.556,15.281,5,66406,109,111246707
13463512,2054,Stillbirth,10042062,PT,33.633,10.092,19,942160,9424,110361624
13498054,1663,Exposure to communicable disease,10049711,PT,18.242,15.879,6,11621,1023,111300577
13551578,2616,Adverse drug reaction,10061623,PT,38.221,12.773,178,77174,122670,111113205
13408689,2868,Nasopharyngitis,10028810,PT,15.284,11.242,453,174743,368608,110769423
13375723,2441,Ileus,10021328,PT,16.326,11.057,29,226958,35027,111051213
13338259,5267,Eructation,10015137,PT,164.926,14.829,78,28040,14305,111270804
13272202,2253,Ankylosing spondylitis,10002556,PT,22.279,10.885,350,1504505,17367,109791005
13304653,682,Cholestasis,10008635,PT,48.99,16.831,87,44066,60513,111208561
13434330,2583,Porphyria non-acute,10036186,PT,11.781,9.918,8,84351,969,111227899
13407275,1407,Myoclonus,10028622,PT,32.152,9.869,85,599331,33664,110680147
13462083,1113,Spinal osteoarthritis,10041591,PT,25.246,13.767,24,15381,25860,111271962
13521034,1952,Helicobacter infection,10054263,PT,119.038,10.203,13,158481,115868,111038865
13595521,4461,Reversible cerebral vasoconstriction syndrome,10073240,PT,13.901,9.931,4,799023,3517,110510683
13399784,4972,Metastases to lung,10027458,PT,22.034,14.771,5,166838,24710,111121674
13580242,1711,Engraft failure,10068081,PT,30.254,20.513,11,25680,1137,111286399
13586272,824,Product adhesion issue,10069889,PT,23.278,10.056,10,709390,7712,110596115
13413348,2068,Neutrophil count decreased,10029366,PT,51.19,9.679,66,176722,116590,111019849
13505384,4205,Parotid gland haemorrhage,10051166,PT,12.99,9.616,6,685285,37,110627899
13508966,1672,Infusion related reaction,10051792,PT,50.613,10.216,138,88646,365745,110858698
13354366,1982,Gynaecomastia,10018800,PT,73.895,11.266,105,234065,11316,111067741
13508877,4972,Infusion related reaction,10051792,PT,456.488,14.771,22,166821,365861,110780523
13274252,2146,Aplasia pure red cell,10002965,PT,38.976,10.478,39,1190260,11432,110111496
13364888,4968,Hip fracture,10020100,PT,83.202,18.942,27,384913,45621,110882666
13364123,5063,Herpes zoster,10019974,PT,20.762,16.742,122,53555,132545,111127005
13325112,2553,Drug abuse,10013654,PT,126.771,12.404,50,156615,183861,110972701
13376398,1982,Impaired healing,10021519,PT,184.761,11.266,32,234138,136299,110942758
13498574,4933,Left ventricular hypertrophy,10049773,PT,49.95,13.702,9,583849,14944,110714425
13315703,354,Death,10011906,PT,47.413,16.555,41,17411,879283,110416492
13417954,4975,Oral pain,10031009,PT,22.328,11.088,209,843285,42154,110427579
13612297,4879,Drug use disorder,10079381,PT,9.862,9.64,4,212594,10663,111089966
13540879,2838,Bladder disorder,10061011,PT,25.362,9.663,161,704368,13536,110595162
13327745,4487,Drug interaction,10013710,PT,46.747,18.169,121,9429,505973,110797704
13410807,4392,Nephropathy,10029151,PT,12.868,12.548,51,175311,14418,111123447
13362283,1003,Hepatitis B,10019731,PT,63.307,14.042,44,37261,12575,111263347
13281372,2337,B-cell lymphoma,10003899,PT,20.732,10.233,4,419181,8811,110885231
13298306,1232,Cardiac failure congestive,10007559,PT,67.406,10.787,90,150044,184420,110978673
13545134,1860,Intra-abdominal haemorrhage,10061249,PT,13.045,10.959,19,88300,5584,111219324
13565034,4848,Incorrect dose administered,10064355,PT,714.96,15.055,501,46273,116097,111150356
13584698,4380,Acute kidney injury,10069339,PT,82.783,13.979,49,35278,631704,110646196
13280758,2358,Atrioventricular block complete,10003673,PT,10.301,9.656,34,389843,19304,110904046
13612793,1299,Loss of personal independence in daily activities,10079487,PT,27.521,11.422,36,75065,148812,111089314
13472989,435,Thymoma,10043670,PT,12.365,9.808,9,232947,435,111079836
13461474,2806,Speech disorder,10041466,PT,13.283,9.422,206,221380,70435,111021206
13276938,4967,Arthropathy,10003285,PT,3835.561,21.669,4891,362634,302536,110643166
13604022,1615,Product use issue,10076309,PT,25.148,15.827,25,25638,341722,110945842
13268388,751,Altered state of consciousness,10001854,PT,15.496,10.684,26,127370,57224,111128607
13560204,480,Enterovesical fistula,10062570,PT,13.633,13.083,16,198251,1688,111113272
13512292,4901,Oedematous pancreatitis,10052400,PT,28.13,9.164,28,352878,1365,110958956
13309402,2840,Condition aggravated,10010264,PT,67.833,10.66,8966,1280615,673900,109349746
13284298,4337,Blister,10005191,PT,63.841,17.297,77,141668,174621,110996861
13349035,380,Gastric haemorrhage,10017788,PT,24.246,9.758,135,421480,18184,110873428
13616392,4348,Incorrect route of product administration,10081202,PT,19.362,13.608,63,55487,51215,111206462
13371820,4304,Hypoglycaemia,10020993,PT,218.425,16.052,270,48249,123965,111140743
13292267,112,Bone graft,10005971,PT,244.471,10.54,121,525103,1196,110786807
13521121,2717,Helicobacter infection,10054263,PT,143.078,9.966,15,188822,115866,111008524
13592142,4133,Haemophagocytic lymphohistiocytosis,10071583,PT,25.866,11.675,125,257231,26186,111029685
13259890,671,Abdominal discomfort,10000059,PT,33.463,19.445,5,12659,438463,110862100
13548668,2729,Decreased appetite,10061428,PT,31.901,13.297,161,19157,460073,110833836
13479025,2861,Urinary tract infection,10046571,PT,54.544,15.552,44,45468,375012,110892703
13572889,25,Cytopenia,10066274,PT,602.432,18.044,292,52258,30154,111230523
13373449,2054,Hypoparathyroidism,10021041,PT,48.045,10.092,62,942117,1468,110369580
13461543,960,Speech disorder,10041466,PT,15.183,11.844,94,248835,70547,110993751
13344423,2838,Femur fracture,10016454,PT,65.756,9.663,579,703950,53945,110554753
13410499,1710,Nephritis,10029117,PT,10.894,10.597,25,158648,5788,111148766
13491692,2245,Onychoclasis,10048886,PT,14.11,9.696,12,500395,9062,110803758
13567310,380,Platelet distribution width increased,10064806,PT,24.435,9.758,12,421603,148,110891464
13480687,1506,Vasodilatation,10047141,PT,15.254,12.244,15,64057,4036,111245119
13494894,4974,Red blood cell sedimentation rate increased,10049187,PT,602.317,11.681,1487,914394,61294,110336052
13613922,1725,Neuropathy vitamin B12 deficiency,10079953,PT,40.393,9.685,19,730821,114,110582273
13496911,581,Bone density decreased,10049470,PT,23.831,10.048,28,472499,19258,110821442
13453287,3064,Scratch,10039737,PT,17.028,15.317,12,11580,11308,111290327
13264693,2048,Adenocarcinoma of colon,10001167,PT,31.953,15.474,18,20770,6407,111286032
13455495,4280,Septic shock,10040070,PT,28.061,12.645,14,45843,153198,111114172
13534092,1579,Gastrointestinal toxicity,10059024,PT,12.186,9.331,3,165792,14114,111133318
13470086,2803,Temporal lobe epilepsy,10043209,PT,15.544,10.139,14,287957,740,111024516
13433247,1836,Poisoning deliberate,10036000,PT,20.916,9.936,18,321548,21040,110970621
13531426,460,Hypogonadism,10058359,PT,41.535,15.223,15,15206,2578,111295428
13405025,783,Musculoskeletal pain,10028391,PT,20.947,18.516,4,27458,135472,111150293
13424612,4310,Paraesthesia,10033775,PT,18.103,14.663,51,49374,240337,111023465
13480382,2445,Varicose vein,10046996,PT,14.677,9.857,70,525192,7110,110780855
13518629,625,Blood 25-hydroxycholecalciferol decreased,10053813,PT,44.596,13.063,12,22003,536,111290676
13475879,1606,Tremor,10044565,PT,171.234,9.434,1643,480306,230036,110601242
13562944,1751,Hypophagia,10063743,PT,49.131,11.642,526,1504268,57701,109750732
13436650,2755,Proctitis,10036774,PT,11.589,10.069,25,94962,9294,111208946
13484351,1659,Vulvovaginal dryness,10047791,PT,29.381,11.188,17,42206,3124,111267880
13591115,1055,Maternal exposure before pregnancy,10071406,PT,18.587,9.421,7,420801,9859,110882560
13393230,4175,Lower respiratory tract infection,10024968,PT,14.781,13.449,33,44021,188810,111080363
13304107,659,Cholecystitis acute,10008614,PT,10.218,9.369,67,249127,16226,111047807
13489407,776,Subdural hygroma,10048626,PT,14.074,13.481,9,106865,776,111205577
13290827,2806,Blood sodium decreased,10005802,PT,44.573,9.422,188,221398,43220,111048421
13304594,814,Cholestasis,10008635,PT,36.902,11.768,60,28311,60540,111224316
13463156,1606,Stereotypy,10042008,PT,15.317,9.434,25,481924,1465,110829813
13518397,4425,Off label use,10053762,PT,31.161,25.59,147,5753,1344910,109962417
13571703,2152,Dysmorphism,10066054,PT,30.08,11.016,32,90089,6704,111216402
13362935,2836,Hepatocellular injury,10019837,PT,96.697,9.799,161,844039,53499,110415528
