struct_id,strength,trade_name,applicant,appl_type,appl_no,approval_date,type,dose_form,route,exclusivity_date,description
4899,90MG;400MG,HARVONI,GILEAD SCIENCES INC,N,205834,2014-10-10,RX,TABLET,ORAL,2026-08-28,"FDA HAS NOT RECOGNIZED ORPHAN-DRUG EXCLUSIVITY (ODE) FOR THIS DRUG, BUT IT CONTAINS THE SAME ACTIVE MOIETY OR MOIETIES AS ANOTHER DRUG(S) THAT WAS ELIGIBLE FOR ODE, AND ALSO SHARES ODE-PROTECTED USE(S) OR INDICATION(S) WITH THAT DRUG(S).  AN APPLICATION SEEKING APPROVAL FOR THE SAME ACTIVE MOIETY OR MOIETIES, INCLUDING AN ANDA THAT CITES THIS NDA AS ITS BASIS OF SUBMISSION, MAY NOT BE APPROVED FOR SUCH ODE-PROTECTED USE(S) AND INDICATION(S)"
5390,13.5MG,PEMAZYRE,INCYTE CORP,N,213736,2020-04-17,RX,TABLET,ORAL,2025-08-26,TREATMENT OF ADULTS WITH RELAPSED OR REFRACTORY MYELOID/LYMPHOID NEOPLASMS (MLNS) WITH FIBROBLAST GROWTH FACTOR RECEPTOR 1 (FGFR1) REARRANGEMENT
5465,10MG,KERENDIA,BAYER HLTHCARE,N,215341,2021-07-09,RX,TABLET,ORAL,2025-09-01,INFORMATION ADDED TO THE LABELING TO DESCRIBE THE RESULTS OF FIGARO-DKD STUDY
4942,EQ 10MG BASE,LENVIMA,EISAI INC,N,206947,2015-02-13,RX,CAPSULE,ORAL,2024-07-21,REVISIONS TO THE LABELING TO INCLUDE RESULTS FROM CLINICAL STUDY 309/KEYNOTE-775 TO SUPPORT PMR 3696-1 AND 3700-1
842,105MG;45MG,AUVELITY,AXSOME,N,215430,2022-08-18,RX,"TABLET, EXTENDED RELEASE",ORAL,2025-08-18,NEW PRODUCT
4483,30MG/VIAL,KYPROLIS,ONYX PHARMS AMGEN,N,202714,2016-06-03,RX,POWDER,INTRAVENOUS,2023-08-20,TREATMENT OF ADULT PATIENTS WITH RELAPSED OR REFRACTORY MULTIPLE MYELOMA WHO HAVE RECEIVED ONE TO THREE LINES OF THERAPY IN COMBINATION WITH DARATUMUMAB AND DEXAMETHASONE
2406,EQ 20MG BASE,CRESTOR,IPR,N,021366,2003-08-12,RX,TABLET,ORAL,2023-05-27,"AN ADJUNCT TO DIET TO REDUCE LDL-C, TOTAL-C, NONHDL-C AND APOB IN CHILDREN AND ADOLESCENTS 7 TO 17 YEARS OF AGE WITH HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA, EITHER ALONE OR WITH OTHER LIPID-LOWERING TREATMENTS (E.G., LDL APHERESIS)"
5383,EQ 0.92MG BASE,ZEPOSIA,CELGENE INTL,N,209899,2020-03-25,RX,CAPSULE,ORAL,2025-03-25,NEW CHEMICAL ENTITY
1239,0.005MG/INH;0.05MG/INH,DULERA,ORGANON LLC,N,022518,2019-08-12,RX,"AEROSOL, METERED",INHALATION,2023-02-12,PEDIATRIC EXCLUSIVITY
852,5MG/SPRAY,VALTOCO,NEURELIS INC,N,211635,2020-01-10,RX,SPRAY,NASAL,2027-01-10,"INDICATED FOR THE ACUTE TX OF INTERMITTENT, STEREOTYPIC EPISODES OF FREQUENT SEIZURE ACTIVITY (I.E. SEIZURE CLUSTERS, ACUTE REPETITIVE SEIZURES) THAT ARE DISTINCT FROM A PATIENT’S USUAL SEIZURE PATTERN IN PATIENTS WITH EPILEPSY 6 YEARS OF AGE AND OLDER"
5280,EQ 100MG BASE,TAVALISSE,RIGEL PHARMS INC,N,209299,2018-04-17,RX,TABLET,ORAL,2023-04-17,NEW CHEMICAL ENTITY
4223,40MG,VIIBRYD,ABBVIE,N,022567,2011-01-21,RX,TABLET,ORAL,2023-01-31,INFORMATION ADDED TO THE LABELING REGARDING PEDIATRIC PATIENTS AGES 7 TO 17 YEARS OF AGE WITH MAJOR DEPRESSIVE DISORDER
1725,500MG;EQ 50MG BASE,JANUMET,MSD SUB MERCK,N,022044,2007-03-30,RX,TABLET,ORAL,2024-06-04,PEDIATRIC EXCLUSIVITY
4483,60MG/VIAL,KYPROLIS,ONYX PHARMS AMGEN,N,202714,2012-07-20,RX,POWDER,INTRAVENOUS,2023-08-20,TREATMENT OF ADULT PATIENTS WITH RELAPSED OR REFRACTORY MULTIPLE MYELOMA WHO HAVE RECEIVED ONE TO THREE LINES OF THERAPY IN COMBINATION WITH DARATUMUMAB AND DEXAMETHASONE
4190,EQ 5MG BASE,JAKAFI,INCYTE CORP,N,202192,2011-11-16,RX,TABLET,ORAL,2026-05-24,TREATMENT OF STEROID-REFRACTORY ACUTE GRAFT-VERSUS-HOST DISEASE (GVHD) IN ADULT AND PEDIATRIC PATIENTS 12 YEARS AND OLDER
5390,4.5MG,PEMAZYRE,INCYTE CORP,N,213736,2020-04-17,RX,TABLET,ORAL,2029-08-26,TREATMENT OF ADULTS WITH RELAPSED OR REFRACTORY MYELOID/LYMPHOID NEOPLASMS (MLNS) WITH FIBROBLAST GROWTH FACTOR RECEPTOR 1 (FGFR1) REARRANGEMENT
4310,100MG,VIMPAT,UCB INC,N,022253,2008-10-28,RX,TABLET,ORAL,2024-10-14,NEW PATIENT POPULATION
5516,7.5MG/0.5ML (7.5MG/0.5ML),MOUNJARO,ELI LILLY AND CO,N,215866,2022-05-13,RX,SOLUTION,SUBCUTANEOUS,2027-05-13,NEW CHEMICAL ENTITY
5402,100MG;35MG,INQOVI,OTSUKA,N,212576,2020-07-07,RX,TABLET,ORAL,2027-07-07,"TREATMENT OF ADULT PATIENTS WITH MYELODYSPLASTIC SYNDROMES (MDS), INCLUDING PREVIOUSLY TREATED AND UNTREATED, DE NOVO AND SECONDARY MDS WITH THE FOLLOWING FRENCH-AMERICAN-BRITISH SUBTYPES (REFRACTORY ANEMIA, REFRACTORY ANEMIA WITH RINGED SIDEROBLASTS, REFRACTORY ANEMIA WITH EXCESS BLASTS, AND CHRONIC MYELOMONOCYTIC LEUKEMIA [CMML]) AND INTERMEDIATE-1, INTERMEDIATE-2, AND HIGH-RISK INTERNATIONAL PROGNOSTIC SCORING SYSTEM GROUPS."
5296,25MG,COPIKTRA,SECURA,N,211155,2018-09-24,RX,CAPSULE,ORAL,2023-09-24,NEW CHEMICAL ENTITY
786,100MG;44MG,VYXEOS,CELATOR PHARMS,N,209401,2017-08-03,RX,POWDER,INTRAVENOUS,2024-03-30,NEW PATIENT POPULATION
5260,100MG,CALQUENCE,ASTRAZENECA,N,210259,2017-10-31,RX,CAPSULE,ORAL,2026-11-21,INDICATED FOR THE TREATMENT OF ADULT PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) OR SMALL LYMPHOCYTIC LYMPHOMA (SLL)
4816,0.1MG/INH;EQ 0.0625MG BASE/INH;EQ 0.025MG BASE/INH,TRELEGY ELLIPTA,GLAXOSMITHKLINE,N,209482,2017-09-18,RX,POWDER,INHALATION,2023-09-09,MAINTENANCE TREATMENT OF ASTHMA IN PATIENTS AGED 18 YEARS AND OLDER
1725,500MG;EQ 50MG BASE,JANUMET XR,MERCK SHARP DOHME,N,202270,2012-02-02,RX,"TABLET, EXTENDED RELEASE",ORAL,2023-02-12,PEDIATRIC EXCLUSIVITY
1709,1GM/VIAL;1GM/VIAL,VABOMERE,REMPEX,N,209776,2017-08-29,RX,POWDER,INTRAVENOUS,2022-08-29,NEW CHEMICAL ENTITY
4192,61MG,VYNDAMAX,FOLDRX PHARMS,N,212161,2019-05-03,RX,CAPSULE,ORAL,2026-05-03,TREATMENT OF THE CARDIOMYOPATHY OF WILD TYPE OR HEREDITARY TRANSTHYRETIN-MEDIATED AMYLOIDOSIS (ATTR-CM) IN ADULTS TO REDUCE CARDIOVASCULAR MORTALITY AND CARDIOVASCULAR-RELATED HOSPITALIZATION
5393,80MG,RETEVMO,LOXO ONCOL ELI LILLY,N,213246,2020-05-08,RX,CAPSULE,ORAL,2027-05-08,ADULT AND PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER WITH ADVANCED OR METASTATIC RET FUSION-POSITIVE THYROID CANCER WHO REQUIRE SYSTEMIC THERAPY AND WHO ARE RADIOACTIVE IODINE-REFRACTORY (IF RADIOACTIVE IODINE IS APPROPRIATE)
4801,EQ 10MG BASE,TAFINLAR,NOVARTIS,N,217514,2023-03-16,RX,"TABLET, FOR SUSPENSION",ORAL,2026-03-16,NEW PRODUCT
2738,300MG,CUVRIOR,ORPHALAN,N,215760,2022-04-28,RX,TABLET,ORAL,2025-04-28,NEW PRODUCT
4810,560MG,IMBRUVICA,PHARMACYCLICS LLC,N,210563,2018-02-16,DISCN,TABLET,ORAL,2030-02-24,PEDIATRIC EXCLUSIVITY
5470,EQ 0.065MG BASE/1.3ML (EQ 0.05MG BASE/ML),KORSUVA,CARA THERAP,N,214916,2021-08-23,RX,SOLUTION,INTRAVENOUS,2026-08-23,NEW CHEMICAL ENTITY
5398,4MG/VIAL,ZEPZELCA,JAZZ,N,213702,2020-06-15,RX,POWDER,INTRAVENOUS,2027-06-15,INDICATED FOR THE TREATMENT OF ADULT PATIENTS WITH METASTATIC SMALL CELL LUNG CANCER (SCLC) WITH DISEASE PROGRESSION ON OR AFTER PLATINUM-BASED CHEMOTHERAPY
4175,2.5MG;1GM,JENTADUETO,BOEHRINGER INGELHEIM,N,201281,2012-01-30,RX,TABLET,ORAL,2026-12-20,PEDIATRIC EXCLUSIVITY
2066,1MCG,ZEMPLAR,ABBVIE,N,021606,2005-05-26,RX,CAPSULE,ORAL,2023-10-18,INDICATED IN PEDIATRIC PATIENTS 10 YEARS AND OLDER FOR THE PREVENTION AND TREATMENT OF SECONDARY HYPERPARATHYROIDISM ASSOCIATED WITH CHRONIC KIDNEY DISEASE (CKD) STAGES 3 AND 4  AND CKD STAGE 5 IN PATIENTS ON HEMODIALYSIS OR PERITONEAL DIALYSIS
760,0.1%,VERKAZIA,SANTEN,N,214965,2021-06-23,RX,EMULSION,OPHTHALMIC,2028-06-23,FOR THE TREATMENT OF VERNAL KERATOCONJUNCTIVITIS (VKC) IN CHILDREN AND ADULTS
5014,1MG,REXULTI,OTSUKA,N,205422,2015-07-10,RX,TABLET,ORAL,2026-05-10,TREATMENT OF AGITATION ASSOCIATED WITH DEMENTIA DUE TO ALZHEIMER’S DISEASE
4810,280MG,IMBRUVICA,PHARMACYCLICS LLC,N,210563,2018-02-16,RX,TABLET,ORAL,2029-08-24,TREATMENT OF PEDIATRIC PATIENTS AGE 1 YEAR AND OLDER WITH CHRONIC GRAFT-VERSUS-HOST DISEASE (CGVHD) AFTER FAILURE OF ONE OR MORE LINES OF SYSTEMIC THERAPY
1556,2.5MG;EQ 200MG BASE,KISQALI FEMARA CO-PACK (COPACKAGED),NOVARTIS,N,209935,2017-05-04,RX,TABLET,ORAL,2024-12-10,NEW PATIENT POPULATION
5446,5MG,PONVORY,JANSSEN PHARMS,N,213498,2021-03-18,RX,TABLET,ORAL,2026-03-18,NEW CHEMICAL ENTITY
4399,EQ 50MG ACID,PROMACTA,NOVARTIS,N,022291,2008-11-20,RX,TABLET,ORAL,2025-11-16,INDICATED IN COMBINATION WITH STANDARD IMMUNOSUPPRESSIVE THERAPY FOR THE FIRST-LINE TREATMENT OF ADULT AND PEDIATRIC PATIENTS 2 YEARS AND OLDER WITH SEVERE APLASTIC ANEMIA
4806,EQ 10MG BASE,TRINTELLIX,TAKEDA PHARMS USA,N,204447,2013-09-30,RX,TABLET,ORAL,2023-11-13,INFORMATION ADDED TO THE LABELING REGARDING THE RESULT OF STUDY LUAA21004-402
4188,1GM,FERRIPROX,CHIESI,N,212269,2020-05-19,RX,TABLET,ORAL,2024-04-30,TREATMENT OF PATIENTS WITH TRANSFUSIONAL IRON OVERLOAD DUE TO SICKLE CELL DISEASE OR OTHER ANEMIAS
4802,EQ 0.5MG,MEKINIST,NOVARTIS,N,204114,2013-05-29,RX,TABLET,ORAL,2025-04-30,"TRAMETINIB IS INDICATED, IN COMBINATION WITH DABRAFENIB, FOR THE ADJUVANT TREATMENT OF PATIENTS WITH MELANOMA WITH BRAF V600E OR V600K MUTATIONS, AS DETECTED BY AN FDA-APPROVED TEST, AND INVOLVEMENT OF LYMPH NODE(S), FOLLOWING COMPLETE RESECTION"
5401,EQ 600MG BASE,RUKOBIA,VIIV HLTHCARE,N,212950,2020-07-02,RX,"TABLET, EXTENDED RELEASE",ORAL,2025-07-02,NEW CHEMICAL ENTITY
3483,100MG,NOXAFIL,MERCK SHARP DOHME,N,205053,2013-11-25,RX,"TABLET, DELAYED RELEASE",ORAL,2028-06-17,FOR THE TREATMENT OF INVASIVE ASPERGILLOSIS IN ADULTS AND PEDIATRIC PATIENTS 13 YEARS OF AGE AND OLDER
434,8MG/0.16ML (50MG/ML),BRIXADI,BRAEBURN,N,210136,2023-05-23,RX,"SOLUTION, EXTENDED RELEASE",SUBCUTANEOUS,2026-05-23,NEW PRODUCT
836,EQ 10.4MG BASE;EQ 52.3MG BASE,AZSTARYS,COMMAVE THERAP,N,212994,2021-05-07,RX,CAPSULE,ORAL,2026-05-07,NEW CHEMICAL ENTITY
852,7.5MG/SPRAY,VALTOCO,NEURELIS INC,N,211635,2020-01-10,RX,SPRAY,NASAL,2023-01-10,NEW PRODUCT
5384,EQ 1MG BASE,ISTURISA,RECORDATI RARE,N,212801,2020-03-06,RX,TABLET,ORAL,2025-03-06,NEW CHEMICAL ENTITY
5270,2.5MG;1GM,SEGLUROMET,MSD SUB MERCK,N,209806,2017-12-19,RX,TABLET,ORAL,2024-09-17,"REVISION TO THE LABELING TO INCLUDE RESULTS FROM CLINICAL STUDY, MK-8835-004/B1521021, VERTIS CV"
5429,,LOCAMETZ,AAA USA NOVARTIS,N,215841,2022-03-23,RX,POWDER,INTRAVENOUS,2025-03-23,NEW PRODUCT
24,3GM/PACKET; 1GM/PACKET,RELYVRIO,AMYLYX,N,216660,2022-09-29,RX,FOR SUSPENSION,ORAL,2029-09-29,TREATMENT OF AMYOTROPHIC LATERAL SCLEROSIS (ALS) IN ADULTS
4811,400MG,SOVALDI,GILEAD SCIENCES INC,N,204671,2013-12-06,RX,TABLET,ORAL,2024-10-07,PEDIATRIC EXCLUSIVITY
5133,50MG,VENCLEXTA,ABBVIE,N,208573,2016-04-11,RX,TABLET,ORAL,2023-04-11,"TREATMENT OF PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) WITH 17P DELETION, AS DETECTED BY AN FDA APPROVED TEST, WHO HAVE RECEIVED AT LEAST ONE PRIOR THERAPY"
3317,2.5MG,REVLIMID,CELGENE,N,021880,2011-12-21,RX,CAPSULE,ORAL,2026-05-28,INDICATED IN COMBINATION WITH A RITUXIMAB PRODUCT FOR THE TREATMENT OF ADULT PATIENTS WITH PREVIOUSLY TREATED FOLLICULAR LYMPHOMA (FL)
5359,0.025%,TISSUEBLUE,DUTCH OPHTHALMIC,N,209569,2019-12-20,RX,SOLUTION,OPHTHALMIC,2026-12-20,INDICATED TO SELECTIVELY STAIN THE INTERNAL LIMITING MEMBRANE (ILM)
5288,100MG/ML,EPIDIOLEX,GW RES LTD,N,210365,2018-09-28,RX,SOLUTION,ORAL,2027-07-31,TREATMENT OF SEIZURES ASSOCIATED WITH TUBEROUS SCLEROSIS COMPLEX (TSC) IN PATIENTS 1 YEAR OF AGE AND OLDER
5704,EQ 300MG BASE,SUNLENCA,GILEAD SCIENCES INC,N,215974,2022-12-22,RX,TABLET,ORAL,2027-12-22,NEW CHEMICAL ENTITY
5302,100MG,LORBRENA,PFIZER,N,210868,2018-11-02,RX,TABLET,ORAL,2024-03-03,EXPANDED INDICATION OF THE TREATMENT OF ADULT PATIENTS WITH ANAPLASTIC LYMPHOMA KINASE (ALK)-POSITIVE METASTATIC NON-SMALL CELL LUNG CANCER (NSCLC) AS DETECTED BY AN FDA-APPROVED TEST
4820,4MG/ML,HETLIOZ LQ,VANDA PHARMS INC,N,214517,2020-12-01,RX,SUSPENSION,ORAL,2027-12-01,FOR THE TREATMENT OF NIGHTTIME SLEEP DISTURBANCES IN SMITH-MAGENIS SYNDROME (SMS) IN PEDIATRIC PATIENTS 3 TO 15 YEARS OF AGE
4167,EQ 0.5MG BASE,FINGOLIMOD HYDROCHLORIDE,TEVA PHARMS USA,A,208008,2020-07-02,DISCN,CAPSULE,ORAL,2023-03-20,PATENT CHALLENGE
4329,EQ 60MG BASE/VIAL,SIGNIFOR LAR KIT,RECORDATI RARE,N,203255,2014-12-15,RX,FOR SUSPENSION,INTRAMUSCULAR,2025-06-29,INDICATED FOR TREATMENT OF PATIENTS WITH CUSHINGS DISEASE FOR WHOM PITUITARY SURGERY IS NOT AN OPTION OR HAS NOT BEEN CURATIVE
5390,9MG,PEMAZYRE,INCYTE CORP,N,213736,2020-04-17,RX,TABLET,ORAL,2027-04-17,"INDICATED FOR THE TREATMENT OF ADULTS WITH PREVIOUSLY TREATED, UNRESECTABLE LOCALLY ADVANCED OR METASTATIC CHOLANGIOCARCINOMA WITH A FIBROBLAST GROWTH FACTOR RECEPTOR 2 (FGFR2) FUSION OR OTHER REARRANGEMENT AS DETECTED BY AN FDA-APPROVED TEST"
559,EQ 0.5GM BASE;2GM/VIAL,AVYCAZ,ALLERGAN,N,206494,2015-02-25,RX,POWDER,INTRAVENOUS,2020-02-25,NEW CHEMICAL ENTITY
2448,1GM;EQ 50MG BASE,JANUMET,MSD SUB MERCK,N,022044,2007-03-30,RX,TABLET,ORAL,2023-12-04,ADDITION OF CLINICAL INFORMATION OBTAINED FROM A PEDIATRIC TRIAL TO SECTION 8.4 OF THE LABELING
5396,30ML (8.1-51mCi/ML),TAUVID,AVID RADIOPHARMS INC,N,212123,2020-05-28,RX,SOLUTION,INTRAVENOUS,2025-05-28,NEW CHEMICAL ENTITY
4184,60MG,BRILINTA,ASTRAZENECA,N,022433,2015-09-03,RX,TABLET,ORAL,2023-05-28,TO REDUCE THE RISK OF A FIRST MYOCARDIAL INFARCTION (MI) OR STROKE IN PATIENTS WITH CORONARY ARTERY DISEASE (CAD) AT HIGH RISK FOR SUCH EVENTS
4907,100MG,LYNPARZA,ASTRAZENECA,N,208558,2017-08-17,RX,TABLET,ORAL,2025-03-11,FOR THE ADJUVANT TREATMENT OF ADULT PATIENTS WITH DELETERIOUS OR SUSPECTED DELETERIOUS GBRCA MUTATED HER2-NEGATIVE HIGH-RISK EARLY BREAST CANCER WHO HAVE PREVIOUSLY BEEN TREATED WITH NEOADJUVANT OR ADJUVANT CHEMOTHERAPY
841,9MG/9HR,XELSTRYM,NOVEN PHARMS INC,N,215401,2022-03-22,RX,SYSTEM,TRANSDERMAL,2025-03-22,NEW PRODUCT
1929,30MG,LAMPIT,BAYER HEALTHCARE,N,213464,2020-08-06,RX,TABLET,ORAL,2025-08-06,NEW CHEMICAL ENTITY
2967,EQ 0.85MG BASE/VIAL,TERLIVAZ,MALLINCKRODT IRELAND,N,022231,2022-09-14,RX,POWDER,INTRAVENOUS,2027-09-14,NEW CHEMICAL ENTITY
4811,200MG;50MG,EPCLUSA,GILEAD SCIENCES INC,N,208341,2020-03-19,RX,TABLET,ORAL,2023-03-19,NEW STRENGTH
5244,100MG;40MG,MAVYRET,ABBVIE,N,209394,2017-08-03,RX,TABLET,ORAL,2028-12-10,PEDIATRIC EXCLUSIVITY
5133,10MG,VENCLEXTA,ABBVIE,N,208573,2016-04-11,RX,TABLET,ORAL,2023-04-11,"TREATMENT OF PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) WITH 17P DELETION, AS DETECTED BY AN FDA APPROVED TEST, WHO HAVE RECEIVED AT LEAST ONE PRIOR THERAPY"
2032,0.1%,UPNEEQ,RVL PHARMS,N,212520,2020-07-08,RX,SOLUTION/DROPS,OPHTHALMIC,2023-07-08,NEW PRODUCT
5291,200MG,TPOXX,SIGA TECHNOLOGIES,N,208627,2018-07-13,RX,CAPSULE,ORAL,2023-07-13,NEW CHEMICAL ENTITY
1963,1MG;0.5MG;40MG,MYFEMBREE,MYOVANT SCIENCES,N,214846,2021-05-26,RX,TABLET,ORAL,2026-01-27,INFORMATION ADDED TO THE LABELING TO DESCRIBE THE RESULTS OF MVT-601-035
4810,560MG,IMBRUVICA,PHARMACYCLICS LLC,N,210563,2018-02-16,DISCN,TABLET,ORAL,2023-05-06,"FDA HAS NOT RECOGNIZED ORPHAN-DRUG EXCLUSIVITY (ODE) FOR THIS DRUG, BUT IT CONTAINS THE SAME ACTIVE MOIETY OR MOIETIES AS ANOTHER DRUG(S) THAT WAS ELIGIBLE FOR ODE, AND ALSO SHARES ODE-PROTECTED USE(S) OR INDICATION(S) WITH THAT DRUG(S).  AN APPLICATION SEEKING APPROVAL FOR THE SAME ACTIVE MOIETY OR MOIETIES, INCLUDING AN ANDA THAT CITES THIS NDA AS ITS BASIS OF SUBMISSION, MAY NOT BE APPROVED FOR SUCH ODE-PROTECTED USE(S) AND INDICATION(S)"
5267,0.25MG/0.5ML (0.25MG/0.5ML),WEGOVY,NOVO,N,215256,2021-06-04,RX,SOLUTION,SUBCUTANEOUS,2024-06-04,NEW PRODUCT
1534,10GM,PIZENSY,BRAINTREE LABS,N,211281,2020-02-12,DISCN,FOR SOLUTION,ORAL,2025-02-12,NEW CHEMICAL ENTITY
5511,15MG,CAMZYOS,BRISTOL,N,214998,2022-04-28,RX,CAPSULE,ORAL,2029-04-28,TREATMENT OF ADULTS WITH SYMPTOMATIC NEW YORK HEART ASSOCIATION (NYHA) CLASS II-III OBSTRUCTIVE HYPERTROPHIC CARDIOMYOPATHY (HCM) TO IMPROVE FUNCTIONAL CAPACITY AND SYMPTOMS
5711,400MG,FILSPARI,TRAVERE,N,216403,2023-02-17,RX,TABLET,ORAL,2030-02-17,"TO REDUCE PROTEINURIA IN ADULTS WITH PRIMARY IMMUNOGLOBULIN A NEPHROPATHY (IGAN) AT RISK OF RAPID DISEASE PROGRESSION, GENERALLY A URINE PROTEIN-TO-CREATININE RATIO (UPCR) > OR = 1.5 G/G"
1003,EQ 30MG BASE;120MG;EQ 15MG BASE,BIKTARVY,GILEAD SCIENCES INC,N,210251,2021-10-07,RX,TABLET,ORAL,2028-10-07,A COMPLETE REGIMEN FOR THE TREATMENT OF HUMAN IMMUNODEFICIENCY VIRUS TYPE 1 (HIV-1) INFECTION IN PEDIATRIC PATIENTS WEIGHING 14 KG TO LESS THAN 25 KG WHO HAVE NO ANTIRETROVIRAL TREATMENT HISTORY OR TO REPLACE THE CURRENT ANTIRETROVIRAL REGIMEN IN THOSE WHO ARE VIROLOGICALLY-SUPPRESSED (HIV-1 RNA LESS THAN 50 COPIES PER ML) ON A STABLE ANTIRETROVIRAL REGIMEN WITH NO HISTORY OF TREATMENT FAILURE AND NO KNOWN SUBSTITUTIONS ASSOCIATED WITH RESISTANCE TO THE INDIVIDUAL COMPONENTS OF BIKTARVY
5301,20MG,XOFLUZA,GENENTECH INC,N,210854,2018-10-24,DISCN,TABLET,ORAL,2023-10-24,NEW CHEMICAL ENTITY
5709,50MG,JAYPIRCA,LOXO ONCOL,N,216059,2023-01-27,RX,TABLET,ORAL,2028-01-27,NEW CHEMICAL ENTITY
5398,4MG/VIAL,ZEPZELCA,JAZZ,N,213702,2020-06-15,RX,POWDER,INTRAVENOUS,2025-06-15,NEW CHEMICAL ENTITY
4799,0.05MG/INH;EQ 0.025MG BASE/INH,BREO ELLIPTA,GLAXO GRP LTD,N,204275,2023-05-12,RX,POWDER,INHALATION,2026-05-13,NEW STRENGTH
4947,74.5MG,CRESEMBA,ASTELLAS,N,207500,2022-11-22,RX,CAPSULE,ORAL,2027-03-06,GENERATING ANTIBIOTIC INCENTIVES NOW
4873,200MG,SIVEXTRO,CUBIST PHARMS LLC,N,205435,2014-06-20,RX,TABLET,ORAL,2019-06-20,NEW CHEMICAL ENTITY
5062,EQ 80MG BASE,TAGRISSO,ASTRAZENECA,N,208065,2015-11-13,RX,TABLET,ORAL,2023-12-18,"INDICATION OF OSIMERTINIB AS ADJUVANT THERAPY AFTER TUMOR RESECTION IN ADULT PATIENTS WITH NON-SMALL CELL LUNG CANCER (NSCLC) WHOSE TUMORS HAVE EPIDERMAL GROWTH FACTOR RECEPTOR (EGFR) EXON 19 DELETIONS OR EXON 21 L858R MUTATIONS, AS DETECTED BY AN FDA-APPROVED TEST"
5299,EQ 100MG BASE/VIAL,NUZYRA,PARATEK PHARMS INC,N,209817,2018-10-02,RX,POWDER,INTRAVENOUS,2023-10-02,NEW CHEMICAL ENTITY
5468,1.2MG,BYLVAY,ALBIREO,N,215498,2021-07-20,RX,CAPSULE,ORAL,2028-07-20,TREATMENT OF PRURITUS IN PATIENTS 3 MONTHS OF AGE AND OLDER WITH PROGRESSIVE FAMILIAL INTRAHEPATIC CHOLESTASIS (PFIC)
5473,EQ 9.5MG BASE/ML,LIVMARLI,MIRUM,N,214662,2021-09-29,RX,SOLUTION,ORAL,2026-09-29,NEW CHEMICAL ENTITY
824,20MG,HEMADY,DEXCEL,N,211379,2019-10-03,RX,TABLET,ORAL,2026-10-03,INDICATED IN COMBINATION WITH OTHER ANTI-MYELOMA PRODUCTS FOR THE TREATMENT OF ADULTS WITH MULTIPLE MYELOMA (MM)
1413,500MG,ICOSAPENT ETHYL,TEVA PHARMS USA,A,209525,2020-09-11,RX,CAPSULE,ORAL,2023-03-08,PATENT CHALLENGE
4715,EQ 60MG BASE,CABOMETYX,EXELIXIS INC,N,208692,2016-04-25,RX,TABLET,ORAL,2028-09-17,THE TREATMENT OF ADULT AND PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER WITH LOCALLY ADVANCED OR METASTATIC DIFFERENTIATED THYROID CANCER (DTC) THAT HAS PROGRESSED FOLLOWING PRIOR VEGFR-TARGETED THERAPY AND WHO ARE RADIOACTIVE IODINE-REFRACTORY OR INELIGIBLE
1225,0.055MG/INH,ARMONAIR RESPICLICK,TEVA PHARM,N,208798,2017-01-27,DISCN,POWDER,INHALATION,2025-01-09,PEDIATRIC EXCLUSIVITY
4171,1MG/2ML (0.5MG/ML),HALAVEN,EISAI INC,N,201532,2010-11-15,RX,SOLUTION,INTRAVENOUS,2023-01-28,TREATMENT OF PATIENTS WITH UNRESECTABLE OR METASTATIC LIPOSARCOMA WHO HAVE RECEIVED A PRIOR ANTHRACYCLNE-CONTAINING REGIMEN
4174,400MG/2ML (200MG/ML);600MG/2ML (300MG/ML),CABENUVA KIT,VIIV HLTHCARE,N,212888,2021-01-21,RX,"SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,2026-01-21,NEW CHEMICAL ENTITY
4806,EQ 5MG BASE,TRINTELLIX,TAKEDA PHARMS USA,N,204447,2013-09-30,RX,TABLET,ORAL,2023-11-13,INFORMATION ADDED TO THE LABELING REGARDING THE RESULT OF STUDY LUAA21004-402
4318,EQ 30MG BASE,GILOTRIF,BOEHRINGER INGELHEIM,N,201292,2013-07-12,RX,TABLET,ORAL,2025-10-07,PEDIATRIC EXCLUSIVITY
1150,EQ 2.2MG BASE/ML,FINTEPLA,UCB INC,N,212102,2020-06-25,RX,SOLUTION,ORAL,2027-06-25,INDICATED FOR THE TREATMENT OF SEIZURES ASSOCIATED WITH DRAVET SYNDROME IN PATIENTS 2 YEARS OF AGE AND OLDER
5300,EQ 0.1MG BASE,TALZENNA,PFIZER,N,211651,2023-06-20,RX,CAPSULE,ORAL,2023-10-16,NEW CHEMICAL ENTITY
