struct_id,prod_id,strength
845,679538,5GM/100ML;149MG/100ML;225MG/100ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
2706,648970,50MG
865,661912,50MG;0.2MG
1767,668738,36MG
257,669007,EQ 2.5MG BASE;EQ 20MG BASE
4205,684733,N/A/1000ML;20GM/1000ML;5.4GM/1000ML;3.05GM/1000ML;0.157GM/1000ML;2.21GM/1000ML;7.07GM/1000ML (5000ML)
2233,660438,1.5MG
667,682359,1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
2726,674558,"100,000 UNITS/GM;0.1%"
1385,675538,10MG;6.25MG
2274,675987,EQ 10MG BASE
2397,683586,12.5MG
2326,649214,100MG/5ML;15MG/5ML
4214,681504,30MG/100ML;37MG/100ML;0.82MG/100ML;370MG/100ML;530MG/100ML;500MG/100ML;12MG/100ML
5334,688481,300MG
4212,684954,4.7GM;100GM;1.015GM;5.9GM;2.691GM;7.5GM
2389,662184,4MG
183,688183,EQ 10MG BASE;200MG
1082,670051,0.03MG;1.5MG
640,660367,EQ 250MG BASE/VIAL;250MG/VIAL
1878,687382,0.4MG/0.4ML (0.4MG/0.4ML)
2140,658146,30MG
52,639875,300MG;15MG
144,649003,50MG/5ML
2755,678444,400MG;80MG
616,665787,4MG/5ML;5MG/5ML;60MG/5ML
1906,676754,10MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.04MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.3MG/ML;330 UNITS/ML;1 IU/ML
1245,666801,10MG
1798,688498,EQ 100MG BASE/VIAL
192,642485,400MG/5ML
947,678477,80MG/ML
625,680073,50MG;25MG
1497,641028,150MG;300MG
1851,686108,EQ 1GM BASE/VIAL
1897,670152,5MG/10ML (0.5MG/ML)
725,658338,10MG/5ML;6.25MG/5ML
56,657376,250MG
326,672349,200MG
4200,679599,25.7MG/100ML;3.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML
845,679351,20MG/100ML;5GM/100ML;30MG/100ML;380MG/100ML;600MG/100ML
897,646774,180MG
4470,685153,EQ 115MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
52,651792,325MG;37.5MG
282,651999,5MG
1218,644603,30MG
2392,665575,4.6MG/24HR
1747,658941,325MG;400MG
4219,680990,5GM/100ML;30MG/100ML;141MG/100ML;15MG/100ML;260MG/100ML;25MG/100ML
845,682161,4.25%;15GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML
2846,661567,200MG
1353,644168,2MG
4206,680902,7%;102MG/100ML;45MG/100ML;522MG/100ML;410MG/100ML
1963,671548,1MG;0.5MG
56,665848,500MG
2474,682386,24MG
838,684599,200MG/5ML;0.06MG/5ML;0.005MG/5ML;15MG/5ML;0.005MG/5ML;0.6MG/5ML;40MG/5ML;6MG/5ML;3.6MG/5ML;6MG/5ML;1MG/5ML;10MG/5ML;0.15MG/5ML
475,662883,32MG
1400,658534,EQ 50MG HYDROCHLORIDE
4061,651758,EQ 2% BASE;EQ 0.5% BASE
4198,681065,4.25%;10GM/100ML;30MG/100ML;97MG/100ML;120MG/100ML;49.3MG/100ML
555,686361,EQ 100MG BASE
2713,663336,100MG/ML
395,661284,0.2%;EQ 0.5% BASE
1786,660102,25MG;50MG
2813,674589,EQ 75MG BASE
786,642303,EQ 20MG BASE/VIAL
1426,659982,EQ 250MG BASE/VIAL;250MG/VIAL
2726,666872,0.147MG/GM
432,665069,0.75%
659,651707,425.2MG;EQ 574.9MG BASE
1258,679749,40MG
183,662022,EQ 10MG BASE;12.5MG;160MG
2585,643894,7.5MG
2097,682311,100MG
972,664194,EQ 40MG BASE
427,670874,2MG
52,683701,325MG;37.5MG
1057,639473,2MG
2611,685901,1.5%;1%
838,679661,10MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.04MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.3MG/ML;330 UNITS/ML;1 IU/ML
845,678073,5GM/100ML;330MG/100ML
1955,659980,15MG/ML
4201,680278,25.7MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML
2553,666937,20MG
4199,684765,N/A/1000ML;20GM/1000ML;5.4GM/1000ML;2.44GM/1000ML;0.314GM/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML)
2377,642342,150MG
4200,679422,5GM/100ML;30MG/100ML;37MG/100ML;370MG/100ML;530MG/100ML;500MG/100ML
183,651852,EQ 5MG BASE;10MG
408,677258,10MG/ML
1385,661156,12.5MG;300MG
195,639858,1.25MG;1.25MG;1.25MG;1.25MG
3558,676437,3.7%;2.86%;3.42%
1482,652260,100MG/5ML (20MG/ML)
1385,647688,10MG;6.25MG
4162,687730,30MG
4061,675953,EQ 0.5% BASE
4198,678591,20MG/100ML;5GM/100ML;30MG/100ML;600MG/100ML;310MG/100ML
2806,659116,EQ 10MG BASE;320MG
5035,656728,1MG
2326,685652,5MG/5ML;60MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
4198,684665,5.15GM/1000ML;N/A/1000ML;5.4GM/1000ML;2.03GM/1000ML;N/A/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML)
838,680384,100MG/VIAL;0.06MG/VIAL;0.005MG/VIAL;15MG/VIAL;5MCG/VIAL;0.4MG/VIAL;40MG/VIAL;4MG/VIAL;3.6MG/VIAL;3MG/VIAL;1MG/VIAL;10MG/VIAL
1786,679040,100MG
2696,677103,250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
4246,641563,"0.1%;EQ 3.5MG BASE/GM;10,000 UNITS/GM"
4298,671097,5MG
4198,679342,33MG/100ML;5GM/100ML;30MG/100ML;860MG/100ML
435,648177,100MG
669,670371,250MG/5ML;EQ 62.5MG BASE/5ML
4206,681811,5GM/100ML;31MG/100ML;130MG/100ML;26MG/100ML;320MG/100ML
5728,688972,EQ 50MG BASE
52,658506,500MG;5MG
1985,664686,EQ 5MG BASE;12.5MG;40MG
2445,685060,20MG
2593,688369,300MG;300MG
85,673228,5%
621,655491,50MG
4072,676759,20MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.6MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.6MG/ML;330 UNITS/ML;1 IU/ML
2806,663683,EQ 5MG BASE;160MG
24,665568,500MG
2239,654074,20MG
1314,683811,1.25MG;250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
52,662410,325MG;5MG
4489,679843,3%;26MG/100ML;3GM/100ML;54MG/100ML;41MG/100ML;150MG/100ML;200MG/100ML;120MG/100ML
1767,674815,36MG
4944,687776,120MG;EQ 15MG BASE
2122,656166,35MG
1464,646801,61%
484,646100,50MG
1187,651541,100MG
463,640267,356.4MG;30MG;16MG
1725,687909,10MG;1GM
4205,680470,240GM/BOT;2.98GM/BOT;6.72GM/BOT;5.84GM/BOT;22.72GM/BOT
703,646962,0.5MG
701,673033,50MG
779,646258,100MG
2255,670360,225MG
2140,660006,15MG
4205,644222,236GM/BOT;2.97GM/BOT;6.74GM/BOT;5.86GM/BOT;22.74GM/BOT
475,660175,32MG;25MG
1082,667971,0.02MG;0.1MG
1836,653073,EQ 10MG BASE
2286,658291,15MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
765,658325,4MG
1219,680868,0.03% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
851,677257,40%
1790,643750,500MG
3424,648690,650MG;EQ 25MG BASE
725,655135,325MG;30MG
1587,648610,30MG
2303,643326,60MG
4196,676477,"50MG/ML;0.03MG/ML;0.0025MG/ML;7.5MG/ML;100 IU/ML;0.2MG/ML;20MG/ML;2MG/ML;1.8MG/ML;1.5MG/ML;1,650 IU/ML;5 IU/ML"
4198,679413,5GM/100ML;30MG/100ML;97MG/100ML;220MG/100ML;140MG/100ML
1057,682563,0.1MG/24HR
4201,679591,25.7MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML
2832,680345,80MG/VIAL;0.02MG/VIAL;0.001MG/VIAL;5MG/VIAL;0.01MG/VIAL;0.14MG/VIAL;17MG/VIAL;0.2MG/VIAL;1MG/VIAL;1.4MG/VIAL;EQ 1.2MG BASE/VIAL;0.7MG/VIAL;7MG/VIAL
956,678274,EQ 25MG BASE
4114,686661,500MG;EQ 5MG BASE
4202,679118,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML
5035,655835,1MG
1704,658270,325MG;200MG
2029,664675,325MG/5ML;5MG/5ML
1786,652192,1MG/ML
2706,648921,100MG
770,649273,100MG/ML
2436,651715,EQ 50MG BASE
4237,685132,2%;3%;10%;5%
375,684477,"5MG,N/A;N/A,210GM;N/A,0.74GM;N/A,2.86GM;N/A,5.6GM **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**"
489,682368,100MG
2593,670467,250MG
4454,689026,200MG/ML (200MG/ML)
1579,677080,5%
626,658904,250MG
1599,667612,2MG
1232,658980,EQ 100MG BASE/VIAL
198,640746,EQ 125MG BASE/VIAL
845,681309,10GM/100ML;900MG/100ML
2806,682970,80MG
2391,664875,100MG
4214,678451,30MG/100ML;37MG/100ML;368MG/100ML;526MG/100ML;502MG/100ML
74,658797,325MG;50MG;40MG
1540,662067,200MG
1045,660626,EQ 25MG BASE
1125,661650,10MG;40MG
1968,649779,"0.025MG,0.025MG,0.025MG;0.18MG,0.215MG,0.25MG"
1883,674267,25MG;220MG
2326,684513,1MG/5ML;100MG/5ML;15MG/5ML
52,674524,250MG;250MG;65MG
2239,654075,40MG
1881,657278,100MG/ML
2597,650509,EQ 250MG BASE
725,659026,300MG;30MG
4221,683433,2%;0.01%
4201,672290,20MG/100ML;5GM/100ML;179MG/100ML;600MG/100ML;310MG/100ML
2358,652984,EQ 300MG BASE
2589,685449,100MG/VIAL
725,658672,650MG;30MG
3613,684577,200MG/VIAL;0.06MG/VIAL;0.005MG/VIAL;15MG/VIAL;0.005MG/VIAL;0.6MG/VIAL;40MG/VIAL;6MG/VIAL;3.6MG/VIAL;6MG/VIAL;1MG/VIAL;10MG/VIAL;0.15MG/VIAL
129,670185,EQ 0.5MG BASE
2303,672875,160MG
3909,673550,1.2%;0.025%
257,669016,EQ 5MG BASE;EQ 40MG BASE
260,688821,1MG/ML (1MG/ML)
1388,642634,"400 UNITS/GM;1%;EQ 3.5MG BASE/GM;10,000 UNITS/GM"
1540,669028,50MG
1393,650726,2MG
640,659984,EQ 500MG BASE/VIAL;500MG/VIAL
1205,684829,0.1%
2840,683947,"80MG/VIAL;0.02MG/VIAL;400 IU/VIAL;0.001MG/VIAL;5MG/VIAL;0.14MG/VIAL;17MG/VIAL;1MG/VIAL;1.4MG/VIAL;1.2MG/VIAL;7 IU/VIAL;2,300 IU/VIAL;0.2MG/VIAL"
1385,640575,25MG
1832,669221,0.05MG/SPRAY
845,682154,4.25%;10GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML
725,664398,325MG;50MG;40MG;30MG
581,670136,10MG
2282,683639,62.5MG;25MG
4199,674154,5GM/100ML;224MG/100ML;450MG/100ML
1300,662222,2MG;30MG
2815,682789,240MG
954,647646,EQ 2MG BASE
4489,678462,5GM/100ML;32MG/100ML;128MG/100ML;234MG/100ML
4201,684682,5.15GM/1000ML;20GM/1000ML;5.4GM/1000ML;2.03GM/1000ML;0.157GM/1000ML;3.09GM/1000ML;6.46GM/1000ML (5000ML)
1960,674704,EQ 1MG BASE/ML
4247,640833,"500 UNITS/GM;EQ 3.5MG BASE/GM;10,000 UNITS/GM"
2374,679672,10MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.04MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.3MG/ML;330 UNITS/ML;1 IU/ML
3534,675965,40MG/ML
2637,658577,50MG
2303,652412,40MG
845,679079,5GM/100ML;224MG/100ML;450MG/100ML
1225,674467,0.5MG/INH;EQ 0.05MG BASE/INH
2475,657193,25MG;25MG
2646,684211,"0.1MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium"
2303,644721,40MG/5ML
2815,643431,120MG
2529,654209,500MG
3613,679670,10MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.04MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.3MG/ML;330 UNITS/ML;1 IU/ML
2326,684063,2.5MG;120MG
5410,688678,1%
2286,659978,15MG/5ML;6.25MG/5ML
1962,678557,0.035MG;0.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
1986,662031,EQ 0.1% BASE
2562,664014,0.5MG;0.4MG
1386,664969,5MG/5ML;60MG/5ML
2359,672141,500MG
725,658828,300MG;30MG
367,660636,50MG
180,644842,50MG;4MG
4331,665618,800MG
124,679316,100MG
4516,685163,0.25MG/ML (0.25MG/ML)
2611,640693,500MG
257,667604,EQ 20MG BASE
2510,654195,167MG;167MG;167MG
1388,642204,"400 UNITS/GM;1%;EQ 3.5MG BASE/GM;10,000 UNITS/GM"
1869,661632,EQ 2GM BASE/VIAL
645,645871,800MG
2706,676175,100MG
4199,681578,4.25%;36.8MG/100ML;20GM/100ML;51MG/100ML;22.4MG/100ML;261MG/100ML;205MG/100ML
1982,650585,10MG
2583,668147,80MG
1942,653844,40MG
1003,688205,EQ 50MG BASE;200MG;EQ 25MG BASE
961,670389,EQ 50MG BASE
1982,659791,10MG
1283,663373,EQ 200MG BASE/VIAL
1385,681651,25MG;20MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
2528,657386,100MG
956,676289,EQ 100MG BASE
4198,683048,5%;33MG/100ML;20GM/100ML;51MG/100ML;261MG/100ML;340MG/100ML;59MG/100ML
52,657906,300MG;30MG
2233,674069,0.375MG
2352,686925,EQ 100MG BASE
852,677948,5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
1388,640355,20MG
4200,682279,18.3MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML
1567,664499,37.5MG;200MG;150MG
1385,669186,12.5MG;150MG
1610,665949,100MG
995,662835,EQ 20MG BASE
1827,652818,7.5MG
257,660950,EQ 40MG BASE
2140,663842,30MG
4198,679520,5GM/100ML;149MG/100ML;225MG/100ML
882,679232,0.1MG
1982,659793,20MG
4380,665175,EQ 100MG BASE
1154,644929,EQ 600MG BASE
5218,688169,2.5MG;EQ 200MG BASE
1963,664403,1MG;0.5MG
396,672791,1%
358,640012,50MG
180,658208,75MG
496,675719,25MG;100MG
4199,684729,N/A/1000ML;20GM/1000ML;5.4GM/1000ML;3.05GM/1000ML;0.157GM/1000ML;2.21GM/1000ML;7.07GM/1000ML (5000ML)
4168,669263,20MG
2387,660485,5MG
4253,681676,420GM/BOT;1.48GM/BOT;5.72GM/BOT;11.2GM/BOT
180,657364,100MG
522,665872,80MG
1400,665446,10MG
2377,642935,300MG
4205,680727,6GM/100ML;75MG/100ML;168MG/100ML;146MG/100ML;1.29GM/100ML
52,672930,300MG;50MG;40MG
2553,672151,2.5MG
195,663322,2.5MG;2.5MG;2.5MG;2.5MG
1057,671429,0.01%
1567,648705,25MG;100MG
4217,681556,4.25%;10GM/100ML;51MG/100ML;176.5MG/100ML;22.4MG/100ML;104.5MG/100ML;205MG/100ML
1709,675773,1GM/VIAL
4198,680246,5GM/100ML;149MG/100ML;300MG/100ML
3294,667978,6MG
1358,676324,"10,000 UNITS/ML"
4302,673324,0.2MG/ML
2001,670422,EQ 30MG BASE
2583,661547,12.5MG;80MG
2233,664993,0.125MG
4213,655198,0.5%;1%
845,678670,50GM/100ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
2836,676476,"50MG/ML;0.03MG/ML;0.0025MG/ML;7.5MG/ML;100 IU/ML;0.2MG/ML;20MG/ML;2MG/ML;1.8MG/ML;1.5MG/ML;1,650 IU/ML;5 IU/ML"
257,684447,EQ 5MG BASE;EQ 20MG BASE
1407,665745,7.5MG;200MG
645,646085,EQ 240MG BASE/100ML
463,656112,325MG;50MG;40MG
484,679995,25MG;15MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
4198,680173,5GM/100ML;205MG/100ML;100MG/100ML;120MG/100ML;220MG/100ML
1388,656575,1%
3534,666150,400MG
2303,644081,25MG;80MG
2029,665585,325MG;5MG
621,672976,10MG
4198,679376,5GM/100ML;75MG/100ML;200MG/100ML
1878,685602,EQ 4MG BASE;EQ 1MG BASE
4200,678609,25.7MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML
1385,651034,20MG;12.5MG
1421,681627,1GM/VIAL;100MG/ML
341,667300,1.5%
4199,679161,5GM/100ML;75MG/100ML;200MG/100ML
4201,679879,17.6MG/100ML;325.3MG/100ML;119.3MG/100ML;643MG/100ML
1426,659981,EQ 250MG BASE/VIAL;250MG/VIAL
2835,670164,1GM
4199,681315,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML
4198,680109,3.5%;21MG/100ML;40MG/100ML;128MG/100ML;234MG/100ML
845,679350,20MG/100ML;5GM/100ML;30MG/100ML;380MG/100ML;600MG/100ML
2809,669968,EQ 2.5MG BASE
4265,642497,EQ 0.3% BASE
4472,664899,30mCi-300mCi/8ML (3.75-37.5mCi/ML)
1082,644010,"0.035MG,0.035MG;0.5MG,1MG"
2286,658341,5MG/5ML;6.25MG/5ML
2029,687618,1.2MG;10MG
1977,674558,"100,000 UNITS/GM;0.1%"
2140,658147,30MG
845,681803,5GM/100ML;150MG/100ML;130MG/100ML;280MG/100ML;91MG/100ML
1547,684392,"15MG,N/A;N/A,375MG"
1413,676281,500MG
4198,659441,236GM/BOT;2.97GM/BOT;6.74GM/BOT;5.86GM/BOT;22.74GM/BOT
3909,642055,EQ 150MG BASE/ML
1187,649116,50MG
1704,656282,600MG
463,639260,500MG;50MG;40MG
1960,640499,EQ 1MG BASE/ML
989,687789,400MG;300MG;300MG
2271,656604,1%
1878,643349,0.02MG/ML
1529,649672,15MG/ML
701,670298,75MG
4455,682472,4-40mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
841,639939,1.25MG;1.25MG;1.25MG;1.25MG
1813,688522,EQ 4% BASE
4200,647477,0.48MG/ML;0.3MG/ML;0.75MG/ML;3.9MG/ML;6.4MG/ML;1.7MG/ML
1813,665627,EQ 135MG BASE
995,683554,EQ 20MG BASE
838,683769,2 IU/ML;40MG/ML;12MCG/ML;40 IU/ML;1MCG/ML;3MG/ML;120MCG/ML;8MG/ML;1.2MG/ML;0.72MG/ML;1.2MG/ML;660 IU/ML;0.03MG/ML
2726,668441,"100,000 UNITS/GM;0.1%"
1258,679631,40MG
2034,662007,5MG
4246,686146,"10,000 UNITS/ML;EQ 1MG BASE/ML"
1676,688458,400MG/14ML (29.25MG/ML);12MG/14ML (0.88MG/ML)
1384,657088,50MG;50MG
2683,671220,EQ 4MG BASE
1264,652776,400MG
276,642726,EQ 500MG BASE/VIAL
678,642645,EQ 300MG BASE
1531,680656,25MG;300MG
1082,666027,0.02MG;1MG
4200,680271,25.7MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML
1142,662039,5MG
1028,658938,0.005MG/ML;2%
1385,644615,25MG;250MG
725,639492,300MG;60MG
2253,658752,10MG
4199,680999,5GM/100ML;111MG/100ML;256MG/100ML;146MG/100ML;207MG/100ML
4200,639173,18.4MG/100ML;3.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML
971,672492,200MG
4198,645254,236GM/BOT;2.97GM/BOT;6.74GM/BOT;5.86GM/BOT;22.74GM/BOT
625,667993,50MG
4198,678457,30MG/100ML;37MG/100ML;368MG/100ML;526MG/100ML;502MG/100ML
4247,640645,500MG
2514,683669,"200MG,N/A,N/A;N/A,800MG,160MG"
1385,644431,25MG;40MG
2847,663032,5MG
1236,684110,2.5MG/0.5ML
1358,676427,"20,000 UNITS/ML"
1385,651033,20MG;12.5MG
112,653832,EQ 70MG BASE
1986,670566,EQ 0.1% BASE
918,657653,0.025MG;2.5MG
3128,673385,360MG
3481,681671,0.5%
52,658844,500MG;30MG
1883,674268,25MG;220MG
1407,676117,250MG;125MG
4198,682203,25.7MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML
1747,656465,500MG
1610,665947,25MG
2029,661341,5MG
4114,667096,EQ 5MG BASE
4198,683058,5%;33MG/100ML;35GM/100ML;51MG/100ML;261MG/100ML;340MG/100ML;59MG/100ML
358,655323,25MG
4199,679375,5GM/100ML;300MG/100ML;200MG/100ML
645,645811,EQ 6MG BASE/ML
4830,688558,5MG;2.5MG;1GM
719,659424,1%
4198,682810,0.2MG/ML;0.8MG/ML;0.3MG/ML;0.3MG/ML;1.9MG/ML;7.3MG/ML;0.2MG/ML
4201,686616,2.4%;20MG/100ML;6.8GM/100ML;68MG/100ML;124MG/100ML;170MG/100ML;105MG/100ML;3.5GM/100ML (1440ML)
1814,645106,10MG
1353,644082,0.5MG
4214,675345,30MG/100ML;37MG/100ML;368MG/100ML;526MG/100ML;502MG/100ML
2055,682265,"N/A,80MG/VIAL;N/A,0.02MG/VIAL;N/A,0.001MG/VIAL;400 IU/10ML,N/A;N/A,0.14MG/VIAL;N/A,17MG/VIAL;N/A,5MG/VIAL;0.2MG/10ML,N/A;N/A,1MG/VIAL;N/A,1.4MG/VIAL;N/A,1.2MG/VIAL;EQ 2,300 UNITS BASE/10ML,N/A;7 IU/10ML,N/A"
4205,659442,236GM/BOT;2.97GM/BOT;6.74GM/BOT;5.86GM/BOT;22.74GM/BOT
484,646114,25MG
74,646779,385MG;30MG;25MG
52,658272,325MG;50MG;40MG
4239,650816,800MG;10MG;165MG
2374,679669,10MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.04MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.3MG/ML;330 UNITS/ML;1 IU/ML
74,658796,325MG;50MG;40MG
183,687246,EQ 10MG BASE;14MG
4246,685870,"1%;10,000 UNITS/GM"
4196,654851,1MG/ML
4200,678507,36.8MG/100ML;30.5MG/100ML;74.6MG/100ML;640MG/100ML;496MG/100ML;89.6MG/100ML
1209,646845,EQ 40MG BASE
2406,668992,EQ 20MG BASE
1475,647358,0.02%
4201,682042,0.154MG/ML;0.92MG/ML;0.184MG/ML;0.2MG/ML;0.38MG/ML;2.1MG/ML;7.14MG/ML;0.42MG/ML
4199,681318,10MG/100ML;2.5GM/100ML;15MG/100ML;300MG/100ML;160MG/100ML
1384,659715,50MG
2054,660596,EQ 20MG BASE
