id,struct_id,concept_id,relationship_name,concept_name,umls_cui,snomed_full_name,cui_semantic_type,snomed_conceptid
153905,859,21001702,contraindication,Bleeding hemorrhoids,C0265031,Bleeding hemorrhoids,T046,51551000.0
149299,1779,21003376,contraindication,Anaphylaxis,C0002792,Anaphylaxis,T046,39579001.0
156510,4278,21001914,contraindication,Decreased respiratory function,C0235063,Decreased respiratory function,T046,80954004.0
150866,158,21013892,contraindication,Hypochloremic alkalosis,C0151476,Hypochloremic alkalosis,T046,70134007.0
146509,1667,21001655,contraindication,Thromboembolic disorder,C0040038,Thromboembolic disorder,T047,371039008.0
141669,4246,21001155,contraindication,"Neuromuscular block, function",C0700323,"Neuromuscular block, function",T047,55394004.0
138870,1034,21000863,contraindication,Blood coagulation disorder,C0005779,Blood coagulation disorder,T047,64779008.0
172637,449,21000878,contraindication,Thrombocytopenic disorder,C0040034,Thrombocytopenic disorder,T033,302215000.0
160170,353,21002627,indication,Seborrheic dermatitis,C0036508,Seborrheic dermatitis,T047,50563003.0
171023,2146,21002090,contraindication,Severe chronic ulcerative colitis,C0267387,Severe chronic ulcerative colitis,T047,14311001.0
166856,294,21013551,contraindication,Operation on nose,C0188970,Operation on nose,T061,88733004.0
161471,4061,21002775,contraindication,Systemic lupus erythematosus,C0024141,Systemic lupus erythematosus,T047,55464009.0
147560,2543,21001105,contraindication,Epilepsy,C0014544,Epilepsy,T047,84757009.0
170346,2713,21000530,contraindication,Malignant tumor of cervix,C0007847,Malignant tumor of cervix,T191,363354003.0
168349,585,21013442,contraindication,Chronic idiopathic constipation,C0267509,Chronic idiopathic constipation,T047,82934008.0
165608,1261,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002.0
170034,59,21001566,contraindication,Prolonged QT interval,C0151878,Prolonged QT interval,T033,111975006.0
139896,725,21002067,contraindication,Pyloric obstruction,C1541124,Pyloric obstruction,T047,244815007.0
141168,195,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001.0
139154,1427,21000950,contraindication,Mania,C0338831,Mania,T048,231494001.0
148072,4265,21006068,indication,Synergy for Group B Streptococcal Septicemia,,,,
132800,4904,21002827,indication,Ankylosing spondylitis,C0038013,Ankylosing spondylitis,T047,9631008.0
144930,1056,21001876,contraindication,Severe chronic obstructive pulmonary disease,C0730607,Severe chronic obstructive pulmonary disease,T047,313299006.0
142272,2708,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003.0
137203,3317,21002296,contraindication,Impaired renal function disorder,C0341677,Impaired renal function disorder,T047,197663003.0
143373,1336,21001766,indication,Rhinitis,C0035455,Rhinitis,T047,70076002.0
135413,2446,21000462,contraindication,Secondary malignant neoplasm of cerebrum,C0555278,Secondary malignant neoplasm of cerebrum,T191,94248000.0
136902,4411,21002109,contraindication,Gastrointestinal obstruction,C0236124,Gastrointestinal obstruction,T046,126765001.0
165685,1349,21002630,indication,Atopic dermatitis,C0011615,Atopic dermatitis,T047,24079001.0
167582,1967,21002597,indication,Infection due to Staphylococcus aureus,C1318973,Infection due to Staphylococcus aureus,T047,406602003.0
155197,1231,21000803,indication,Iron deficiency anemia,C0162316,Iron deficiency anemia,T047,87522002.0
149449,2657,21004212,indication,Subacute Stent Thrombosis Prevention,,,,
134007,1426,21001804,indication,Pneumonia due to Streptococcus,C0155862,Pneumonia due to Streptococcus,T047,34020007.0
157405,2798,21000184,indication,Herpes labialis,C0019345,Herpes labialis,T047,1475003.0
171037,2239,21001161,contraindication,Disorder of muscle,C0026848,Disorder of muscle,T047,129565002.0
145039,4411,21001992,contraindication,Peptic reflux disease,C0014869,Peptic reflux disease,T047,57643001.0
133631,3174,21000756,contraindication,Hypokalemia,C0020621,Hypokalemia,T033,43339004.0
165750,2727,21013403,indication,Follicular non-Hodgkin's lymphoma,C0024301,Follicular non-Hodgkin's lymphoma,T191,308121000.0
141955,2115,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002.0
173262,1991,21000325,indication,Candidiasis of skin,C0006846,Candidiasis of skin,T047,49883006.0
154657,1334,21002225,contraindication,Acute pancreatitis,C0001339,Acute pancreatitis,T047,197456007.0
171870,663,21001022,indication,Depressive disorder,C0011581,Depressive disorder,T048,35489007.0
148889,1240,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
144321,4496,21013500,contraindication,Senile dementia,C0011268,Senile dementia,T048,15662003.0
155399,419,21001204,contraindication,Ocular hypertension,C0028840,Ocular hypertension,T047,4210003.0
172497,4384,21000807,indication,Megaloblastic anemia,C0002888,Megaloblastic anemia,T047,53165003.0
169404,701,21003391,contraindication,Malignant hyperthermia,C0024591,Malignant hyperthermia,T047,405501007.0
148807,4178,21013679,contraindication,Posterior reversible encephalopathy syndrome,C3160858,Posterior reversible encephalopathy syndrome,T047,450886002.0
145782,2727,21002051,contraindication,Gastritis,C0017152,Gastritis,T047,4556007.0
158138,2611,21001914,contraindication,Decreased respiratory function,C0235063,Decreased respiratory function,T046,80954004.0
140581,1968,21000533,contraindication,Malignant tumor of ovary,C1140680,Malignant tumor of ovary,T191,363443007.0
168953,82,21001738,indication,Common cold,C0009443,Common cold,T047,82272006.0
143614,3609,21003023,contraindication,Surgical procedure,C0543467,Surgical procedure,T058,387713003.0
149113,660,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001.0
162053,818,21000512,contraindication,Malignant neoplasm of liver,C0345904,Malignant neoplasm of liver,T191,93870000.0
153787,701,21000996,contraindication,Alcoholism,C0001973,Alcoholism,T048,7200002.0
136900,4247,21003056,contraindication,Vertigo,C0042571,Vertigo,T184,399153001.0
138087,2253,21002247,indication,Nephrotic syndrome,C0027726,Nephrotic syndrome,T047,52254009.0
172127,465,21001677,contraindication,Telangiectasia disorder,C0039446,Telangiectasia disorder,T047,247479008.0
167956,2428,21003053,indication,Seizure disorder,C0014544,Seizure disorder,T047,128613002.0
165065,4200,21000763,contraindication,Hyperchloremia,C0085679,Hyperchloremia,T047,74450001.0
164523,852,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
171354,1236,21000877,contraindication,Heparin-induced thrombocytopenia,C0272285,Heparin-induced thrombocytopenia,T047,73397007.0
139860,2073,21000523,indication,Non-small cell lung cancer,C0007131,Non-small cell lung cancer,T191,254637007.0
153760,1057,21002504,contraindication,Intermenstrual bleeding - irregular,C0025874,Intermenstrual bleeding - irregular,T046,64996003.0
145742,2284,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
169682,1085,21003316,contraindication,Injury of head,C0018674,Injury of head,T037,82271004.0
157915,4732,21002216,contraindication,Obstruction of bile duct,C0008370,Obstruction of bile duct,T047,30144000.0
161635,4183,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001.0
168686,4202,21013442,contraindication,Chronic idiopathic constipation,C0267509,Chronic idiopathic constipation,T047,82934008.0
164474,1195,21001606,contraindication,Heart disease,C0018799,Heart disease,T047,56265001.0
160028,2047,21000996,contraindication,Alcoholism,C0001973,Alcoholism,T048,7200002.0
167322,198,21002434,indication,Inflammatory Disease of Female Pelvic Organs,,,,
159122,1213,21013399,contraindication,Metabolic syndrome X,C0524620,Metabolic syndrome X,T047,237602007.0
173185,804,21001022,indication,Depressive disorder,C0011581,Depressive disorder,T048,35489007.0
163613,818,21000789,contraindication,Obesity,C0028754,Obesity,T047,414916001.0
154497,1767,21000842,contraindication,Anemia,C0002871,Anemia,T047,271737000.0
153159,2303,21002225,contraindication,Acute pancreatitis,C0001339,Acute pancreatitis,T047,197456007.0
148723,3424,21000935,contraindication,Drug-induced psychosis,C0033937,Drug-induced psychosis,T048,191483003.0
141893,594,21002475,contraindication,Endometriosis,C0014175,Endometriosis,T047,129103003.0
133581,2492,21002159,indication,Infectious disease of abdomen,C1112209,Infectious disease of abdomen,T047,128070006.0
165168,1763,21002051,contraindication,Gastritis,C0017152,Gastritis,T047,4556007.0
175613,4666,40249786,indication,Diagnosis of renal failure,,,,
149778,989,21000701,contraindication,Hypercholesterolemia,C0020443,Hypercholesterolemia,T047,13644009.0
152520,4116,21001545,contraindication,Torsades de pointes,C0040479,Torsades de pointes,T047,31722008.0
158331,2840,21009027,indication,Hypogonadal Osteoporosis in Males,,,,
155179,2706,21003043,contraindication,Concentration Difficulty,,,,
132539,2037,21002114,indication,Constipation,C0009806,Constipation,T184,14760008.0
143460,1385,21000733,contraindication,Hypercalcemia,C0020437,Hypercalcemia,T047,66931009.0
166238,1385,21000609,contraindication,Hyperparathyroidism,C0020502,Hyperparathyroidism,T047,66999008.0
170739,880,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002.0
132915,4839,40249098,indication,Hemorrhage,C0019080,Hemorrhage,T046,50960005.0
162346,760,21000753,contraindication,Hyperkalemia,C0020461,Hyperkalemia,T033,14140009.0
161786,527,21002348,indication,Staphylococcus Epidermidis Urinary Tract Infection,,,,
151165,2489,21000576,contraindication,Surgical procedure on eye proper,C0395020,Surgical procedure on eye proper,T061,373353005.0
163645,1386,21002067,contraindication,Pyloric obstruction,C1541124,Pyloric obstruction,T047,244815007.0
143933,2633,21003181,contraindication,Shock,C0036974,Shock,T046,27942005.0
167784,4245,21002821,indication,Arthritic Pain,,,,
162929,1842,21001574,indication,Ventricular arrhythmia,C0085612,Ventricular arrhythmia,T046,44103008.0
163478,2661,21002159,indication,Infectious disease of abdomen,C1112209,Infectious disease of abdomen,T047,128070006.0
161944,621,21000842,contraindication,Anemia,C0002871,Anemia,T047,271737000.0
148114,1768,21001661,off-label use,Polyarteritis nodosa,C0031036,Polyarteritis nodosa,T047,155441006.0
150981,408,21001480,contraindication,Cor pulmonale,C0034072,Cor pulmonale,T047,83291003.0
169918,1388,21001355,indication,Disorder of eye,C0015397,Disorder of eye,T047,371405004.0
167093,2684,21001191,indication,Uveitis,C0042164,Uveitis,T047,128473001.0
141805,1968,4343717,contraindication,Uterine leiomyoma,C0042133,Uterine leiomyoma,T191,95315005.0
175618,1878,40249791,indication,Overdose of opiate,C0579142,Overdose of opiate,T037,242253008.0
159471,1634,21001594,contraindication,Disorder of cardiovascular system,C0007222,Disorder of cardiovascular system,T047,49601007.0
147578,859,21003321,contraindication,Open wound,C0332798,Open wound,T037,125643001.0
152577,1085,21000566,contraindication,Neoplasm of brain,C0006118,Neoplasm of brain,T191,126952004.0
150021,4072,21000755,contraindication,Familial hyperkalemic periodic paralysis,C0238357,Familial hyperkalemic periodic paralysis,T047,304737009.0
159989,594,21001966,contraindication,Disturbance of salivary secretion,C0012765,Disturbance of salivary secretion,T046,78948009.0
155709,1353,21003304,contraindication,Drug Induced CNS Depression,,,,
158562,976,21002361,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009.0
153979,2379,21008952,indication,Hepatic encephalopathy,C0019151,Hepatic encephalopathy,T047,13920009.0
161523,2132,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009.0
153013,3462,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001.0
160131,4244,21013838,contraindication,Osteolysis,C0302313,Osteolysis,T033,203522001.0
147985,1028,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002.0
164569,1437,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001.0
147163,1184,21001750,contraindication,Pharyngitis,C0031350,Pharyngitis,T047,405737000.0
142567,2684,21001812,indication,Bacterial infection due to Serratia,C0085394,Bacterial infection due to Serratia,T047,71120004.0
173736,5327,40249369,indication,Metastatic urothelial carcinoma,C4288754,Metastatic urothelial carcinoma,T191,458321000124102.0
136994,2415,21002296,contraindication,Impaired renal function disorder,C0341677,Impaired renal function disorder,T047,197663003.0
133274,886,21002035,contraindication,Peptic ulcer,C0030920,Peptic ulcer,T047,13200003.0
151203,2044,21000533,indication,Malignant tumor of ovary,C1140680,Malignant tumor of ovary,T191,363443007.0
166353,1704,21002753,contraindication,Chloasma,C0025218,Chloasma,T047,36209000.0
167183,966,21002246,contraindication,Procedure on urinary system,C0545433,Procedure on urinary system,T058,118677009.0
143308,525,21001924,indication,Lower respiratory tract infection,C0149725,Lower respiratory tract infection,T047,50417007.0
167925,489,21001103,indication,Localization-related epilepsy,C0014547,Localization-related epilepsy,T047,230381009.0
160577,2148,21002231,contraindication,Gastrointestinal hemorrhage,C0017181,Gastrointestinal hemorrhage,T046,74474003.0
167460,4265,21002322,indication,Complicated Urinary Tract Infections,,,,
161913,198,21002320,indication,Urinary tract infectious disease,C0042029,Urinary tract infectious disease,T047,68566005.0
151965,2245,21002846,indication,Bursitis,C0006444,Bursitis,T047,84017003.0
160925,2042,21013555,contraindication,Multiple pregnancy,C0032989,Multiple pregnancy,T046,16356006.0
149458,85,21000185,off-label use,Disseminated Herpes Simplex Neonatal Infection,,,,
151306,2326,21002048,contraindication,Gastrointestinal ulcer,C0237938,Gastrointestinal ulcer,T047,40845000.0
135175,1388,21001125,indication,Cerebral edema,C0006114,Cerebral edema,T046,2032001.0
141064,4296,21012216,contraindication,Theophylline Toxicity,,,,
150887,2082,21002858,indication,Necrotizing Fasciitis Streptococcus Infection,,,,
137044,1949,21002350,off-label use,Prevention of Bacterial Urinary Tract Infection,,,,
156138,2834,21000846,contraindication,Hemophilia,C0684275,Hemophilia,T047,90935002.0
159645,4528,21012151,indication,Mineral Deficiency Prevention,,,,
137587,3972,21000378,indication,Infection by Onchocerca volvulus,C0029001,Infection by Onchocerca volvulus,T047,38539003.0
175242,5000,40249629,indication,Cardiovascular disease,C0007222,Disorder of cardiovascular system,T047,49601007.0
156762,254,21000192,contraindication,Chronic type B viral hepatitis,C0524909,Chronic type B viral hepatitis,T047,61977001.0
156681,119,21002195,contraindication,Hepatic coma,C0019147,Hepatic coma,T047,72836002.0
157567,4072,21000404,contraindication,Sarcoidosis,C0036202,Sarcoidosis,T047,31541009.0
135946,533,21000026,contraindication,Pseudomembranous enterocolitis,C0014358,Pseudomembranous enterocolitis,T047,397683000.0
138516,2303,21001517,contraindication,Complete atrioventricular block,C0151517,Complete atrioventricular block,T047,27885002.0
152712,1883,21001206,contraindication,Angle-closure glaucoma,C0017605,Angle-closure glaucoma,T047,392291006.0
135930,454,21003017,indication,Sedation as Adjunct to Anesthesia,,,,
140957,2497,21002361,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009.0
174072,5421,40249399,indication,Anemia of renal disease,C0472713,Anemia of renal disease,T047,234348004.0
137764,2392,21001070,contraindication,Extrapyramidal disease,C0015371,Extrapyramidal disease,T047,76349003.0
168857,2738,21000803,contraindication,Iron deficiency anemia,C0162316,Iron deficiency anemia,T047,87522002.0
160154,1587,21000716,contraindication,Gout,C0018099,Gout,T047,90560007.0
153624,562,21001834,indication,Acute bacterial bronchitis,C0339933,Acute bacterial bronchitis,T047,233598009.0
161161,2528,21000714,indication,Chronic gouty arthritis,C0268108,Chronic gouty arthritis,T047,68451005.0
160067,1454,21002221,contraindication,Dysfunction of sphincter of Oddi,C0878588,Dysfunction of sphincter of Oddi,T047,430887001.0
164582,2422,21003292,contraindication,Liver function tests abnormal,C0151766,Liver function tests abnormal,T033,166603001.0
156070,1229,21008595,off-label use,Primary Prevention of Coronary Heart Disease,,,,
141336,374,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001.0
164580,2415,21013818,contraindication,Ultrarapid metabolizer due to cytochrome p450 CYP2D6 variant,C1827786,Ultrarapid metabolizer due to cytochrome p450 CYP2D6 variant,T047,422681000.0
157918,129,21002095,contraindication,Vascular insufficiency of intestine,C2004435,Vascular insufficiency of intestine,T047,82196007.0
134421,556,21013411,off-label use,Pyrexia of unknown origin,C0015970,Pyrexia of unknown origin,T184,7520000.0
169255,1110,21000707,contraindication,Hyperlipidemia,C0020473,Hyperlipidemia,T047,55822004.0
159856,2247,21001204,contraindication,Ocular hypertension,C0028840,Ocular hypertension,T047,4210003.0
163706,3659,21001606,contraindication,Heart disease,C0018799,Heart disease,T047,56265001.0
143574,180,21001020,off-label use,Posttraumatic stress disorder,C0038436,Posttraumatic stress disorder,T048,47505003.0
149965,4380,21001206,contraindication,Angle-closure glaucoma,C0017605,Angle-closure glaucoma,T047,392291006.0
135637,502,21002534,off-label use,Incomplete miscarriage,C0000810,Incomplete miscarriage,T046,156072005.0
132937,4826,40249092,indication,Acquired partial lipodystrophy,C0220989,Acquired partial lipodystrophy,T047,75659004.0
174978,4192,40248966,indication,Wild-type transthyretin cardiac amyloidosis,C0268407,Senile cardiac amyloidosis,T047,16573007.0
159915,2279,21003275,contraindication,Impaired glucose tolerance,C0271650,Impaired glucose tolerance,T047,9414007.0
145952,2328,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
172337,4207,21003069,indication,Fever,C0015967,Fever,T033,386661006.0
175323,4924,40249671,indication,Endometrial carcinoma progressing after chemotherapy,C0476089,Endometrial carcinoma,T191,254878006.0
165511,349,21001770,indication,Allergic rhinitis,C2607914,Allergic rhinitis,T047,61582004.0
157530,403,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
147857,1280,21000039,off-label use,Acute tuberculosis,C0275959,Acute tuberculosis,T047,25629007.0
169531,1714,21000512,contraindication,Malignant neoplasm of liver,C0345904,Malignant neoplasm of liver,T191,93870000.0
144085,1552,21013561,contraindication,Viral hepatitis type B,C0019163,Viral hepatitis type B,T047,66071002.0
158120,475,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
163735,1579,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003.0
159195,1210,21000733,contraindication,Hypercalcemia,C0020437,Hypercalcemia,T047,66931009.0
148235,465,21002683,off-label use,Psoriasis,C0033860,Psoriasis,T047,9014002.0
145953,2402,21001563,contraindication,Bradycardia,C0428977,Bradycardia,T046,48867003.0
168929,734,21000802,indication,Autoimmune disease,C0004364,Autoimmune disease,T047,85828009.0
174191,5438,40249438,indication,Ebola virus disease,C0282687,Ebola virus disease,T047,37109004.0
158687,1003,21002196,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004.0
163144,2834,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003.0
170469,956,21003068,contraindication,Sleep apnea,C0037315,Sleep apnea,T047,73430006.0
150108,647,40249007,indication,Hypercalcemia due to Primary Hyperparathyroidism,,,,
137151,2481,21001388,contraindication,Inner Ear Disturbance,,,,
141368,988,21002013,contraindication,Gastric ulcer,C0038358,Gastric ulcer,T047,397825006.0
154551,2633,21001149,contraindication,Myasthenia gravis,C0026896,Myasthenia gravis,T047,91637004.0
154463,2611,21002253,contraindication,Glomerulonephritis,C0017658,Glomerulonephritis,T047,36171008.0
158641,659,21012350,contraindication,Transplantation of heart,C0018823,Transplantation of heart,T061,32413006.0
165638,4505,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
135260,961,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002.0
159611,2279,21002393,contraindication,Fibroadenosis of breast,C1305875,Fibroadenosis of breast,T047,23260002.0
173434,318,21003276,indication,Hyperuricemia,C0740394,Hyperuricemia,T047,35885006.0
156888,1277,21001538,indication,Paroxysmal supraventricular tachycardia,C0030590,Paroxysmal supraventricular tachycardia,T047,67198005.0
159368,4199,21003351,contraindication,Poisoning by digitalis glycoside,C0274726,Poisoning by digitalis glycoside,T037,12876009.0
134634,1546,21000613,indication,Acromegaly,C0001206,Acromegaly,T047,74107003.0
173089,4923,21000523,indication,Non-small cell lung cancer,C0007131,Non-small cell lung cancer,T191,254637007.0
148541,1786,21001517,contraindication,Complete atrioventricular block,C0151517,Complete atrioventricular block,T047,27885002.0
166781,242,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003.0
168960,192,21001385,indication,Infective otitis media,C0729586,Infective otitis media,T047,312218008.0
166633,585,21001435,contraindication,Hypertensive urgency,C0745138,Hypertensive urgency,T047,443482000.0
143740,2446,21003130,contraindication,Hyperbilirubinemia,C0020433,Hyperbilirubinemia,T047,14783006.0
135876,760,21001432,contraindication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003.0
160821,1959,21013525,contraindication,Major Surgery with Prolonged Post-Operative Immobilization,,,,
167511,463,21002067,contraindication,Pyloric obstruction,C1541124,Pyloric obstruction,T047,244815007.0
160282,2477,21002247,contraindication,Nephrotic syndrome,C0027726,Nephrotic syndrome,T047,52254009.0
150079,4061,21001876,contraindication,Severe chronic obstructive pulmonary disease,C0730607,Severe chronic obstructive pulmonary disease,T047,313299006.0
141612,1613,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002.0
153996,925,21001815,indication,Legionella Pneumophila Pneumonia,,,,
142145,563,21002804,indication,Infectious disorder of joint,C0157749,Infectious disorder of joint,T047,363162000.0
154203,1164,21004377,contraindication,Hypovolemia,C0546884,Hypovolemia,T033,28560003.0
158176,4451,21001204,contraindication,Ocular hypertension,C0028840,Ocular hypertension,T047,4210003.0
148332,1579,21013484,contraindication,Cardiovascular event risk,C1273410,Cardiovascular event risk,T033,395112001.0
164272,2448,21003338,contraindication,Traumatic injury,C3263723,Traumatic injury,T037,417746004.0
167502,1893,21003246,contraindication,Diarrhea,C0011991,Diarrhea,T184,62315008.0
153738,2475,21002249,indication,Edema due to Nephrotic Syndrome,,,,
134923,2583,21002216,contraindication,Obstruction of bile duct,C0008370,Obstruction of bile duct,T047,30144000.0
147460,1210,21000584,contraindication,Hypothyroidism,C0020676,Hypothyroidism,T047,40930008.0
141138,1314,21003301,contraindication,Severe Hypoxemia,,,,
137510,4122,21002673,contraindication,Erythroderma,C0011606,Erythroderma,T047,399992009.0
170694,4510,21007034,contraindication,Anemia due to enzyme deficiency,C0272053,Anemia due to enzyme deficiency,T047,111577008.0
138324,1996,21001015,contraindication,Bulimia nervosa,C2267227,Bulimia nervosa,T048,78004001.0
146929,323,21001788,indication,Suppression of the Gag Reflex,,,,
150410,1003,21000959,contraindication,Paranoid disorder,C1456784,Paranoid disorder,T048,191667009.0
154580,1821,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002.0
146893,865,21007636,contraindication,Gastrointestinal perforation,C0151664,Gastrointestinal perforation,T047,51875005.0
155019,982,21001914,contraindication,Decreased respiratory function,C0235063,Decreased respiratory function,T046,80954004.0
167881,4284,21003246,contraindication,Diarrhea,C0011991,Diarrhea,T184,62315008.0
154129,4031,21000836,contraindication,Bone marrow depression,C0151773,Bone marrow depression,T047,307762000.0
152084,466,21000733,contraindication,Hypercalcemia,C0020437,Hypercalcemia,T047,66931009.0
160507,2133,21000996,contraindication,Alcoholism,C0001973,Alcoholism,T048,7200002.0
142271,2708,21001582,indication,Peripheral Edema due to Chronic Heart Failure,,,,
151105,156,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001.0
144412,2415,21001206,contraindication,Angle-closure glaucoma,C0017605,Angle-closure glaucoma,T047,392291006.0
144128,4021,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
150177,4213,21002035,contraindication,Peptic ulcer,C0030920,Peptic ulcer,T047,13200003.0
172463,566,21001739,indication,Acute maxillary sinusitis,C0155804,Acute maxillary sinusitis,T047,68272006.0
152728,2825,21000474,off-label use,Primary cutaneous T-cell lymphoma,C0079773,Primary cutaneous T-cell lymphoma,T191,400122007.0
161269,2726,21000874,indication,Acquired thrombocytopenia,C0154301,Acquired thrombocytopenia,T047,74576004.0
161989,258,21007034,contraindication,Anemia due to enzyme deficiency,C0272053,Anemia due to enzyme deficiency,T047,111577008.0
142555,666,21003126,contraindication,Peripheral edema,C0085649,Peripheral edema,T033,271809000.0
157667,1967,21000296,indication,Chlamydia Cervicitis,,,,
163899,4269,21000722,contraindication,Hypocupremia,C0268070,Hypocupremia,T047,19577007.0
139612,349,21000385,contraindication,Infection by Strongyloides,C0038463,Infection by Strongyloides,T047,1214006.0
147624,1490,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001.0
157305,2633,21000778,contraindication,Variegate porphyria,C0162532,Variegate porphyria,T047,58275005.0
159938,779,21001460,contraindication,Angina pectoris,C0002962,Angina pectoris,T033,194828000.0
169760,1261,21000049,off-label use,Plague,C0032064,Plague,T047,58750007.0
167198,2777,21001820,indication,Pneumonia due to Mycoplasma pneumoniae,C0032302,Pneumonia due to Mycoplasma pneumoniae,T047,46970008.0
165778,1569,21003050,contraindication,Hallucinations,C0018524,Hallucinations,T048,7011001.0
142712,4271,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002.0
135654,563,21002792,indication,Bacteroides Joint Infection,,,,
155015,1024,21001469,contraindication,Disorder of coronary artery,C1956346,Disorder of coronary artery,T047,414024009.0
162870,404,21001001,contraindication,Dependent drug abuse,C1510472,Dependent drug abuse,T048,6525002.0
167625,1569,21001806,indication,Staphylococcal pneumonia,C0032308,Staphylococcal pneumonia,T047,22754005.0
149272,886,21001855,contraindication,Pulmonary emphysema,C0034067,Pulmonary emphysema,T047,87433001.0
152187,621,21001563,contraindication,Bradycardia,C0428977,Bradycardia,T046,48867003.0
145954,2402,21003036,contraindication,Drowsy,C0013144,Drowsy,T033,271782001.0
173308,5212,40249134,indication,Sarcoma of soft tissue,C1261473,Sarcoma of soft tissue,T191,424952003.0
144459,1809,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003.0
165615,1225,21001855,indication,Pulmonary emphysema,C0034067,Pulmonary emphysema,T047,87433001.0
164329,2134,21002279,contraindication,Kidney stone,C0022650,Kidney stone,T047,95570007.0
153272,4519,21001432,contraindication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003.0
145927,2245,21000423,indication,Diagnostic Test for Cushing's Syndrome,,,,
134992,4566,21007610,indication,Cataplexy and narcolepsy,C0751362,Cataplexy and narcolepsy,T047,193042000.0
143248,2424,21001435,contraindication,Hypertensive urgency,C0745138,Hypertensive urgency,T047,443482000.0
164157,239,21003023,contraindication,Surgical procedure,C0543467,Surgical procedure,T058,387713003.0
151330,2740,21001241,contraindication,Visual impairment,C3665347,Visual impairment,T033,397540003.0
162378,2770,21003300,contraindication,Hypoxia,C0242184,Hypoxia,T046,389086002.0
155851,463,21002310,contraindication,Bladder outflow obstruction,C0403654,Bladder outflow obstruction,T020,236645006.0
175702,1569,21001371,indication,Otitis media caused by Pseudomonas aeruginosa,C0276077,Malignant otitis media,T047,16664009.0
158511,4200,21001158,contraindication,"Congenital myotonia, autosomal dominant form",C2936781,"Congenital myotonia, autosomal dominant form",T047,57938005.0
147127,2419,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001.0
162858,276,21001796,indication,Pneumococcal pneumonia,C0155862,Pneumococcal pneumonia,T047,233607000.0
158722,4411,21000580,contraindication,Hyperthyroidism,C0020550,Hyperthyroidism,T047,34486009.0
136083,1018,21001916,contraindication,Disorder of lung,C0024115,Disorder of lung,T047,19829001.0
142443,2831,21002089,contraindication,Ulcerative colitis,C0009324,Ulcerative colitis,T047,64766004.0
156886,1310,21000746,contraindication,Dehydration,C0011175,Dehydration,T047,34095006.0
148987,1402,21000579,contraindication,Thyrotoxicosis,C0040156,Thyrotoxicosis,T047,90739004.0
157365,115,21001461,contraindication,Progressive Angina Pectoris,,,,
148615,886,21000737,contraindication,Acidosis,C0001122,Acidosis,T046,51387008.0
149390,30,21000777,contraindication,Erythropoietic protoporphyria,C0162568,Erythropoietic protoporphyria,T047,51022005.0
169264,1059,21000732,contraindication,Hypocalcemia,C0020598,Hypocalcemia,T046,5291005.0
