id,pmid,doi,document_id,type,authors,title,isbn10,url,journal,volume,issue,dp_year,pages
2758,32020029.0,10.1038/s41422-020-0282-0,,JOURNAL ARTICLE,"Wang M, Cao R, Zhang L, Yang X, Liu J, Xu M, Shi Z, Hu Z, Zhong W, Xiao G",Remdesivir and chloroquine effectively inhibit the recently emerged novel coronavirus (2019-nCoV) in vitro,,,Cell Res,30,3,2020.0,269-271
3054,31371478.0,10.1124/jpet.119.259341,,JOURNAL ARTICLE,"Taniguchi T, Ashizawa N, Matsumoto K, Saito R, Motoki K, Sakai M, Chikamatsu N, Hagihara C, Hashiba M, Iwanaga T","Pharmacological evaluation of dotinurad, a selective urate reabsorption inhibitor",,,J Pharmacol Exp Ther,371,1,2019.0,162-170
3553,,,NDA:215515 review,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/215515Orig1s000PharmR.pdf,,,,2022.0,
100,,,20800AMZ00077000,DRUG LABEL,,Coretec Injection 5 mg,,http://eisai.jp/medical/products/di/EPI/COR_A_EPI.pdf,,,,2009.0,
246,21466810.0,10.1016/j.lfs.2011.03.019,,JOURNAL ARTICLE,"Inayoshi A, Sugimoto Y, Funahashi J, Takahashi S, Matsubara M, Kusaka H","Mechanism underlying the block of human Cav3.2 T-type Ca2+ channels by benidipine, a dihydropyridine Ca2+ channel blocker.",,,Life Sci.,88,19-20,2011.0,898-907
543,2547493.0,,,JOURNAL ARTICLE,"Klöckner U, Isenberg G",The dihydropyridine niguldipine modulates calcium and potassium currents in vascular smooth muscle cells.,,,Br. J. Pharmacol.,97,3,1989.0,957-67
548,10533013.0,,,JOURNAL ARTICLE,"Wright RO, Lewander WJ, Woolf AD","Methemoglobinemia: etiology, pharmacology, and clinical management.",,,Ann Emerg Med,34,5,1999.0,646-56
2774,32141023.0,10.1007/s40265-020-01277-0,,JOURNAL ARTICLE,Duggan S,Osilodrostat: First Approval,,,Drugs,80,5,2020.0,495-500
634,22088449.0,,,JOURNAL ARTICLE,"Wang HP, Zhang L, Wang YX, Tan FL, Xia Y, Ren GJ, Hu P, Jiang J, Wang MZ, Xiao Y","Phase I trial of icotinib, a novel epidermal growth factor receptor tyrosine kinase inhibitor, in Chinese patients with non-small cell lung cancer.",,,Chin. Med. J.,124,13,2011.0,1933
3559,,,EMEA/H/C/005865,DRUG LABEL,,,,https://www.ema.europa.eu/en/documents/product-information/tecvayli-epar-product-information_en.pdf,,,,2022.0,
3688,,,NDA:215887,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215887Orig1s000Correctedlbl.pdf,,,,2023.0,
226,,,BLA:125388,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125388_S056S078lbl.pdf,,,,2014.0,
611,,,NDA:022081,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022081s033lbl.pdf,,,,2015.0,
564,,,NDA:020954,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020954s014lbl.pdf,,,,2015.0,
290,,,NDA:022011,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022011s013lbl.pdf,,,,2013.0,
3710,,,NDA:216974,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216974Orig1s000Correctedlbl.pdf,,,,2023.0,
171,15542782.0,,,JOURNAL ARTICLE,"Fry DW, Harvey PJ, Keller PR, Elliott WL, Meade M, Trachet E, Albassam M, Zheng X, Leopold WR, Pryer NK, Toogood PL",Specific inhibition of cyclin-dependent kinase 4/6 by PD 0332991 and associated antitumor activity in human tumor xenografts.,,,Mol. Cancer Ther.,3,11,2004.0,1427-38
2418,,,NDA:210498,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210498lbl.pdf,,,,2018.0,
248,,,BLA:103705,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/103705s5432lbl.pdf,,,,2014.0,
2542,24900436.0,10.1021/ml2002423,,JOURNAL ARTICLE,"Munchhof MJ, Li Q, Shavnya A, Borzillo GV, Boyden TL, Jones CS, LaGreca SD, Martinez-Alsina L, Patel N, Pelletier K, Reiter LA, Robbins MD, Tkalcevic GT","Discovery of PF-04449913, a Potent and Orally Bioavailable Inhibitor of Smoothened.",,,ACS Med. Chem. Lett.,3,2,2011.0,106-11
665,,,NDA:208772,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208772lbl.pdf,,,,2017.0,
51,10428387.0,10.1016/S0968-0896(99)00003-6,,JOURNAL ARTICLE,,"Synthesis and antimuscarinic activity of a series of 4-(1-Imidazolyl)-2,2-diphenylbutyramides: discovery of potent and subtype-selective antimuscarinic agents.",,,Bioorg Med Chem,,,1999.0,
2557,28265006.0,10.1158/1535-7163,,JOURNAL ARTICLE,"Burova E, Hermann A, Waite J, Potocky T, Lai V, Hong S, Liu M, Allbritton O, Woodruff A, Wu Q et al",Characterization of the Anti-PD-1 Antibody REGN2810 and Its Antitumor Activity in Human PD-1 Knock-In Mice.,,,Mol. Cancer Ther.,16,5,2017.0,861-870
2570,,,NDA:210922,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210922s000lbl.pdf,,,,2018.0,
288,9726653.0,,,JOURNAL ARTICLE,"Fujimoto S, Ohashi M, Hiramoto A, Inoue Y, Nagai K, Shiokawa H, Itoh T","Vasorelaxant effect of olprinone, an inhibitor of phosphodiesterase 3, on mesenteric small artery and vein of rabbits.",,,Eur. J. Pharmacol.,353,2-3,1998.0,239-46
6,19428599.0,10.1016/j.antiviral.2009.02.198,,JOURNAL ARTICLE,,T-705 (favipiravir) and related compounds: Novel broad-spectrum inhibitors of RNA viral infections.,,,Antiviral Res,,,2009.0,
509,17276408.0,,,JOURNAL ARTICLE,Triggle DJ,"Calcium channel antagonists: clinical uses--past, present and future.",,,Biochem. Pharmacol.,74,1,2007.0,1-9
403,,,BLA:125559,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125559Orig1s000lbl.pdf,,,,2015.0,
170,,,NDA:207103,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207103s000lbl.pdf,,,,2015.0,
3387,,,NDA:209607,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209607s000lbl.pdf,,,,2018.0,
3409,,,NDA:215866,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215866s000lbl.pdf,,,,2022.0,
1500,10385705.0,,,JOURNAL ARTICLE,"Christopoulos G, Perry KJ, Morfis M, Tilakaratne N, Gao Y, Fraser NJ, Main MJ, Foord SM, Sexton PM",Multiple amylin receptors arise from receptor activity-modifying protein interaction with the calcitonin receptor gene product.,,,Mol. Pharmacol.,56,1,1999.0,235-42
2913,,,NDA:213702,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213702s000lbl.pdf,,,,2020.0,
245,19010832.0,10.1158/1078-0432.CCR-08-0169,,JOURNAL ARTICLE,"Morris PG, Fornier MN",Microtubule active agents: beyond the taxane frontier.,,,Clin. Cancer Res.,14,22,2008.0,7167-72
656,,,BLA:761055,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761055lbl.pdf,,,,2017.0,
265,,,EMEA/H/C/000771,DRUG LABEL,,,,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000771/WC500020327.pdf,,,,2014.0,
321,,,BLA:125151,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/125151s0184lbl.pdf,,,,2013.0,
2600,31301033.0,10.1007/s40265-019-01168-z,,JOURNAL ARTICLE,"Paik J, Duggan S",Volanesorsen: First global approval,,,Drugs,79,12,2019.0,1349-54
83,22470110.0,10.1128/AAC.06283-11,,JOURNAL ARTICLE,,Pharmacokinetic/Pharmacodynamic predictors of clinical potency for hepatitis C virus nonnucleoside polymerase and protease inhibitors.,,,Antimicrob Agents Chemother,,,2012.0,
560,,,NDA:203756,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/203756lbl.pdf,,,,2012.0,
355,,,objectId=212,ONLINE RESOURCE,"Frank M. Dautzenberg, Dimitri E. Grigoriadis, Richard L. Hauger, Thomas Steckler, Wylie W. Vale.",Corticotropin-releasing factor receptors: CRF1 receptor. Last modified on 02/02/2015. Accessed on 19/06/2015. IUPHAR/BPS Guide to PHARMACOLOGY,,http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=212,,,,2015.0,
493,,,BLA:761035,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/761035s000lbl.pdf,,,,2015.0,
258,,,BLA:103792,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/103792s5311lbl.pdf,,,,2014.0,
180,,,NDA:200603,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/200603s015lbl.pdf,,,,2013.0,
527,,,mepronizine_ct_8952,DRUG LABEL,,,,http://www.has-sante.fr/portail/upload/docs/application/pdf/2012-09/mepronizine_ct_8952.pdf,,,,2011.0,
2737,,,BLA:761139,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761139s000lbl.pdf,,,,2019.0,
2552,30298461.0,10.1007/s40265-018-0989-0,,JOURNAL ARTICLE,Duggan S,Caplacizumab: First Global Approval.,,,Drugs,78,15,2018.0,1639-42
2728,,,NDA:211765,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211765s000lbl.pdf,,,,2019.0,
34,19263460.0,10.1002/cmdc.200900014,,JOURNAL ARTICLE,,"Discovery of riociguat (BAY 63-2521): a potent, oral stimulator of soluble guanylate cyclase for the treatment of pulmonary hypertension.",,,ChemMedChem,,,2009.0,
306,,,NDA:021999,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021999s029lbl.pdf,,,,2014.0,
3258,,,EMEA/H/C/005475,DRUG LABEL,,,,https://www.ema.europa.eu/en/documents/product-information/voxzogo-epar-product-information_en.pdf,,,,2021.0,
4,19661462.0,10.1161/CIRCRESAHA.109.198572,,JOURNAL ARTICLE,,Using lidocaine and benzocaine to link sodium channel molecular conformations to state-dependent antiarrhythmic drug affinity.,,,Circ Res,,,2009.0,
84,24102143.0,10.1111/bph.12408,,JOURNAL ARTICLE,,Characterization of molecular and cellular functions of the cyclin-dependent kinase CDK9 using a novel specific inhibitor.,,,Br J Pharmacol,,,2014.0,
617,,,NDA:208524,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/208524s000lbl.pdf,,,,2016.0,
483,,,BLA:125547,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125547s000lbl.pdf,,,,2015.0,
612,9875499.0,,,JOURNAL ARTICLE,"Lee JH, Lee JM, Kim JK, Ahn SK, Lee SJ, Kim MY, Jew SS, Park JG, Hong CI","Antitumor activity of 7-[2-(N-isopropylamino)ethyl]-(20S)-camptothecin, CKD602, as a potent DNA topoisomerase I inhibitor.",,,Arch. Pharm. Res.,21,5,1998.0,581-90
3414,35347635.0,10.1007/s40265-022-01700-8,,JOURNAL ARTICLE,Markham A,Gefapixant: first approval,,,Drugs,82,6,2022.0,691-695
239,18974361.0,10.1124/jpet.108.145672,,JOURNAL ARTICLE,"Perez-Reyes E, Van Deusen AL, Vitko I","Molecular pharmacology of human Cav3.2 T-type Ca2+ channels: block by antihypertensives, antiarrhythmics, and their analogs.",,,J. Pharmacol. Exp. Ther.,328,2,2009.0,621-7
3686,26191358.0,10.1021/acsmedchemlett.5b00117,,JOURNAL ARTICLE,"Hoveyda HR, Fraser GL, Dutheuil G, El Bousmaqui M, Korac J, Lenoir F, Lapin A, Noel S",Optimization of novel antagonists to the neurokinin-3 receptor for the treatment of sex-hormone disorders (part II),,,ACS Med Chem Lett,6,7,2015.0,736-740
3056,33062187.0,10.1021/acsmedchemlett.0c00176,,JOURNAL ARTICLE,"Uda J, Kobashi S, Miyata S, Ashizawa N, Matsumoto K, Iwanaga T","Discovery of dotinurad (FYU-981), a new phenol derivative with highly potent uric acid lowering activity",,,ACS Med Chem Lett,11,10,2020.0,2017-2023
2909,31085175.0,10.1016/j.ccell.2019.04.006,,JOURNAL ARTICLE,"Smith BD, Kaufman MD, Lu WP, Gupta A, Leary CB, Wise SC, Rutkoski TJ, Ahn YM, Al-Ani G, Bulfer SL, Caldwell TM, Chun L, Ensinger CL, Hood MM, McKinley A, Patt WC, Ruiz-Soto R, Su Y, Telikepalli H, Town A, Turner BA, Vogeti L, Vogeti S, Yates K, Janku F, Abdul Razak AR, Rosen O, Heinrich MC, Flynn DL",Ripretinib (DCC-2618) is a switch control kinase inhibitor of a broad spectrum of oncogenic and drug-resistant KIT and PDGFRA variants,,,Cancer Cell,35,5,2019.0,738-751
3388,,,EMEA/H/C/005676,DRUG LABEL,,,,https://www.ema.europa.eu/en/documents/product-information/xevudy-epar-product-information_en.pdf,,,,2021.0,
602,7693433.0,,,JOURNAL ARTICLE,"Goa KL, Brogden RN","Propiram. A review of its pharmacodynamic and pharmacokinetic properties, and clinical use as an analgesic.",,,Drugs,46,3,1993.0,428-45
14,20863829.0,10.1016/j.ejphar.2010.09.019,,JOURNAL ARTICLE,,"Linaclotide, through activation of guanylate cyclase C, acts locally in the gastrointestinal tract to elicit enhanced intestinal secretion and transit.",,,Eur J Pharmacol,,,2010.0,
160,21575866.0,10.1016/j.ccr.2011.04.004,,JOURNAL ARTICLE,"Sakamoto H, Tsukaguchi T, Hiroshima S, Kodama T, Kobayashi T, Fukami TA, Oikawa N, Tsukuda T, Ishii N, Aoki Y","CH5424802, a selective ALK inhibitor capable of blocking the resistant gatekeeper mutant.",,,Cancer Cell,19,5,2011.0,679-90
346,24995399.0,10.1111/cbdd.12390,,JOURNAL ARTICLE,"Song W, Zhang X, Li S, Xu W","Design, synthesis, and preliminary activity evaluation of novel pyrimidine derivatives as acid pump antagonists.",,,Chem Biol Drug Des,85,3,2015.0,306-14
3259,,,NDA:022454,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022454Orig1s000Lbl.pdf,,,,2021.0,
2761,,10.1101/2020.02.05.935387,,JOURNAL ARTICLE,"Zhang J, Ma X, Yu F, Liu J, Zou F, Pan T, Zhang H",Teicoplanin potently blocks the cell entry of 2019-nCoV,,,bioRxiv,,,2020.0,
121,21709094.0,10.1128/AAC.00833-10,,JOURNAL ARTICLE,,"In vitro spectrum of activity of finafloxacin, a novel, pH-activated fluoroquinolone, under standard and acidic conditions",,,Antimicrob. Agents Chemother.,55,9,2011.0,4394-7
463,1387020.0,,,JOURNAL ARTICLE,"Yamamura Y, Ogawa H, Yamashita H, Chihara T, Miyamoto H, Nakamura S, Onogawa T, Yamashita T, Hosokawa T, Mori T","Characterization of a novel aquaretic agent, OPC-31260, as an orally effective, nonpeptide vasopressin V2 receptor antagonist.",,,Br. J. Pharmacol.,105,4,1992.0,787-91
569,23755755.0,,,JOURNAL ARTICLE,"Maenthaisong R, Tacconelli S, Sritara P, Del Boccio P, Di Francesco L, Sacchetta P, Archararit N, Aryurachai K, Patrignani P, Suthisisang C",Clinical pharmacology of cyclooxygenase inhibition and pharmacodynamic interaction with aspirin by floctafenine in Thai healthy subjects.,,,Int J Immunopathol Pharmacol,26,2,,403-17
2898,15546675.0,10.1016/j.yrtph.2004.08.004,,JOURNAL ARTICLE,"Contrera JF, Matthews EJ, Kruhlak NL, Benz RD",Estimating the safe starting dose in phase I clinical trials and no observed effect level based on QSAR modeling of the human maximum recommended daily dose,,https://www.sciencedirect.com/science/article/abs/pii/S0273230004001138,Regul Toxicol Pharmacol,40,3,2004.0,185-206
475,15123680.0,,,JOURNAL ARTICLE,"Fu T, Mukhopadhyay D, Davidson NO, Borensztajn J",The peroxisome proliferator-activated receptor alpha (PPARalpha) agonist ciprofibrate inhibits apolipoprotein B mRNA editing in low density lipoprotein receptor-deficient mice: effects on plasma lipoproteins and the development of atherosclerotic lesions.,,,J. Biol. Chem.,279,27,2004.0,28662-9
491,19582593.0,10.1007/s12013-009-9057-4,,JOURNAL ARTICLE,"Uebele VN, Nuss CE, Fox SV, Garson SL, Cristescu R, Doran SM, Kraus RL, Santarelli VP, Li Y, Barrow JC, Yang ZQ, Schlegel KA, Rittle KE, Reger TS, Bednar RA, Lemaire W, Mullen FA, Ballard JE, Tang C, Dai G, McManus OB, Koblan KS, Renger JJ",Positive allosteric interaction of structurally diverse T-type calcium channel antagonists.,,,Cell Biochem. Biophys.,55,2,2009.0,81-93
3198,,,NDA:214200 review,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/214200Orig1s000PharmR.pdf,,,,2021.0,
3204,,,NDA:214231,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214231s000lbl.pdf,,,,2021.0,
2729,,,BLA:761062,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761062s000lbl.pdf,,,,2019.0,
2719,20855361.0,10.1177/0333102410370873,,JOURNAL ARTICLE,"Nelson DL, Phebus LA, Johnson KW, Wainscott DB, Cohen ML, Calligaro DO, Xu YC",Preclinical pharmacological profile of the selective 5-HT1F receptor agonist lasmiditan,,,Cephalalgia,30,10,2010.0,1159-1169
2700,19654408.0,10.1182/blood-2009-05-222034,,JOURNAL ARTICLE,"Zarrinkar PP, Gunawardane RN, Cramer MD, Gardner MF, Brigham D, Belli B, Karaman MW, Pratz KW, Pallares G, Chao Q, Sprankle KG, Patel HK, Levis M, Armstrong RC, James J, Bhagwat SS",AC220 is a uniquely potent and selective inhibitor of FLT3 for the treatment of acute myeloid leukemia (AML),,,Blood,114,14,2009.0,2984-92
199,,,BLA:125370,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125370s053lbl.pdf,,,,2014.0,
3073,,,BLA:761171,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761171lbl.pdf,,,,2020.0,
578,,,BLA:761033,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/761033lbl.pdf,,,,2016.0,
45,23601816.0,10.1016/j.bmc.2013.02.058,,JOURNAL ARTICLE,,Synthesis and biological evaluation of Esaprazole analogues showing sigma1 binding and neuroprotective properties in vitro.,,,Bioorg Med Chem,,,2013.0,
2897,21818695.0,10.1208/s12248-011-9290-9,,JOURNAL ARTICLE,"Benet LZ, Broccatelli F, Oprea TI",BDDCS applied to over 900 drugs,,https://link.springer.com/content/pdf/10.1208/s12248-011-9290-9.pdf,The AAPS journal,13,4,2011.0,519-547
3413,33613288.0,10.3389/fphar.2020.628956,,JOURNAL ARTICLE,"Roux  S, Breu V, Giller T, Neidhart W, Ramuz H, Coassolo P, Clozel JP, Clozel M","Ro 61-1790, a new hydrosoluble endothelin antagonist: general pharmacology and effects on experimental cerebral vasospasm",,,J Pharmacol Exp Ther,283,3,1997.0,1110-1118
150,,,NDA:021322,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/21322lbl.pdf,,,,2004.0,
1400,14623894.0,,,JOURNAL ARTICLE,"Pham V, Wade JD, Purdue BW, Sexton PM",Spatial proximity between a photolabile residue in position 19 of salmon calcitonin and the amino terminus of the human calcitonin receptor.,,,J. Biol. Chem.,279,8,2004.0,6720-9
356,21482695.0,10.1158/1535-7163.MCT-10-0792,,JOURNAL ARTICLE,"Rivera VM, Squillace RM, Miller D, Berk L, Wardwell SD, Ning Y, Pollock R, Narasimhan NI, Iuliucci JD, Wang F, Clackson T","Ridaforolimus (AP23573; MK-8669), a potent mTOR inhibitor, has broad antitumor activity and can be optimally administered using intermittent dosing regimens.",,,Mol. Cancer Ther.,10,6,2011.0,1059-71
3199,,,NDA:213026,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213026lbl.pdf,,,,2021.0,
111,9520489.0,,,JOURNAL ARTICLE,"Nemeth EF, Steffey ME, Hammerland LG, Hung BC, Van Wagenen BC, DelMar EG, Balandrin MF",Calcimimetics with potent and selective activity on the parathyroid calcium receptor.,,,Proc. Natl. Acad. Sci. U.S.A.,95,7,1998.0,4040-5
281,8862723.0,,,JOURNAL ARTICLE,"Shirasaka T, Shimamato Y, Ohshimo H, Yamaguchi M, Kato T, Yonekura K, Fukushima M",Development of a novel form of an oral 5-fluorouracil derivative (S-1) directed to the potentiation of the tumor selective cytotoxicity of 5-fluorouracil by two biochemical modulators.,,,Anticancer Drugs,7,5,1996.0,548-57
164,18672868.0,10.1021/jm800355c,,JOURNAL ARTICLE,"Pinto-Bazurco Mendieta MA, Negri M, Jagusch C, Müller-Vieira U, Lauterbach T, Hartmann RW","Synthesis, biological evaluation, and molecular modeling of abiraterone analogues: novel CYP17 inhibitors for the treatment of prostate cancer.",,,J. Med. Chem.,51,16,2008.0,5009-18
338,17300164.0,,,JOURNAL ARTICLE,"Sturino CF, O'Neill G, Lachance N, Boyd M, Berthelette C, Labelle M, Li L, Roy B, Scheigetz J, Tsou N, Aubin Y, Bateman KP, Chauret N, Day SH, Lévesque JF, Seto C, Silva JH, Trimble LA, Carriere MC, Denis D, Greig G, Kargman S, Lamontagne S, Mathieu MC, Sawyer N, Slipetz D, Abraham WM, Jones T, McAuliffe M, Piechuta H, Nicoll-Griffith DA, Wang Z, Zamboni R, Young RN, Metters KM","Discovery of a potent and selective prostaglandin D2 receptor antagonist, [(3R)-4-(4-chloro-benzyl)-7-fluoro-5-(methylsulfonyl)-1,2,3,4-tetrahydrocyclopenta[b]indol-3-yl]-acetic acid (MK-0524).",,,J. Med. Chem.,50,4,2007.0,794-806
3074,,,BLA:761171 review,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761171Orig1s000MultidisciplineR.pdf,,,,2020.0,
2883,27926532.0,10.18632/oncotarget.13749,,JOURNAL ARTICLE,"He JX, Wang M, Huan XJ, Chen CH, Song SS, Wang YQ, Liao XM, Tan C, He Q, Tong LJ, Wang YT, Li XH, Su Y, Shen YY, Sun YM, Yang XY, Chen Y, Gao ZW, Chen XY, Xiong B, Lu XL, Ding J, Yang CH, Miao ZH","Novel PARP1/2 inhibitor mefuparib hydrochloride elicits potent in vitro and in vivo anticancer activity, characteristic of high tissue distribution",,,Oncotarget,8,3,2017.0,4156–4168
3392,,,NDA:216196,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216196s000lbl.pdf,,,,2022.0,
35,11256231.0,10.1358/mf.2000.22.8.701373,,JOURNAL ARTICLE,,Comparison of inhibitory activities of donepezil and other cholinesterase inhibitors on acetylcholinesterase and butyrylcholinesterase in vitro.,,,Methods Find Exp Clin Pharmacol,,,2000.0,
3416,,,EMEA/H/C/005973,DRUG LABEL,,,,https://www.ema.europa.eu/en/documents/product-information/paxlovid-epar-product-information_en.pdf,,,,2022.0,
2900,24306326.0,10.1007/s11095-013-1222-1,,JOURNAL ARTICLE,"Kim MT, Sedykh A, Chakravarti SK, Saiakhov RD, Zhu H",Critical Evaluation of Human Oral Bioavailability for Pharmaceutical Drugs by Using Various Cheminformatics Approaches,,https://link.springer.com/content/pdf/10.1007/s11095-013-1222-1.pdf,Pharm Res,31,4,2014.0,1002-1014
3539,,,BLA:761289,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761289Orig1s000Correctedlbl.pdf,,,,2022.0,
17,21502615.0,10.1128/AAC.01565-10,,JOURNAL ARTICLE,,"In vivo pharmacodynamics of torezolid phosphate (TR-701), a new oxazolidinone antibiotic, against methicillin-susceptible and methicillin-resistant Staphylococcus aureus strains in a mouse thigh infection model.",,,Antimicrob Agents Chemother,,,2011.0,
345,,10.1002/jlcr.1116,,JOURNAL ARTICLE,"Shin, Hyun-Il; Lee, Juyoung; Kim, Dae-Kee","Synthesis of 5-​ethyl-​2-​{5-​[4-​(2-​hydroxyethyl)​piperazin-​1-​ylsulfonyl]​-​2-​n-​propoxyphenyl}​-​7-​n-​propyl-​3,​5-​dihydro-​4H-​pyrrolo[3,​2-​d]​-​[2-​14C]​pyrimidin-​4-​one.2 HCl (14C-​SK3530.2 HCl)",,,J Labelled Comp Radiopharm.,49,13,2006.0,1141–1149
2722,,,NDA:212194,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/0212194s000lbl.pdf,,,,2019.0,
592,24847974.0,10.1021/jm500475k,,JOURNAL ARTICLE,"Lanier M, Ambrus G, Cole DC, Davenport R, Ellery J, Fosbeary R, Jennings AJ, Kadotani A, Kamada Y, Kamran R, Matsumoto S, Mizukami A, Okubo S, Okada K, Saikatendu K, Walsh L, Wu H, Hixon MS",A fragment-based approach to identifying S-adenosyl-l-methionine -competitive inhibitors of catechol O-methyl transferase (COMT).,,,J. Med. Chem.,57,12,2014.0,5459-63
142,11716850.0,,,JOURNAL ARTICLE,"Sunaga Y, Gonoi T, Shibasaki T, Ichikawa K, Kusama H, Yano H, Seino S","The effects of mitiglinide (KAD-1229), a new anti-diabetic drug, on ATP-sensitive K+ channels and insulin secretion: comparison with the sulfonylureas and nateglinide.",,,Eur. J. Pharmacol.,431,1,2001.0,119-25
2907,,,NDA:213246 review,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/213246Orig1s000MultidisciplineR.pdf,,,,2020.0,
555,,,NDA:021160,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/21160lbl.pdf,,,,2001.0,
2724,27378309.0,10.1111/bjh.14214,,JOURNAL ARTICLE,"Oksenberg D, Dufu K, Patel MP, Chuang C, Li Z, Xu Q, Silva-Garcia A, Zhou C, Hutchaleelaha A, Patskovska L, Patskovsky Y, Almo SC, Sinha U, Metcalf BW, Archer DR","GBT440 increases haemoglobin oxygen affinity, reduces sickling and prolongs RBC half-life in a murine model of sickle cell disease",,,Br J Haematol,175,1,2016.0,141-153
673,21570283.0,10.1016/j.bmcl.2011.04.029,,JOURNAL ARTICLE,"Kim HJ, Kwak WY, Min JP, Lee JY, Yoon TH, Kim HD, Shin CY, Kim MK, Choi SH, Kim HS, Yang EK, Cheong YH, Chae YN, Park KJ, Jang JM, Choi SJ, Son MH, Kim SH, Yoo M, Lee BJ","Discovery of DA-1229: a potent, long acting dipeptidyl peptidase-4 inhibitor for the treatment of type 2 diabetes.",,,Bioorg. Med. Chem. Lett.,21,12,2011.0,3809-12
317,,,NDA:203284,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/203284s001lbl.pdf,,,,2014.0,
3052,32361823.0,10.1007/s40265-020-01317-9,,JOURNAL ARTICLE,Markham A,Tepotinib: first approval,,,Drugs,80,8,2020.0,829-833
114,,,BLA:125477,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125477s007lbl.pdf,,,,2014.0,
3667,,,NDA:217639 review,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/217639Orig1s000MultidisciplineR.pdf,,,,2023.0,
