id,text,label_id,code,title
28669979,4 CONTRAINDICATIONS. IFEX is contraindicated in patients with:oKnown hypersensitivity to administration of ifosfamide.oUrinary outflow obstruction.. oKnown hypersensitivity to administration of ifosfamide.. oUrinary outflow obstruction.. oKnown hypersensitivity to administration of ifosfamide. (4)oUrinary outflow obstruction. (4). oKnown hypersensitivity to administration of ifosfamide. (4). oUrinary outflow obstruction. (4).,b7241707-7538-4d1a-91e7-3a25a91e0b9a,34070-3,CONTRAINDICATIONS SECTION
29001740,keep out of reach of the children.,2c5aaa55-127b-4573-bf0e-bb4b44aa7678,50565-1,OTC - KEEP OUT OF REACH OF CHILDREN SECTION
27960301,"CLINICAL PHARMACOLOGY. Mechanism of Action: Ropinirole hydrochloride is non-ergoline dopamine agonist with high relative in vitro specificity and full intrinsic activity at the D2 and D3 dopamine receptor subtypes, binding with higher affinity to D3 than to D2 or D4 receptor subtypes. Ropinirole has moderate in vitro affinity for opioid receptors. Ropinirole and its metabolites have negligible in vitro affinity for dopamine D1, 5-HT1, 5-HT2, benzodiazepine, GABA, muscarinic, alpha1-, alpha2-, and beta-adrenoreceptors.. Parkinsons Disease:. The precise mechanism of action of ropinirole hydrochloride as treatment for Parkinsons disease is unknown, although it is believed to be due to stimulation of postsynaptic dopamine D2-type receptors within the caudate-putamen in the brain. This conclusion is supported by studies that show that ropinirole improves motor function in various animal models of Parkinsons disease. In particular, ropinirole attenuates the motor deficits induced by lesioning the ascending nigrostriatal dopaminergic pathway with the neurotoxin 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) in primates. The relevance of D3 receptor binding in Parkinsons disease is unknown. Restless Legs Syndrome (RLS):. The precise mechanism of action of ropinirole hydrochloride as treatment for Restless Legs Syndrome (also known as Ekbom Syndrome) is unknown. Although the pathophysiology of RLS is largely unknown, neuropharmacological evidence suggests primary dopaminergic system involvement. Positron emission tomographic (PET) studies suggest that mild striatal presynaptic dopaminergic dysfunction may be involved in the pathogenesis of RLS. Clinical Pharmacology Studies: In healthy normotensive subjects, single oral doses of ropinirole hydrochloride in the range 0.01 to 2.5 mg had little or no effect on supine blood pressure and pulse rates. Upon standing, ropinirole hydrochloride caused decreases in systolic and diastolic blood pressure at doses above 0.25 mg. In some subjects, these changes were associated with the emergence of orthostatic symptoms, bradycardia, and, in one case, transient sinus arrest with syncope. With repeat dosing and slow titration up to mg once daily in healthy volunteers, postural hypotension or hypotension-related adverse events were noted in 13% of subjects on ropinirole hydrochloride and none of the subjects on placebo.The mechanism of postural hypotension induced by ropinirole hydrochloride is presumed to be due to D2-mediated blunting of the noradrenergic response to standing and subsequent decrease in peripheral vascular resistance. Nausea is common concomitant symptom of orthostatic signs and symptoms. At oral doses as low as 0.2 mg, ropinirole hydrochloride suppressed serum prolactin concentrations in healthy male volunteers. Ropinirole hydrochloride had no dose-related effect on ECG wave form and rhythm in young, healthy, male volunteers in the range of 0.01 to 2.5 mg. Ropinirole hydrochloride had no dose-or exposure-related effect on mean QT intervals in healthy male and female volunteers titrated to doses up to mg/day. The effect of ropinirole hydrochloride on QT intervals at higher exposures achieved either due to drug interactions or at doses used in Parkinsons disease has not been systematically evaluated. Pharmacokinetics:. Absorption, Distribution, Metabolism, and Elimination: The pharmacokinetics of ropinirole are similar in Parkinsons disease patients and patients with Restless Legs Syndrome. Ropinirole is rapidly absorbed after oral administration, reaching peak concentration in approximately 1-2 hours. In clinical studies, over 88% of radiolabeled dose was recovered in urine and the absolute bioavailability was 55%, indicating first-pass effect. Relative bioavailability from tablet compared to an oral solution is 85%. Food does not affect the extent of absorption of ropinirole, although its Tmax is increased by 2.5 hours and its Cmax is decreased by approximately 25% when the drug is taken with high-fat meal. The clearance of ropinirole after oral administration to patients is 47 L/hr (cv 45%) and its elimination half-life is approximately hours. Ropinirole is extensively metabolized by the liver to inactive metabolites and displays linear kinetics over the therapeutic dosing range of to mg times daily. Steady-state concentrations are expected to be achieved within days of dosing. Accumulation upon multiple dosing is predictive from single dosing. Ropinirole is widely distributed throughout the body, with an apparent volume of distribution of 7.5 L/kg (cv 32%). It is up to 40% bound to plasma proteins and has blood-to-plasma ratio of 1:1. The major metabolic pathways are N-despropylation and hydroxylation to form the inactive N-despropyl and hydroxy metabolites. In vitro studies indicate that the major cytochrome P450 isozyme involved in the metabolism of ropinirole is CYP1A2, an enzyme known to be stimulated by smoking and omeprazole, and inhibited by, for example, fluvoxamine, mexiletine, and the older fluoroquinolones such as ciprofloxacin and norfloxacin. The N-despropyl metabolite is converted to carbamyl glucuronide, carboxylic acid, and N-despropyl hydroxy metabolites. The hydroxy metabolite of ropinirole is rapidly glucuronidated. Less than 10% of the administered dose is excreted as unchanged drug in urine. N-despropyl ropinirole is the predominant metabolite found in urine (40%), followed by the carboxylic acid metabolite (10%), and the glucuronide of the hydroxy metabolite (10%).. P450 Interaction: In vitro metabolism studies showed that CYP1A2 was the major enzyme responsible for the metabolism of ropinirole. Inhibitors or inducers of this enzyme have been shown to alter its clearance when coadministered with ropinirole. Therefore, if therapy with drug known to be potent inhibitor of CYP1A2 is stopped or started during treatment with ropinirole hydrochloride, adjustment of the dose of ropinirole hydrochloride may be required. Population Subgroups: Because therapy with ropinirole hydrochloride is initiated at low dose and gradually titrated upward according to clinical tolerability to obtain the optimum therapeutic effect, adjustment of the initial dose based on gender, weight, or age is not necessary. Age: Oral clearance of ropinirole is reduced by 30% in patients above 65 years of age compared to younger patients. Dosage adjustment is not necessary in the elderly (above 65 years), as the dose of ropinirole is to be individually titrated to clinical response.. Gender:. Female and male patients showed similar oral clearance.. Race:. The influence of race on the pharmacokinetics of ropinirole has not been evaluated. Cigarette Smoking: Smoking is expected to increase the clearance of ropinirole since CYP1A2 is known to be induced by smoking. In study in patients with RLS, smokers (n 7) had an approximate 30% lower Cmax and 38% lower AUC than did nonsmokers (n 11), when those parameters were normalized for dose. Renal Impairment: Based on population pharmacokinetic analysis, no difference was observed in the pharmacokinetics of ropinirole in patients with moderate renal impairment (creatinine clearance between 30 to 50 mL/min.) compared to an age-matched population with creatinine clearance above 50 mL/min. Therefore, no dosage adjustment is necessary in moderately renally impaired patients. The use of ropinirole hydrochloride in patients with severe renal impairment has not been studied. The effect of hemodialysis on drug removal is not known, but because of the relatively high apparent volume of distribution of ropinirole (525 L), the removal of the drug by hemodialysis is unlikely.. Hepatic Impairment: The pharmacokinetics of ropinirole have not been studied in hepatically impaired patients. These patients may have higher plasma levels and lower clearance of the drug than patients with normal hepatic function. The drug should be titrated with caution in this population.. Other Diseases: Population pharmacokinetic analysis revealed no change in the oral clearance of ropinirole in patients with concomitant diseases such as hypertension, depression, osteoporosis/arthritis, and insomnia compared to patients with Parkinsons disease only. Clinical Trials:. Parkinsons Disease: The effectiveness of ropinirole hydrochloride in the treatment of Parkinsons disease was evaluated in multinational drug development program consisting of 11 randomized, controlled trials. Four were conducted in patients with early Parkinsons disease and no concomitant levodopa (L-dopa), and were conducted in patients with advanced Parkinsons disease with concomitant L-dopa. Among these 11 studies, placebo-controlled studies provide the most persuasive evidence of ropiniroles effectiveness in the management of patients with Parkinsons disease who were and were not receiving concomitant L-dopa. Two of these trials enrolled patients with early Parkinsons disease (without L-dopa) and enrolled patients receiving L-dopa. In these studies variety of measures were used to assess the effects of treatment (e.g., the Unified Parkinsons Disease Rating Scale [UPDRS], Clinical Global Impression [CGI] scores, patient diaries recording time on and off, and tolerability of L-dopa dose reductions). In both studies of early Parkinsons disease (without L-dopa) patients, the motor component (Part III) of the UPDRS was the primary outcome assessment. The UPDRS is 4-part multi-text rating scale intended to evaluate mentation (Part I), activities of daily living (Part II), motor performance (Part III), and complications of therapy (Part IV). Part III of the UPDRS contains 14 texts designed to assess the severity of the cardinal motor findings in patients with Parkinsons disease (e.g., tremor, rigidity, bradykinesia, postural instability, etc.) scored for different body regions and has maximum (worst) score of 108. Responders were defined as patients with at least 30% reduction in the Part III score. In the study of advanced Parkinsons disease (with L-dopa) patients, both reduction in percent awake time spent off and the ability to reduce the daily use of L-dopa were assessed as combined endpoint and individually. Studies in Patients With Early Parkinsons Disease (Without L-dopa): One early therapy study was 12-week multicenter study in which 63 patients (41 on ropinirole hydrochloride) with idiopathic Parkinsons disease receiving concomitant anti-Parkinson medication (but not L-dopa) were randomized to either ropinirole hydrochloride or placebo. Patients had mean disease duration of approximately years. Patients were eligible for enrollment if they presented with bradykinesia and at least tremor, rigidity, or postural instability. In addition, they must have been classified as Hoehn Yahr Stage I-IV. This scale, ranging from = unilateral involvement with minimal impairment to = confined to wheelchair or bed, is standard instrument used for staging patients with Parkinsons disease. The primary outcome measure in this trial was the proportion of patients experiencing decrease (compared to baseline) of at least 30% in the UPDRS motor score. Patients were titrated for up to 10 weeks, starting at 0.5 mg twice daily, with weekly increments of 0.5 mg twice daily to maximum of mg twice daily. Once patients reached their maximally tolerated dose (or mg twice daily), they were maintained on that dose through 12 weeks. The mean dose achieved by patients at study endpoint was 7.4 mg/day. At the end of 12 weeks, 71% of patients treated with ropinirole hydrochloride were responders, compared with 41% of patients in the placebo group (p 0.021). Statistically significant differences between the percentage of responders on ropinirole hydrochloride compared to placebo were seen after weeks of treatment. In addition, the mean percentage improvement from baseline in the Total Motor Score was 43% in patients treated with ropinirole hydrochloride compared with 21% in patients treated with placebo (p 0.018). Statistically significant differences in UPDRS motor score between ropinirole hydrochloride and placebo were seen after weeks of treatment. The median daily dose at which 30% reduction in UPDRS motor score was sustained was mg. The second trial in early Parkinsons disease (without L-dopa) patients was double-blind, randomized, placebo-controlled, 6-month study. Patients were essentially similar to those in the study described above; concomitant use of selegiline was allowed, but patients were not permitted to use anticholinergics or amantadine during the study. Patients had mean disease duration of years and limited (not more than 6-week period) or no prior exposure to L-dopa. The starting dose of ropinirole hydrochloride in this trial was 0.25 mg times daily. The dose was titrated at weekly intervals by increments of 0.25 mg times daily to dose of mg times daily. Further titrations at weekly intervals were at increments of 0.5 mg times daily up to dose of mg times daily, and then weekly at increments of mg times daily. Patients were to be titrated to dose of at least 1.5 mg times daily and then to their maximally tolerated dose, up to maximum of mg times daily. The mean dose attained in patients at study endpoint was 15.7 mg/day. The primary measure of effectiveness was the mean percent reduction (improvement) from baseline in the UPDRS Motor Score. In this study 241 patients were enrolled. At the end of the 6-month study, patients treated with ropinirole hydrochloride had 22% improvement in motor score, compared with 4% worsening in the placebo group (p<0.001).Statistically significant differences in UPDRS motor score improvement between ropinirole hydrochloride and placebo were seen after 12 weeks of treatment. Study in Patients With Advanced Parkinsons Disease (With L-dopa):. This double-blind, randomized, placebo-controlled, 6-month trial evaluated 148 patients (Hoehn Yahr II-IV) who were not adequately controlled on L-dopa. Patients in this study had mean disease duration of approximately years, had been exposed to L-dopa for approximately years, and had experienced on-off periods with L-dopa therapy. Patients previously receiving stable doses of selegiline, amantadine, and/or anticholinergic agents could continue on these agents during the study. Patients were started at dose of 0.25 mg times daily of ropinirole hydrochloride and titrated upward by weekly intervals until an optimal therapeutic response was achieved. The maximum dose of study medication was mg times daily. All patients had to be titrated to at least dose of 2.5 mg times daily. Patients could then be maintained on this dose level or higher for the remainder of the study. Once dose of 2.5 mg times daily was achieved, patients underwent mandatory reduction in their L-dopa dose, to be followed by additional mandatory reductions with continued escalation of the dose of ropinirole hydrochloride. Reductions in the dosage of L-dopa were also allowed if patients experienced adverse events that the investigator considered related to dopaminergic therapy. The mean dose attained at study endpoint was 16.3 mg/day. The primary outcome was the proportion of responders, defined as patients who were able both to achieve decrease (compared to baseline) of at least 20% in their L-dopa dose and decrease of at least 20% in the proportion of the time awake in the off condition (a period of time during the day when patients are particularly immobile), as determined by patient diary. In addition, the mean percent change from baseline in daily L-dopa dose was examined. At the end of months, 28% of patients treated with ropinirole hydrochloride were classified as responders (based on combined endpoint) while 11% of patients treated with placebo were responders (p 0.02). Based on the protocol-mandated reductions in L-dopa dosage with escalating doses of ropinirole hydrochloride, patients treated with ropinirole hydrochloride had 19.4% mean reduction in L-dopa dose while patients treated with placebo had 3% reduction (p<0.001). L-dopa dosage reduction was also allowed during the study if dyskinesias or other dopaminergic effects occurred. Overall, reduction of L-dopa dose was sustained in 87% of patients treated with ropinirole hydrochloride and in 57% of patients on placebo. On average, the L-dopa dose was reduced by 31% in patients treated with ropinirole hydrochloride. The mean number of off hours per day during baseline was 6.4 hours for patients treated with ropinirole hydrochloride and 7.3 hours for patients treated with placebo. At the end of the 6-month study, patients treated with ropinirole hydrochloride had mean of 4.9 hours per day of off time, while placebo-treated patients had mean of 6.4 hours per day of off time. Restless Legs Syndrome (RLS): The effectiveness of ropinirole hydrochloride in the treatment of RLS was demonstrated in randomized, double-blind, placebo-controlled studies in adults diagnosed with RLS using the International Restless Legs Syndrome Study Group diagnostic criteria (see INDICATIONS AND USAGE). Patients were required to have history of minimum of 15 RLS episodes/month during the previous month and total score of >=15 on the International RLS Rating Scale (IRLS scale) at baseline. Patients with RLS secondary to other conditions (e.g., pregnancy, renal failure, and anemia) were excluded. All studies employed flexible dosing, with patients initiating therapy at 0.25 mg ropinirole hydrochloride once daily. Patients were titrated based on clinical response and tolerability over weeks to maximum of mg once daily. All doses were taken between and hours before bedtime. variety of measures were used to assess the effects of treatment, including the IRLS Scale and Clinical Global Impression-Global Improvement (CGI-I) scores. The IRLS Scale contains 10 texts designed to assess the severity of sensory and motor symptoms, sleep disturbance, daytime somnolence, and impact on activities of daily living and mood associated with RLS. The range of scores is to 40, with being absence of RLS symptoms and 40 the most severe symptoms. Three of the controlled studies utilized the change from baseline in the IRLS Scale at the week 12 endpoint as the primary efficacy outcome. Three hundred eighty patients were randomized to receive ropinirole hydrochloride (n 187) or placebo (n 193) in US study; 284 were randomized to receive either ropinirole hydrochloride (n 146) or placebo (n 138) in multinational study (excluding US); and 267 patients were randomized to ropinirole hydrochloride (n 131) or placebo (n 136) in multinational study (including US). Across the studies, the mean duration of RLS was 16 to 22 years (range of to 65 years), mean age was approximately 54 years (range of 18 to 79 years), and approximately 61% were women. The mean dose at week 12 was approximately mg/day for the studies. In all studies, statistically significant difference between the treatment group receiving ropinirole hydrochloride and the treatment group receiving placebo was observed at week 12 for both the mean change from baseline in the IRLS Scale total score and the percentage of patients rated as responders (much improved or very much improved) on the CGI-I (see Table 1). Table 1. Mean Change in IRLS Score and Percent Responders on CGI-IRopinirole HydrochloridePlacebop-valueMean Change in IRLS score at Week 12 US study -13.5-9.8p<0.0001Multinational study (excluding US) -11.0-8.0p=0.0036Multinational study (including US) -11.2-8.7p=0.0197Percent responders on CGI-I at Week 12 US study 73.3%56.5%p=0.0006Multinational study (excluding US) 53.4%40.9%p=0.0416Multinational study (including US) 59.5%39.6%p=0.0010Long-term maintenance of efficacy in the treatment of RLS was demonstrated in 36-week study. Following 24-week single-blind treatment phase (flexible doses of ropinirole hydrochloride of 0.25 to mg once daily), patients who were responders (defined as decrease of >6 points on the IRLS Scale total score relative to baseline) were randomized in double-blind fashion to placebo or continuation of ropinirole hydrochloride for an additional 12 weeks. Relapse was defined as an increase of at least points on the IRLS Scale total score to total score of at least 15, or withdrawal due to lack of efficacy. For patients who were responders at week 24, the mean dose of ropinirole was mg (range 0.25 to mg). Patients continued on ropinirole hydrochloride demonstrated significantly lower relapse rate compared with patients randomized to placebo (32.6% vs 57.8%, = 0.0156).",caa8f322-325d-4117-a564-c87391ebf6fe,34090-1,CLINICAL PHARMACOLOGY SECTION
28608648,"2 DOSAGE AND ADMINISTRATION. Dosage should be individualized to obtain an adequate response with the lowest effective dose. (2.1)Late evening administration should be avoided (risk of insomnia). (2.1)Phentermine hydrochloride capsules can be taken with or without food (2.1)Limit the dosage to 15 mg daily for patients with severe renal impairment (eGFR 15 to 29 mL/min/1.73 m2 (2.2). Dosage should be individualized to obtain an adequate response with the lowest effective dose. (2.1). Late evening administration should be avoided (risk of insomnia). (2.1). Phentermine hydrochloride capsules can be taken with or without food (2.1). Limit the dosage to 15 mg daily for patients with severe renal impairment (eGFR 15 to 29 mL/min/1.73 m2 (2.2). 2.1 Exogenous Obesity. Dosage should be individualized to obtain an adequate response with the lowest effective dose.The usual adult dose is 15 mg to 30 mg as prescribed by the physician, at approximately hours after breakfast for appetite control. Administration of one 30 mg capsule daily has been found to be adequate in depression of the appetite for 12 to 14 hours. Phentermine is not recommended for use in pediatric patients <= 16 years of age.Late evening medication should be avoided because of the possibility of resulting insomnia.. 2.2 Dosage in Patients With Renal Impairment. The recommended maximum dosage of phentermine is 15 mg daily for patients with severe renal impairment (eGFR 15 to 29 mL/min/1.73m2). Avoid use of phentermine in patients with eGFR less than 15 mL/min/1.73m2 or end-stage renal disease requiring dialysis [see Use in Specific Populations (8.6) and Clinical Pharmacology (12.3) ].",8c7c1391-bfd1-48f9-b249-9729fe648b89,34068-7,DOSAGE & ADMINISTRATION SECTION
27980317,"13 NONCLINICAL TOXICOLOGY. 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility. 2-year study was performed in rats at dose levels of 6, 9, and 18 to 24 (escalated after one year) mg/kg/day. These treatment levels represented plasma drug levels of approximately 9, 13, and 26 to 35 times the mean human plasma drug concentration after 40 mg oral dose. low incidence of forestomach squamous papillomas and one carcinoma of the forestomach at the 24 mg/kg/day dose level was considered to reflect the prolonged hyperplasia induced by direct contact exposure to fluvastatin sodium rather than to systemic effect of the drug. In addition, an increased incidence of thyroid follicular cell adenomas and carcinomas was recorded for males treated with 18 to 24 mg/kg/day. The increased incidence of thyroid follicular cell neoplasm in male rats with fluvastatin sodium appears to be consistent with findings from other HMG-CoA reductase inhibitors. In contrast to other HMG-CoA reductase inhibitors, no hepatic adenomas or carcinomas were observed.The carcinogenicity study conducted in mice at dose levels of 0.3, 15 and 30 mg/kg/day revealed, as in rats, statistically significant increase in forestomach squamous cell papillomas in males and females at 30 mg/kg/day and in females at 15 mg/kg/day. These treatment levels represented plasma drug levels of approximately 0.05, 2, and times the mean human plasma drug concentration after 40 mg oral dose.No evidence of mutagenicity was observed with or without rat-liver metabolic activation, in the following studies: microbial mutagen tests using mutant strains of or malignant transformation assay in BALB/3T3 cells; unscheduled DNA synthesis in rat primary hepatocytes; chromosomal aberrations in V79 Chinese Hamster cells; HGPRT V79 Chinese Hamster cells. In addition, there was no evidence of mutagenicity in either rat or mouse micronucleus test. in vitro Salmonella typhimurium Escherichia coli in vivo In study in rats at dose levels for females of 0.6, and mg/kg/day and at dose levels for males of 2, 10 and 20 mg/kg/day, fluvastatin sodium had no adverse effects on the fertility or reproductive performance.Seminal vesicles and testes were small in hamsters treated for months at 20 mg/kg/day (approximately times the 40 mg human daily dose based on surface area, mg/m ). There was tubular degeneration and aspermatogenesis in testes as well as vesiculitis of seminal vesicles. Vesiculitis of seminal vesicles and edema of the testes were also seen in rats treated for years at 18 mg/kg/day (approximately times the human achieved with 40 mg daily dose). max Fluvastatin sodium produced delays in skeletal development in rats at doses of 12 mg/kg/day and in rabbits at doses of 10 mg/kg/day. Malaligned thoracic vertebrae were seen in rats at 36 mg/kg, dose that produced maternal toxicity. These doses resulted in times (rat at 12 mg/kg) or times (rabbit at 10 mg/kg) the 40 mg human exposure based on mg/m surface area. study in which female rats were dosed during the third trimester at 12 and 24 mg/kg/day resulted in maternal mortality at or near term and postpartum. In addition, fetal and neonatal lethality were apparent. No effects on the dam or fetus occurred at mg/kg/day. second study at levels of 2, 6, 12 and 24 mg/kg/day confirmed the findings in the first study with neonatal mortality beginning at mg/kg. modified Segment III study was performed at dose levels of 12 or 24 mg/kg/day with or without the presence of concurrent supplementation with mevalonic acid, product of HMG-CoA reductase which is essential for cholesterol biosynthesis. The concurrent administration of mevalonic acid completely prevented the maternal and neonatal mortality but did not prevent low body weights in pups at 24 mg/kg on days and postpartum.",f0674ec5-22b9-4ab9-a118-54c83cda3ec2,43680-8,NONCLINICAL TOXICOLOGY SECTION
28776228,"8.5 Geriatric Use. XIGDUO XRNo XIGDUO XR dosage change is recommended based on age. More frequent assessment of renal function is recommended in elderly patients.DapagliflozinA total of 1424 (24%) of the 5936 dapagliflozin-treated patients were 65 years and older and 207 (3.5%) patients were 75 years and older in pool of 21 double-blind, controlled, clinical studies assessing the efficacy of dapagliflozin in improving glycemic control. After controlling for level of renal function (eGFR), efficacy was similar for patients under age 65 years and those 65 years and older. In patients >=65 years of age, higher proportion of patients treated with dapagliflozin had adverse reactions of hypotension [see Warnings and Precautions (5.2) and Adverse Reactions (6.1)].In the overall population of the DAPA-HF study, 2714 (57%) out of 4744 patients with heart failure with reduced ejection fraction (HFrEF) were older than 65 years. Out of 2139 patients with HFrEF and type diabetes mellitus, 1211 (56.6%) were older than 65 years. Safety and efficacy were similar for patients age 65 years and younger and those older than 65 in both the overall population and the patients with type diabetes mellitus.Metformin HClControlled clinical studies of metformin did not include sufficient numbers of elderly patients to determine whether they respond differently than younger patients. In general, dose selection for an elderly patient should be cautious, usually starting at the low end of the dosing range, reflecting the greater frequency of decreased hepatic, renal, or cardiac function, and of concomitant disease or other drug therapy and the higher risk of lactic acidosis. Assess renal function more frequently in elderly patients [see Warnings and Precautions (5.1)].",ac8a0f7b-9f69-4495-abbc-3a47cd75a859,34082-8,GERIATRIC USE SECTION
28321121,"2 DOSAGE AND ADMINISTRATION Dosage should be adjusted according to severity of pain and response of the patient.The usual adult dosage is: Single Doses Maximum Range 24-Hour Dose Codeine Phosphate 15mg to 60mg 360 mgAcetaminophen 300 mg to 1000 mg 4000 mgThe usual dose of codeine phosphate in children is 0.5 mg/kg.Doses may be repeated up to every hours.The prescriber must determine the number of tablets per dose, and the maximum number of tablets per 24 hours, based upon the above dosage guidance. This information should be conveyed in the prescription.It should be kept in mind, however, that tolerance to codeine can develop with continued use and that the incidence of untoward effects is dose related. Adult doses of codeine higher than 60 mg fail to give commensurate relief of pain but merely prolong analgesia and are associated with an appreciably increased incidence of undesirable side effects. Equivalently high doses in children would have similar effects.. Single Doses Maximum Range 24-Hour Dose Codeine Phosphate 15mg to 60mg 360 mgAcetaminophen 300 mg to 1000 mg 4000 mg.",2472bb8a-88b7-4eec-8806-34adef0c9ab9,34068-7,DOSAGE & ADMINISTRATION SECTION
29214767,"If pregnant or breast-feeding,. ask doctor before use.",4139b5bf-2e49-40c3-9f4a-d8e15c044ead,53414-9,OTC - PREGNANCY OR BREAST FEEDING SECTION
29591113,Active Incredient. Triethanolamine Salicylate 10%.,bd3644fc-f33e-7e95-e053-2a95a90a160c,55106-9,OTC - ACTIVE INGREDIENT SECTION
28321312,"Pediatric Use. Safety and effectiveness in pediatric patients below the age of years have not been established. Pediatric dosing recommendations for juvenile arthritis are based on well-controlled studies (see DOSAGE AND ADMINISTRATION). There are no adequate effectiveness or dose-response data for other pediatric conditions, but the experience in juvenile arthritis and other use experience have established that single doses of 2.5 to mg/kg (as naproxen suspension, see DOSAGE AND ADMINISTRATION), with total daily dose not exceeding 15 mg/kg/day, are well tolerated in pediatric patients over years of age.",3e4e5371-d796-47c7-95c1-d99e82a0b282,34081-0,PEDIATRIC USE SECTION
29149699,Questions or comments. Call 1-855-424-8563 Monday-Friday 9am to 5pm EST us.customerservicelvmhfragrancebrands.com.,b1b78aad-77bd-4b13-8247-9ed7ee1f0ed0,53413-1,OTC - QUESTIONS SECTION
