id,struct_id,concept_id,relationship_name,concept_name,umls_cui,snomed_full_name,cui_semantic_type,snomed_conceptid,doid
142994,1949,21007034,contraindication,Anemia due to enzyme deficiency,C0272053,Anemia due to enzyme deficiency,T047,111577008.0,
151713,1813,21001121,contraindication,Benign intracranial hypertension,C0033845,Benign intracranial hypertension,T047,68267002.0,DOID:11459
169373,2090,21002225,contraindication,Acute pancreatitis,C0001339,Acute pancreatitis,T047,197456007.0,DOID:2913
139542,2115,21002035,contraindication,Peptic ulcer,C0030920,Peptic ulcer,T047,13200003.0,DOID:750
169507,2847,21000605,contraindication,Severe Diabetes Mellitus,,,,,
175872,708,40249894,indication,Prevention of blood clots after heart attack or stroke,,,,,
145902,2865,21001588,contraindication,Heart failure,C0018801,Heart failure,T047,84114007.0,DOID:6000
145179,3274,21013959,indication,Endoscopic Photodynamic Ablation Adjunct for Cancer or High Grade Dysplasia,,,,,
155374,1569,21002296,contraindication,Impaired renal function disorder,C0341677,Impaired renal function disorder,T047,197663003.0,
146001,3550,21001700,indication,Venous varices,C0042345,Venous varices,T047,128060009.0,DOID:799
154531,496,21001916,contraindication,Disorder of lung,C0024115,Disorder of lung,T047,19829001.0,DOID:850
163689,906,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001.0,DOID:557
164351,616,21000753,contraindication,Hyperkalemia,C0020461,Hyperkalemia,T033,14140009.0,
143912,2029,21000842,contraindication,Anemia,C0002871,Anemia,T047,271737000.0,DOID:2355
151757,2436,21000624,contraindication,Syndrome of inappropriate vasopressin secretion,C0021141,Syndrome of inappropriate vasopressin secretion,T046,55004003.0,DOID:3401
135859,2134,21001868,contraindication,Acute exacerbation of asthma,C0347950,Acute exacerbation of asthma,T047,708038006.0,
147626,1440,21013774,contraindication,Diverticular disease,C1510475,Diverticular disease,T190,397881000.0,
166699,2034,21000955,contraindication,Mood swings,C0085633,Mood swings,T084,18963009.0,
144156,1709,21013432,indication,Bacterial meningitis,C0085437,Bacterial meningitis,T047,95883001.0,DOID:9470
156671,1569,21009038,indication,Nosocomial Pneumonia due to Serratia Marcescens,,,,,
165455,611,21002766,contraindication,Denuded skin,C1626417,Denuded skin,T033,418242004.0,
144346,1980,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003.0,
133647,3909,21002591,indication,Infection of skin AND/OR subcutaneous tissue,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,19824006.0,
146366,1399,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002.0,
143252,2497,21001205,contraindication,Open-angle glaucoma,C0017612,Open-angle glaucoma,T047,84494001.0,DOID:1067
167142,4293,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002.0,
167844,2276,21001086,contraindication,Spastic paralysis,C0085621,Spastic paralysis,T046,78403003.0,
136371,1497,21013757,contraindication,Slow acetylator due to N-acetyltransferase enzyme variant,C1827377,Slow acetylator due to N-acetyltransferase enzyme variant,T047,425079005.0,
158425,281,21004731,contraindication,Eye infection,C0015403,Eye infection,T047,128351009.0,
153646,2355,21001022,contraindication,Depressive disorder,C0011581,Depressive disorder,T048,35489007.0,
172855,388,21000948,indication,Schizophrenia,C0036341,Schizophrenia,T048,58214004.0,DOID:5419
166536,1783,21000733,contraindication,Hypercalcemia,C0020437,Hypercalcemia,T047,66931009.0,DOID:12678
132805,873,40249127,indication,Lymphatic filariasis,C0013882,Lymphatic filariasis,T047,240820001.0,DOID:12211
175631,989,21001566,contraindication,Prolonged QT interval,C0151878,Prolonged QT interval,T033,111975006.0,
163540,734,21001369,off-label use,Allergic otitis externa,C1320547,Allergic otitis externa,T033,405821001.0,
153379,2031,21000537,contraindication,Neoplasm of prostate,C0033578,Neoplasm of prostate,T191,126906006.0,DOID:10283
175062,1239,21001876,indication,Severe chronic obstructive pulmonary disease,C0730607,Severe chronic obstructive pulmonary disease,T047,313299006.0,
164073,4512,21003260,contraindication,Polyuria,C0032617,Polyuria,T184,28442001.0,
143266,1112,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001.0,
142457,3188,21013545,contraindication,Mammography abnormal,C0262365,Mammography abnormal,T033,168750009.0,
135242,1531,21003184,contraindication,Cardiogenic shock,C0036980,Cardiogenic shock,T046,89138009.0,
136805,4213,21000042,contraindication,Inactive tuberculosis,C0275966,Inactive tuberculosis,T047,11999007.0,
137979,180,21001566,contraindication,Prolonged QT interval,C0151878,Prolonged QT interval,T033,111975006.0,
151472,239,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0,DOID:409
161171,2561,21000526,indication,Carcinoma of female breast,C3163805,Carcinoma of female breast,T191,447782002.0,
156434,1738,21001204,contraindication,Ocular hypertension,C0028840,Ocular hypertension,T047,4210003.0,DOID:9282
138735,1386,21007034,contraindication,Anemia due to enzyme deficiency,C0272053,Anemia due to enzyme deficiency,T047,111577008.0,
173246,1375,21002811,indication,Osteoarthritis,C0029408,Osteoarthritis,T047,396275006.0,
158537,2340,21013543,off-label use,Diastolic heart failure,C1135196,Diastolic heart failure,T047,418304008.0,DOID:9775
145766,4491,21002035,contraindication,Peptic ulcer,C0030920,Peptic ulcer,T047,13200003.0,DOID:750
147739,2727,21002747,indication,Transfusion Reaction Urticaria,,,,,
137911,1959,21001507,contraindication,Heart valve disorder,C0018824,Heart valve disorder,T047,368009.0,DOID:4079
135789,1261,21002154,indication,Peritonitis,C0031154,Peritonitis,T047,48661000.0,
145562,4566,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003.0,
141356,939,40248967,off-label use,Refractory Osteosarcoma,,,,,
136855,200,21000823,contraindication,Acquired hemolytic anemia,C0002879,Acquired hemolytic anemia,T047,4854004.0,
145833,2054,21002024,off-label use,Duodenal ulcer disease,C0013295,Duodenal ulcer disease,T047,51868009.0,DOID:1724
153106,1678,21000886,contraindication,Leukopenia,C0023530,Leukopenia,T047,84828003.0,DOID:615
133150,555,21002591,indication,Infection of skin AND/OR subcutaneous tissue,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,19824006.0,
156540,2847,21000707,contraindication,Hyperlipidemia,C0020473,Hyperlipidemia,T047,55822004.0,DOID:1168
142965,2727,21000591,indication,Thyroiditis,C0040147,Thyroiditis,T047,82119001.0,DOID:7166
171979,1404,21002863,contraindication,Muscle pain,C0231528,Muscle pain,T184,68962001.0,
139254,1650,21003126,contraindication,Peripheral edema,C0085649,Peripheral edema,T033,271809000.0,
153447,244,21001517,contraindication,Complete atrioventricular block,C0151517,Complete atrioventricular block,T047,27885002.0,
155065,593,21002706,contraindication,Atrophoderma,C0151514,Atrophoderma,T047,399979006.0,
137353,1116,21000703,contraindication,Hypertriglyceridemia,C0020557,Hypertriglyceridemia,T033,302870006.0,
139243,1690,21003084,indication,Severe pain,C0278140,Severe pain,T184,76948002.0,
173435,1031,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003.0,DOID:10763
169735,2640,21000584,contraindication,Hypothyroidism,C0020676,Hypothyroidism,T047,40930008.0,DOID:1459
136993,2415,21000579,contraindication,Thyrotoxicosis,C0040156,Thyrotoxicosis,T047,90739004.0,DOID:7997
163550,2740,21000967,indication,Anxiety,C0003467,Anxiety,T041,48694002.0,
157999,1762,21000007,contraindication,Sympathectomy,C0039038,Sympathectomy,T061,57071006.0,
158394,3862,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002.0,
175720,5232,21002896,indication,Osteoporosis,C0029456,Osteoporosis,T047,64859006.0,DOID:11476
137370,1233,21004910,indication,Accidental poisoning by methyl alcohol,C0261439,Accidental poisoning by methyl alcohol,T037,216640006.0,
170362,2187,21002301,indication,Klebsiella cystitis,C0520775,Klebsiella cystitis,T047,60867007.0,
138804,1030,21000413,contraindication,Acute infectious disease,C0275518,Acute infectious disease,T047,63171007.0,
133046,4179,21012052,indication,Magnetic resonance imaging,C0024485,Magnetic resonance imaging,T060,113091000.0,
160819,1971,21001614,contraindication,Congenital long QT syndrome,C1141890,Congenital long QT syndrome,T047,442917000.0,
158126,489,21002296,contraindication,Impaired renal function disorder,C0341677,Impaired renal function disorder,T047,197663003.0,
143708,3347,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009.0,DOID:9351
153028,1500,21000842,contraindication,Anemia,C0002871,Anemia,T047,271737000.0,DOID:2355
161294,1212,21001054,contraindication,Parkinsonism,C0242422,Parkinsonism,T047,32798002.0,
164667,2589,21000838,contraindication,Aplastic anemia,C0002874,Aplastic anemia,T047,306058006.0,DOID:12449
159604,435,21000953,contraindication,"Bipolar affective disorder, current episode manic",C0338873,"Bipolar affective disorder, current episode manic",T048,191618007.0,
157352,1427,21001028,off-label use,Attention deficit hyperactivity disorder,C1263846,Attention deficit hyperactivity disorder,T048,406506008.0,
166301,2415,21001594,contraindication,Disorder of cardiovascular system,C0007222,Disorder of cardiovascular system,T047,49601007.0,DOID:1287
156626,3909,21002196,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004.0,
164231,968,21001232,contraindication,Diplopia,C0012569,Diplopia,T047,24982008.0,
132607,2206,21001022,indication,Depressive disorder,C0011581,Depressive disorder,T048,35489007.0,
169350,1195,21003049,indication,Benzodiazepine Induced Sedation,,,,,
145332,1567,21002231,contraindication,Gastrointestinal hemorrhage,C0017181,Gastrointestinal hemorrhage,T046,74474003.0,
158550,2553,21002380,contraindication,Priapism,C0033117,Priapism,T047,6273006.0,DOID:9286
142582,2755,21000010,off-label use,Typhoid fever,C0041466,Typhoid fever,T047,4834000.0,DOID:13258
166177,4621,21001176,contraindication,Thrombosis of retinal vein,C1527411,Thrombosis of retinal vein,T047,46085004.0,
145650,2100,21002013,contraindication,Gastric ulcer,C0038358,Gastric ulcer,T047,397825006.0,DOID:10808
152999,4061,21001460,off-label use,Angina pectoris,C0002962,Angina pectoris,T033,194828000.0,
147924,4115,21003231,contraindication,Dysphagia,C0011168,Dysphagia,T047,40739000.0,
155362,2840,21002241,contraindication,Malabsorption States,,,,,
174546,5462,40249220,indication,Candidiasis of vagina,C0006852,Candidiasis of vagina,T047,72934000.0,
136425,2847,21001435,contraindication,Hypertensive urgency,C0745138,Hypertensive urgency,T047,443482000.0,
132944,1118,21012339,indication,Hormone receptor positive malignant neoplasm of breast,C1562029,Hormone receptor positive malignant neoplasm of breast,T191,417181009.0,
145407,2770,21013818,contraindication,Ultrarapid metabolizer due to cytochrome p450 CYP2D6 variant,C1827786,Ultrarapid metabolizer due to cytochrome p450 CYP2D6 variant,T047,422681000.0,
143346,2684,21001321,indication,Dacryocystitis,C0010930,Dacryocystitis,T047,85777005.0,DOID:9938
171508,1400,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0,DOID:409
134418,530,21002326,indication,Bacterial urinary infection,C0729524,Bacterial urinary infection,T047,312124009.0,
175760,4916,40249389,indication,Retinopathy of prematurity,C0035344,Retinopathy of prematurity,T047,415297005.0,DOID:13025
157949,2370,21002256,contraindication,Acute nephropathy,C0268734,Acute nephropathy,T047,58574008.0,
171124,2274,21001566,contraindication,Prolonged QT interval,C0151878,Prolonged QT interval,T033,111975006.0,
153984,2337,21000953,indication,"Bipolar affective disorder, current episode manic",C0338873,"Bipolar affective disorder, current episode manic",T048,191618007.0,
148521,759,21000807,contraindication,Megaloblastic anemia,C0002888,Megaloblastic anemia,T047,53165003.0,DOID:13382
169700,4201,21002361,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009.0,
152983,2100,21001595,contraindication,Acute disease of cardiovascular system,C1290379,Acute disease of cardiovascular system,T047,128487001.0,
153306,1967,21002458,indication,Streptococcal Endomyometritis,,,,,
161585,1540,21013430,indication,Bipolar disorder in remission,C0270425,Bipolar disorder in remission,T048,85248005.0,
166421,1688,21003407,contraindication,At risk for aspiration,C0150012,At risk for aspiration,T033,371736008.0,
135213,1741,21002267,contraindication,Renal tubular acidosis,C0001126,Renal tubular acidosis,T047,1776003.0,DOID:14219
143320,565,21002587,indication,Impetigo,C0021099,Impetigo,T047,48277006.0,DOID:8504
163961,594,21002035,indication,Peptic ulcer,C0030920,Peptic ulcer,T047,13200003.0,DOID:750
148665,1497,21002256,contraindication,Acute nephropathy,C0268734,Acute nephropathy,T047,58574008.0,
166028,1863,21013695,contraindication,Coronary artery bypass graft,C0010055,Coronary artery bypass graft,T061,232717009.0,
140713,1280,21001816,indication,Moraxella Catarrhalis Pneumonia,,,,,
159526,2291,21000756,contraindication,Hypokalemia,C0020621,Hypokalemia,T033,43339004.0,
155522,1072,21000773,contraindication,Porphyria,C0032708,Porphyria,T047,418470004.0,
165179,1745,21000882,contraindication,Agranulocytosis,C0001824,Agranulocytosis,T047,17182001.0,DOID:12987
146306,1971,21001564,contraindication,Sinus tachycardia,C0039239,Sinus tachycardia,T047,11092001.0,
173615,5326,21001080,indication,Relapsing remitting multiple sclerosis,C0751967,Relapsing remitting multiple sclerosis,T047,426373005.0,DOID:2378
157444,201,21001450,contraindication,Myocardial infarction in recovery phase,C1633725,Myocardial infarction in recovery phase,T201,418044006.0,
144192,2393,21013484,contraindication,Cardiovascular event risk,C1273410,Cardiovascular event risk,T033,395112001.0,
157660,4343,21000670,indication,Ascorbic acid deficiency,C0003969,Ascorbic acid deficiency,T047,76169001.0,
148151,1300,21003146,contraindication,Weight gain finding,C0043094,Weight gain finding,T033,8943002.0,
169849,1379,21001918,contraindication,Chronic lung disease,C0746102,Chronic lung disease,T047,413839001.0,
167678,2098,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003.0,
137638,408,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001.0,
150953,1800,21000322,indication,Candidal vulvovaginitis,C0700345,Candidal vulvovaginitis,T047,72605008.0,DOID:2272
137691,4275,21002383,off-label use,Impotence,C0242350,Impotence,T047,397803000.0,
148212,1821,21003009,contraindication,Radiation oncology AND/OR radiotherapy,C1522449,Radiation oncology AND/OR radiotherapy,T061,108290001.0,
135567,112,21002030,contraindication,Acute peptic ulcer,C0729245,Acute peptic ulcer,T047,196682000.0,
172767,1092,21000967,indication,Anxiety,C0003467,Anxiety,T041,48694002.0,
172109,348,21000962,contraindication,Psychotic disorder,C0033975,Psychotic disorder,T048,69322001.0,
164366,2656,21002215,off-label use,Cholangitis,C0008311,Cholangitis,T047,82403002.0,DOID:9446
143540,1500,21001918,contraindication,Chronic lung disease,C0746102,Chronic lung disease,T047,413839001.0,
161351,2807,21002894,indication,Infection of bone,C2242472,Infection of bone,T047,111253001.0,
152996,4061,21001706,contraindication,Orthostatic hypotension,C0020651,Orthostatic hypotension,T033,28651003.0,
149376,4604,21001945,off-label use,Gingivitis,C0017574,Gingivitis,T047,66383009.0,DOID:3087
172304,3485,21004249,indication,Nasal discharge,C1260880,Nasal discharge,T184,64531003.0,
154058,1508,21002775,contraindication,Systemic lupus erythematosus,C0024141,Systemic lupus erythematosus,T047,55464009.0,DOID:9074
171927,157,21002621,indication,Skin and Skin Structure Serratia Infection,,,,,
159200,1327,21013484,contraindication,Cardiovascular event risk,C1273410,Cardiovascular event risk,T033,395112001.0,
143265,1051,21001044,indication,Meningitis,C0025289,Meningitis,T047,7180009.0,DOID:9471
168283,2544,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002.0,
169415,2763,21002225,contraindication,Acute pancreatitis,C0001339,Acute pancreatitis,T047,197456007.0,DOID:2913
169897,3462,21002310,contraindication,Bladder outflow obstruction,C0403654,Bladder outflow obstruction,T020,236645006.0,
152866,4257,21000716,contraindication,Gout,C0018099,Gout,T047,90560007.0,DOID:13189
152989,2840,21000674,indication,Osteomalacia,C0029442,Osteomalacia,T047,4598005.0,DOID:10573
157840,1519,21002804,indication,Infectious disorder of joint,C0157749,Infectious disorder of joint,T047,363162000.0,
144919,1043,21001206,contraindication,Angle-closure glaucoma,C0017605,Angle-closure glaucoma,T047,392291006.0,DOID:13550
169744,2727,21000412,contraindication,Infectious disease,C0009450,Infectious disease,T047,40733004.0,
166844,4189,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001.0,DOID:557
163828,1603,21001801,indication,Haemophilus influenzae pneumonia,C0276026,Haemophilus influenzae pneumonia,T047,70036007.0,
145239,1028,21001714,contraindication,Bleeding,C0019080,Bleeding,T046,131148009.0,
146138,2487,21007034,contraindication,Anemia due to enzyme deficiency,C0272053,Anemia due to enzyme deficiency,T047,111577008.0,
139411,4264,21001384,contraindication,Chronic purulent otitis media,C0271454,Chronic purulent otitis media,T047,38394007.0,DOID:14247
157055,4277,21003015,contraindication,Repeated Blood Transfusions,,,,,
166551,571,21002894,indication,Infection of bone,C2242472,Infection of bone,T047,111253001.0,
145984,882,40248965,contraindication,Restrictive cardiomyopathy,C0007196,Restrictive cardiomyopathy,T047,415295002.0,DOID:397
151017,4279,21002361,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009.0,
152434,2279,21002213,contraindication,Disorder of gallbladder,C0016977,Disorder of gallbladder,T047,39621005.0,DOID:0060262
148237,499,21002198,contraindication,Acute hepatitis,C0267797,Acute hepatitis,T047,37871000.0,
151142,574,21002436,indication,Female genital tract infection,C1263758,Female genital tract infection,T047,125585007.0,
139213,2044,21003376,contraindication,Anaphylaxis,C0002792,Anaphylaxis,T046,39579001.0,
172857,331,21003221,indication,Postoperative nausea and vomiting,C0520909,Postoperative nausea and vomiting,T184,1488000.0,
155423,1043,21001992,contraindication,Peptic reflux disease,C0014869,Peptic reflux disease,T047,57643001.0,
169219,534,21001848,indication,Streptococcus Pneumoniae Chronic Bronchitis,,,,,
145030,4269,21002629,indication,Diaper rash,C0011974,Diaper rash,T047,91487003.0,
135149,1208,21001195,indication,Cyclitis,C0010543,Cyclitis,T047,17657000.0,
164429,725,21000974,contraindication,Agoraphobia,C0001818,Agoraphobia,T048,70691001.0,DOID:593
157493,4072,21002048,contraindication,Gastrointestinal ulcer,C0237938,Gastrointestinal ulcer,T047,40845000.0,
167317,1663,21001432,contraindication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003.0,DOID:10763
152038,2331,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003.0,
147459,1184,21001473,contraindication,Myocardial ischemia,C0151744,Myocardial ischemia,T047,414795007.0,DOID:3393
166424,1709,21002123,indication,Klebsiella Pneumoniae Peritonitis,,,,,
161571,1427,21001204,contraindication,Ocular hypertension,C0028840,Ocular hypertension,T047,4210003.0,DOID:9282
151494,2082,21001382,indication,Pneumococcal Acute Otitis Media,,,,,
139720,2233,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001.0,DOID:557
150260,4247,21008952,indication,Hepatic encephalopathy,C0019151,Hepatic encephalopathy,T047,13920009.0,DOID:13413
152761,4344,21000721,contraindication,Wilson's disease,C0019202,Wilson's disease,T047,88518009.0,
153108,1688,21002744,indication,Dermatographic urticaria,C0343065,Dermatographic urticaria,T047,7632005.0,DOID:743
163180,1433,21003125,indication,Edema,C0013604,Edema,T046,267038008.0,
166733,749,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003.0,
147194,624,21002959,indication,Neonatal conjunctivitis,C0029076,Neonatal conjunctivitis,T047,34298002.0,DOID:9699
149159,2132,21001458,contraindication,Chronic myocardial ischemia,C0264694,Chronic myocardial ischemia,T047,413844008.0,DOID:3393
164770,2834,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001.0,DOID:557
155594,1567,21001022,contraindication,Depressive disorder,C0011581,Depressive disorder,T048,35489007.0,
158659,2391,21001614,contraindication,Congenital long QT syndrome,C1141890,Congenital long QT syndrome,T047,442917000.0,
170719,2424,21001966,contraindication,Disturbance of salivary secretion,C0012765,Disturbance of salivary secretion,T046,78948009.0,
133299,1028,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0,DOID:409
134263,589,21000086,indication,Meningococcal meningitis,C0025294,Meningococcal meningitis,T047,192644005.0,
158112,1883,21002846,indication,Bursitis,C0006444,Bursitis,T047,84017003.0,DOID:2965
145505,2994,21002975,indication,Gastrointestinal Radiography Adjunct,,,,,
156678,157,21000732,contraindication,Hypocalcemia,C0020598,Hypocalcemia,T046,5291005.0,
141321,1659,21000584,contraindication,Hypothyroidism,C0020676,Hypothyroidism,T047,40930008.0,DOID:1459
170909,1064,21001326,contraindication,Optic disc edema,C0030353,Optic disc edema,T047,423341008.0,"DOID:146,DOID:10175"
168804,1875,21001146,contraindication,Peripheral nerve disease,C0031117,Peripheral nerve disease,T047,302226006.0,
170720,2424,21003368,contraindication,Drug AND/OR toxin-induced diarrhea,C0267558,Drug AND/OR toxin-induced diarrhea,T047,65979008.0,
154034,3064,21001999,contraindication,Gastroesophageal reflux disease,C0017168,Gastroesophageal reflux disease,T047,235595009.0,DOID:8534
136606,4343,21002805,contraindication,Rheumatoid arthritis,C0003873,Rheumatoid arthritis,T047,69896004.0,DOID:7148
150464,1579,21010165,contraindication,Primary dilated cardiomyopathy,C0007193,Primary dilated cardiomyopathy,T047,195021004.0,
163546,2696,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001.0,DOID:557
156978,1454,21002246,contraindication,Procedure on urinary system,C0545433,Procedure on urinary system,T058,118677009.0,
148962,1208,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009.0,DOID:9351
146197,1790,21002124,indication,Bacteroides Peritonitis,,,,,
173170,5156,40249050,indication,Positron emission tomography,C0032743,Positron emission tomography,T060,82918005.0,
147742,2770,21001447,contraindication,Myocardial infarction,C0027051,Myocardial infarction,T047,22298006.0,DOID:5844
171766,565,21001846,indication,Acute exacerbation of chronic bronchitis,C0856695,Acute exacerbation of chronic bronchitis,T047,425748003.0,
147854,1334,21000584,contraindication,Hypothyroidism,C0020676,Hypothyroidism,T047,40930008.0,DOID:1459
147617,1388,21001385,contraindication,Infective otitis media,C0729586,Infective otitis media,T047,312218008.0,
139635,2150,21001763,contraindication,Nasal polyp,C0027430,Nasal polyp,T190,52756005.0,
132910,4833,21000594,indication,Diabetes mellitus type 2,C0011860,Diabetes mellitus type 2,T047,44054006.0,DOID:9352
159414,114,21003307,contraindication,Asthenia,C0004093,Asthenia,T184,13791008.0,
162368,2727,21000701,contraindication,Hypercholesterolemia,C0020443,Hypercholesterolemia,T047,13644009.0,
143095,865,21002562,contraindication,Uterine Rupture in Pregnancy,,,,,
160289,2597,21000308,indication,Tinea capitis,C0040250,Tinea capitis,T047,5441008.0,
174700,1353,21002054,off-label use,Gastroparesis,C0152020,Gastroparesis,T047,235675006.0,
170550,3524,21002694,indication,Itching of skin,C0033774,Itching of skin,T184,418363000.0,
149322,463,21001933,contraindication,Operation on gastrointestinal tract,C0399610,Operation on gastrointestinal tract,T061,386621005.0,
172534,3508,21000317,indication,Pityriasis versicolor,C0040262,Pityriasis versicolor,T047,56454009.0,DOID:9060
173750,5351,21001116,indication,Migraine,C0149931,Migraine,T047,37796009.0,DOID:6364
137414,1952,21000906,contraindication,Methemoglobinemia,C0025637,Methemoglobinemia,T047,38959009.0,DOID:10783
170269,622,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001.0,
155358,3142,21000169,contraindication,Herpes zoster keratitis,C1275687,Herpes zoster keratitis,T047,397573005.0,
159440,4261,21002279,contraindication,Kidney stone,C0022650,Kidney stone,T047,95570007.0,
138494,1393,21003253,contraindication,Retention of urine,C0080274,Retention of urine,T033,267064002.0,
170849,1942,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003.0,DOID:10763
133210,277,21001807,indication,Aspiration pneumonia,C0032290,Aspiration pneumonia,T047,422588002.0,"DOID:3240,DOID:0050152"
142835,968,21000534,contraindication,Endometrial carcinoma,C0476089,Endometrial carcinoma,T191,254878006.0,DOID:2871
143199,1028,21011418,contraindication,Regional Anesthesia for Labor Pain,,,,,
137156,2620,21001460,contraindication,Angina pectoris,C0002962,Angina pectoris,T033,194828000.0,
169832,1210,21000657,indication,Deficiency of testosterone biosynthesis,C0342527,Deficiency of testosterone biosynthesis,T047,38825009.0,
142558,2725,21001163,indication,Sympathetic uveitis,C0029077,Sympathetic uveitis,T047,75315001.0,DOID:12029
155219,1336,21001990,contraindication,Achalasia of esophagus,C0014848,Achalasia of esophagus,T047,45564002.0,DOID:9164
165153,4410,21013945,indication,Peripheral Mobilization of Hematopoietic Stem Cells,,,,,
149491,2085,21002196,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004.0,
147148,1261,21000051,indication,Inhalational anthrax,C0155866,Inhalational anthrax,T047,11389007.0,
141416,1725,21000742,contraindication,Metabolic acidosis,C0220981,Metabolic acidosis,T046,59455009.0,
174060,5414,40249431,indication,Hutchinson-Gilford syndrome,C0033300,Hutchinson-Gilford syndrome,T047,238870004.0,DOID:3911
169050,371,21001181,contraindication,Cystoid macular edema,C0024440,Cystoid macular edema,T047,193387007.0,DOID:4447
137244,2552,21000183,contraindication,Herpes simplex,C0019348,Herpes simplex,T047,88594005.0,DOID:8566
146640,1261,21013432,indication,Bacterial meningitis,C0085437,Bacterial meningitis,T047,95883001.0,DOID:9470
171122,1563,21003102,contraindication,Abnormal gait,C0575081,Abnormal gait,T184,22325002.0,
138908,4265,21002591,indication,Infection of skin AND/OR subcutaneous tissue,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,19824006.0,
175636,4942,40249800,indication,Hurthle cell carcinoma of thyroid,C0749424,Hurthle cell carcinoma of thyroid,T191,423158009.0,DOID:8161
169605,3584,21013725,contraindication,Intraoperative floppy iris syndrome,C1688637,Intraoperative floppy iris syndrome,T047,418801006.0,
138487,1385,21002089,contraindication,Ulcerative colitis,C0009324,Ulcerative colitis,T047,64766004.0,DOID:8577
140464,1024,21001606,contraindication,Heart disease,C0018799,Heart disease,T047,56265001.0,DOID:114
158430,348,21002842,indication,Epicondylitis,C0014488,Epicondylitis,T047,73583000.0,DOID:14087
168328,3356,21000703,contraindication,Hypertriglyceridemia,C0020557,Hypertriglyceridemia,T033,302870006.0,
167451,4189,21001860,contraindication,Asthma,C0004096,Asthma,T047,195967001.0,DOID:2841
137773,2340,21000780,contraindication,Hereditary angioneurotic edema,C0019243,Hereditary angioneurotic edema,T047,82966003.0,DOID:14735
168017,581,21003174,indication,Sneezing,C0037383,Sneezing,T033,76067001.0,
143605,2840,21000862,contraindication,Vitamin K Deficiency Induced Hypoprothrombinemia,,,,,
146446,229,21000008,contraindication,Procedure on central nervous system,C1292866,Procedure on central nervous system,T061,118679007.0,
138988,1189,21003125,contraindication,Edema,C0013604,Edema,T046,267038008.0,
175719,5066,21002827,indication,Ankylosing spondylitis,C0038013,Ankylosing spondylitis,T047,9631008.0,DOID:7147
149210,1610,21002775,contraindication,Systemic lupus erythematosus,C0024141,Systemic lupus erythematosus,T047,55464009.0,DOID:9074
135816,2762,21002035,contraindication,Peptic ulcer,C0030920,Peptic ulcer,T047,13200003.0,DOID:750
151673,2326,21003368,contraindication,Drug AND/OR toxin-induced diarrhea,C0267558,Drug AND/OR toxin-induced diarrhea,T047,65979008.0,
143061,184,21003024,indication,General anesthesia,C0002915,General anesthesia,T061,50697003.0,
167874,4380,21001714,contraindication,Bleeding,C0019080,Bleeding,T046,131148009.0,
164377,1059,21001063,contraindication,Chorea,C0008489,Chorea,T047,271700006.0,
161798,2424,21002104,contraindication,Paralytic ileus,C0030446,Paralytic ileus,T047,55525008.0,DOID:8442
168165,2279,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003.0,
138324,1996,21001015,contraindication,Bulimia nervosa,C2267227,Bulimia nervosa,T048,78004001.0,
